t,Edp,Eqp,Edpp,Eqpp,Efd1,Efd2,Efd3,Efd4
0.0,0.0,0.9555,0.0,0.9555,0.002112480488396474,1.0562402441982368,1.0562402441982368,1.0562402441982368
0.001,0.0,0.9555000515596537,0.0,0.9555000515596537,0.0021403659195774576,1.0584417256072618,1.0642445269488436,1.0570408382639778
0.002,0.0,0.9555003380564168,0.0,0.9555003380564168,0.002160332995845948,1.0633459646977073,1.0795214962845103,1.0585694563151984
0.003,0.0,0.9555009166500708,0.0,0.9555009166500708,0.0021745594760545607,1.0692366561267639,1.0946886754392138,1.060088034093055
0.004,0.0,0.9555017526907065,0.0,0.9555017526907065,0.0021845896621796894,1.0751425757487418,1.1067868893740396,1.0613005422457453
0.005,0.0,0.9555027797394451,0.0,0.9555027797394451,0.002191539966131347,1.0805528542707539,1.115090716951028,1.0621342246587682
0.006,0.0,0.9555039288070704,0.0,0.9555039288070704,0.0021962291994387976,1.0852361422737467,1.1199033326438517,1.0626191766798956
0.007,0.0,0.9555051408940732,0.0,0.9555051408940732,0.0021992636468337328,1.0891259251306387,1.1219160362899923,1.0628243384160536
0.008,0.0,0.9555063708565845,0.0,0.9555063708565845,0.002201094472596366,1.092248216041467,1.1218865717080748,1.0628253390094
0.009000000000000001,0.0,0.9555075870838884,0.0,0.9555075870838884,0.0022020577601188094,1.0946765079378014,1.1204932292186658,1.0626899058316024
0.010000000000000002,0.0,0.9555087694245478,0.0,0.9555087694245478,0.0022024032942105443,1.0965042792490578,1.1182824561052132,1.0624726188416818
0.011000000000000003,0.0,0.9555099066272739,0.0,0.9555099066272739,0.00220231577326737,1.0978287738618044,1.1156633752780443,1.0622143542071338
0.012000000000000004,0.0,0.955510993905923,0.0,0.955510993905923,0.002201930734493748,1.0987419671839005,1.112923426314812,1.0619438405656465
0.013000000000000005,0.0,0.9555120308799243,0.0,0.9555120308799243,0.002201346655508502,1.0993260477811035,1.1102513629025106,1.0616799521377152
0.014000000000000005,0.0,0.9555130199547587,0.0,0.9555130199547587,0.00220063420967456,1.099651669992147,1.1077606784454144,1.061434046073783
0.015000000000000006,0.0,0.9555139651170084,0.0,0.9555139651170084,0.0021998433571640574,1.0997778426007965,1.1055103347867707,1.0612120314481066
0.016000000000000007,0.0,0.9555148710813547,0.0,0.9555148710813547,0.002199008767685298,1.0997527222836927,1.1035217118720209,1.0610160614801556
0.017000000000000008,0.0,0.955515742717555,0.0,0.955515742717555,0.0021981539479843026,1.0996148484103065,1.1017917322201258,1.0608458441382835
0.01800000000000001,0.0,0.9555165846896115,0.0,0.9555165846896115,0.0021972943618784042,1.0993945332606296,1.1003025863411566,1.0606996135211189
0.01900000000000001,0.0,0.955517401249184,0.0,0.955517401249184,0.0021964397682319747,1.0991152386286713,1.099028652094506,1.0605748211294799
0.02000000000000001,0.0,0.9555181961366114,0.0,0.9555181961366114,0.002195595954819458,1.0987948458870591,1.097941211138942,1.0604686071937635
0.02100000000000001,0.0,0.955518972553635,0.0,0.955518972553635,0.0021947660088029505,1.098446775206062,1.0970115030282896,1.0603781059965818
0.022000000000000013,0.0,0.9555197331811821,0.0,0.9555197331811821,0.0021939512348415104,1.0980809397765412,1.0962125681144435,1.0603006302210436
0.023000000000000013,0.0,0.9555204802231059,0.0,0.9555204802231059,0.0021931518079347638,1.0977045387422442,1.0955202381678237,1.0602337701542148
0.024000000000000014,0.0,0.9555212154626771,0.0,0.9555212154626771,0.0021923672288292635,1.0973227023189804,1.094913549902759,1.0601754352220005
0.025000000000000015,0.0,0.955521940323067,0.0,0.955521940323067,0.002191596634334558,1.0969390071484912,1.0943747858358626,1.0601238582700752
0.026000000000000016,0.0,0.9555226559263221,0.0,0.9555226559263221,0.0021908390025413595,1.0965558812625729,1.0938892898580441,1.0600775773112368
0.027000000000000017,0.0,0.9555233631476467,0.0,0.9555233631476467,0.00219009328315788,1.0961749174371085,1.0934451605097808,1.0600354050279144
0.028000000000000018,0.0,0.9555240626634026,0.0,0.9555240626634026,0.0021893584755184516,1.0957971120701024,1.0930328914112621,1.0599963929698786
0.02900000000000002,0.0,0.9555247549922871,0.0,0.9555247549922871,0.002188633670876882,1.0954230445886377,1.0926450036338176,1.0599597949240769
0.03000000000000002,0.0,0.9555254405298125,0.0,0.9555254405298125,0.0021879180710409588,1.0950530101313343,1.0922756971380776,1.059925032169543
0.03100000000000002,0.0,0.9555261195765945,0.0,0.9555261195765945,0.0021872109919525103,1.094687116076132,1.0919205361177593,1.0598916621029129
0.03200000000000002,0.0,0.9555267923611518,0.0,0.9555267923611518,0.0021865118582348633,1.0943253510028628,1.091576174823054,1.0598593508942091
0.03300000000000002,0.0,0.9555274590579876,0.0,0.9555274590579876,0.0021858201928234705,1.093967632948439,1.0912401251107133,1.0598278503000942
0.03400000000000002,0.0,0.9555281198017164,0.0,0.9555281198017164,0.0021851356044105988,1.0936138423426698,1.0909105637354823,1.0597969784385135
0.035000000000000024,0.0,0.9555287746979414,0.0,0.9555287746979414,0.0021844577744447235,1.0932638437944073,1.090586175617949,1.0597666041505143
0.036000000000000025,0.0,0.9555294238315127,0.0,0.9555294238315127,0.002183786444731527,1.092917499907781,1.0902660285201624,1.0597366344944006
0.037000000000000026,0.0,0.955530067272705,0.0,0.955530067272705,0.0021831214062087434,1.0925746795179223,1.0899494743857265,1.0597070048996373
0.03800000000000003,0.0,0.9555307050817697,0.0,0.9555307050817697,0.0021824624891515682,1.0922352621145168,1.0896360728088623,1.059677671528415
