t,UAB
4.955,0.99887
4.96,0.99885
4.965,0.99884
4.97,0.99885
4.975,0.99881
4.98,0.99883
4.985,0.9988
4.99,0.99881
4.995,0.99878
5,0.99881
5.005,0.99878
5.01,0.99881
5.015,0.9988
5.02,0.99879
5.025,0.9988
5.03,0.9988
5.035,0.99881
5.04,0.99882
5.045,0.99882
5.05,0.99882
5.055,0.9988
5.06,0.9988
5.065,0.99878
5.07,0.99879
5.075,0.99878
5.08,0.99879
5.085,0.99876
5.09,0.99879
5.095,0.99878
5.1,0.99878
5.105,0.99881
5.11,0.99879
5.115,0.99882
5.12,0.99881
5.125,0.99885
5.13,0.99882
5.135,0.99886
5.14,0.99883
5.145,0.99883
5.15,0.99882
5.155,0.99881
5.16,0.99882
5.165,0.99878
5.17,0.99881
5.175,0.99876
5.18,0.9988
5.185,0.99879
5.19,0.99883
5.195,0.99885
5.2,0.99886
5.205,0.99891
5.21,0.99889
5.215,0.99896
5.22,0.99891
5.225,0.99899
5.23,0.99891
5.235,0.99897
5.24,0.99893
5.245,0.99895
5.25,0.99893
5.255,0.99891
5.26,0.99891
5.265,0.9989
5.27,0.99891
5.275,0.99891
5.28,0.99893
5.285,0.99891
5.29,0.99893
5.295,0.99892
5.3,0.99893
5.305,0.99893
5.31,0.99893
5.315,0.99892
5.32,0.99891
5.325,0.99887
5.33,0.99888
5.335,0.99884
5.34,0.99887
5.345,0.99881
5.35,0.99887
5.355,0.99883
5.36,0.99887
5.365,0.99886
5.37,0.99888
5.375,0.99891
5.38,0.99892
5.385,0.99899
5.39,0.99896
5.395,0.99903
5.4,0.99898
5.405,0.99903
5.41,0.99898
5.415,0.99899
5.42,0.99899
5.425,0.99896
5.43,0.99899
5.435,0.99891
5.44,0.99895
5.445,0.99886
5.45,0.99893
5.455,0.99888
5.46,0.99893
5.465,0.99893
5.47,0.99894
5.475,0.99898
5.48,0.99896
5.485,0.99904
5.49,0.99896
5.495,0.99904
5.5,0.99896
5.505,0.99901
5.51,0.99897
5.515,0.99899
5.52,0.99897
5.525,0.99894
5.53,0.99894
5.535,0.9989
5.54,0.99892
5.545,0.9989
5.55,0.99892
5.555,0.9989
5.56,0.99889
5.565,0.99888
5.57,0.99888
5.575,0.99889
5.58,0.99887
5.585,0.99889
5.59,0.99887
5.595,0.99885
5.6,0.99886
5.605,0.99879
5.61,0.99882
5.615,0.99875
5.62,0.99878
5.625,0.99875
5.63,0.99878
5.635,0.9988
5.64,0.9988
5.645,0.99885
5.65,0.99881
5.655,0.99886
5.66,0.99883
5.665,0.99888
5.67,0.99882
5.675,0.99886
5.68,0.99882
5.685,0.9988
5.69,0.9988
5.695,0.99873
5.7,0.99877
5.705,0.99867
5.71,0.99874
5.715,0.99864
5.72,0.99871
5.725,0.99861
5.73,0.9987
5.735,0.99863
5.74,0.99867
5.745,0.99867
5.75,0.9987
5.755,0.99875
5.76,0.99874
5.765,0.99881
5.77,0.99876
5.775,0.99882
5.78,0.99878
5.785,0.99881
5.79,0.99877
5.795,0.99876
5.8,0.99876
5.805,0.99873
5.81,0.99875
5.815,0.99871
5.82,0.99875
5.825,0.99873
5.83,0.99877
5.835,0.99875
5.84,0.99876
5.845,0.99875
5.85,0.99874
5.855,0.99875
5.86,0.99874
5.865,0.99874
5.87,0.99875
5.875,0.99872
5.88,0.99874
5.885,0.99869
5.89,0.99872
5.895,0.99869
5.9,0.99871
5.905,0.99871
5.91,0.99874
5.915,0.99875
5.92,0.99875
5.925,0.9988
5.93,0.99878
5.935,0.99882
5.94,0.99881
5.945,0.99884
5.95,0.99881
5.955,0.99881
5.96,0.99878
5.965,0.99874
5.97,0.99875
5.975,0.99869
5.98,0.99873
5.985,0.99865
5.99,0.99873
5.995,0.99867
6,0.99872
6.005,0.99872
6.01,0.99874
6.015,0.9988
6.02,0.99876
6.025,0.99888
6.03,0.99881
6.035,0.99892
6.04,0.99886
6.045,0.99892
6.05,0.99883
6.055,0.99884
6.06,0.99883
6.065,0.99878
6.07,0.99882
6.075,0.99874
6.08,0.99879
6.085,0.99871
6.09,0.99879
6.095,0.99875
6.1,0.99879
6.105,0.99879
6.11,0.99882
6.115,0.99885
6.12,0.99884
6.125,0.99887
6.13,0.99884
6.135,0.99886
6.14,0.99884
6.145,0.99884
6.15,0.99883
6.155,0.99883
6.16,0.99885
