t,UAB(V),UAB,delay,output
0,95.195,0.95195,-0.00195,0.95
0.000625,95.194,0.95194,-0.00195,0.94999
0.00125,95.177,0.95177,-0.00195,0.94982
0.001875,95.177,0.95177,-0.00195,0.94982
0.0025,95.177,0.95177,-0.00195,0.94982
0.003125,95.178,0.95178,-0.00195,0.94983
0.00375,95.178,0.95178,-0.00195,0.94983
0.004375,95.195,0.95195,-0.00195,0.95
0.005,95.207,0.95207,-0.00195,0.95012
0.005625,95.207,0.95207,-0.00195,0.95012
0.00625,95.208,0.95208,-0.00195,0.95013
0.006875,95.208,0.95208,-0.00195,0.95013
0.0075,95.208,0.95208,-0.00195,0.95013
0.008125,95.207,0.95207,-0.00195,0.95012
0.00875,95.207,0.95207,-0.00195,0.95012
0.009375,95.206,0.95206,-0.00195,0.95011
0.01,95.206,0.95206,-0.00195,0.95011
0.010625,95.206,0.95206,-0.00195,0.95011
0.01125,95.191,0.95191,-0.00195,0.94996
0.011875,95.191,0.95191,-0.00195,0.94996
0.0125,95.192,0.95192,-0.00195,0.94997
0.013125,95.191,0.95191,-0.00195,0.94996
0.01375,95.192,0.95192,-0.00195,0.94997
0.014375,95.192,0.95192,-0.00195,0.94997
0.015,95.171,0.95171,-0.00195,0.94976
0.015625,95.172,0.95172,-0.00195,0.94977
0.01625,95.171,0.95171,-0.00195,0.94976
0.016875,95.172,0.95172,-0.00195,0.94977
0.0175,95.172,0.95172,-0.00195,0.94977
0.018125,95.171,0.95171,-0.00195,0.94976
0.01875,95.171,0.95171,-0.00195,0.94976
0.019375,95.17,0.9517,-0.00195,0.94975
0.02,95.17,0.9517,-0.00195,0.94975
0.020625,95.169,0.95169,-0.00195,0.94974
0.02125,95.179,0.95179,-0.00195,0.94984
0.021875,95.178,0.95178,-0.00195,0.94983
0.0225,95.178,0.95178,-0.00195,0.94983
0.023125,95.178,0.95178,-0.00195,0.94983
0.02375,95.179,0.95179,-0.00195,0.94984
0.024375,95.169,0.95169,-0.00195,0.94974
0.025,95.152,0.95152,-0.00195,0.94957
0.025625,95.152,0.95152,-0.00195,0.94957
0.02625,95.151,0.95151,-0.00195,0.94956
0.026875,95.152,0.95152,-0.00195,0.94957
0.0275,95.151,0.95151,-0.00195,0.94956
0.028125,95.151,0.95151,-0.00195,0.94956
0.02875,95.15,0.9515,-0.00195,0.94955
0.029375,95.15,0.9515,-0.00195,0.94955
0.03,95.149,0.95149,-0.00195,0.94954
0.030625,95.148,0.95148,-0.00195,0.94953
0.03125,95.155,0.95155,-0.00195,0.9496
0.031875,95.154,0.95154,-0.00195,0.94959
0.0325,95.154,0.95154,-0.00195,0.94959
0.033125,95.155,0.95155,-0.00195,0.9496
0.03375,95.155,0.95155,-0.00195,0.9496
0.034375,95.16,0.9516,-0.00195,0.94965
0.035,95.18,0.9518,-0.00195,0.94985
0.035625,95.179,0.95179,-0.00195,0.94984
0.03625,95.18,0.9518,-0.00195,0.94985
0.036875,95.179,0.95179,-0.00195,0.94984
0.0375,95.179,0.95179,-0.00195,0.94984
0.038125,95.179,0.95179,-0.00195,0.94984
0.03875,95.178,0.95178,-0.00195,0.94983
0.039375,95.178,0.95178,-0.00195,0.94983
0.04,95.177,0.95177,-0.00195,0.94982
0.040625,95.177,0.95177,-0.00195,0.94982
0.04125,95.165,0.95165,-0.00195,0.9497
0.041875,95.165,0.95165,-0.00195,0.9497
0.0425,95.166,0.95166,-0.00195,0.94971
0.043125,95.166,0.95166,-0.00195,0.94971
0.04375,95.166,0.95166,-0.00195,0.94971
0.044375,95.179,0.95179,-0.00195,0.94984
0.045,95.195,0.95195,-0.00195,0.95
0.045625,95.196,0.95196,-0.00195,0.95001
0.04625,95.197,0.95197,-0.00195,0.95002
0.046875,95.197,0.95197,-0.00195,0.95002
0.0475,95.197,0.95197,-0.00195,0.95002
0.048125,95.195,0.95195,-0.00195,0.95
0.04875,95.195,0.95195,-0.00195,0.95
0.049375,95.195,0.95195,-0.00195,0.95
0.05,95.194,0.95194,-0.00195,0.94999
0.050625,95.194,0.95194,-0.00195,0.94999
0.05125,95.184,0.95184,-0.00195,0.94989
0.051875,95.185,0.95185,-0.00195,0.9499
0.0525,95.186,0.95186,-0.00195,0.94991
0.053125,95.185,0.95185,-0.00195,0.9499
0.05375,95.187,0.95187,-0.00195,0.94992
0.054375,95.189,0.95189,-0.00195,0.94994
0.055,95.162,0.95162,-0.00195,0.94967
0.055625,95.164,0.95164,-0.00195,0.94969
0.05625,95.164,0.95164,-0.00195,0.94969
0.056875,95.164,0.95164,-0.00195,0.94969
0.0575,95.164,0.95164,-0.00195,0.94969
0.058125,95.164,0.95164,-0.00195,0.94969
0.05875,95.163,0.95163,-0.00195,0.94968
0.059375,95.163,0.95163,-0.00195,0.94968
0.06,95.162,0.95162,-0.00195,0.94967
0.060625,95.162,0.95162,-0.00195,0.94967
0.06125,95.175,0.95175,-0.00195,0.9498
0.061875,95.176,0.95176,-0.00195,0.94981
0.0625,95.175,0.95175,-0.00195,0.9498
0.063125,95.176,0.95176,-0.00195,0.94981
0.06375,95.177,0.95177,-0.00195,0.94982
0.064375,95.173,0.95173,-0.00195,0.94978
0.065,95.15,0.9515,-0.00195,0.94955
0.065625,95.15,0.9515,-0.00195,0.94955
0.06625,95.149,0.95149,-0.00195,0.94954
0.066875,95.15,0.9515,-0.00195,0.94955
0.0675,95.149,0.95149,-0.00195,0.94954
0.068125,95.149,0.95149,-0.00195,0.94954
0.06875,95.148,0.95148,-0.00195,0.94953
0.069375,95.148,0.95148,-0.00195,0.94953
0.07,95.147,0.95147,-0.00195,0.94952
0.070625,95.147,0.95147,-0.00195,0.94952
0.07125,95.158,0.95158,-0.00195,0.94963
0.071875,95.158,0.95158,-0.00195,0.94963
0.0725,95.157,0.95157,-0.00195,0.94962
0.073125,95.159,0.95159,-0.00195,0.94964
0.07375,95.158,0.95158,-0.00195,0.94963
0.074375,95.158,0.95158,-0.00195,0.94963
0.075,95.185,0.95185,-0.00195,0.9499
0.075625,95.185,0.95185,-0.00195,0.9499
0.07625,95.185,0.95185,-0.00195,0.9499
0.076875,95.184,0.95184,-0.00195,0.94989
0.0775,95.184,0.95184,-0.00195,0.94989
0.078125,95.184,0.95184,-0.00195,0.94989
0.07875,95.183,0.95183,-0.00195,0.94988
0.079375,95.183,0.95183,-0.00195,0.94988
0.08,95.183,0.95183,-0.00195,0.94988
0.080625,95.182,0.95182,-0.00195,0.94987
0.08125,95.168,0.95168,-0.00195,0.94973
0.081875,95.167,0.95167,-0.00195,0.94972
0.0825,95.168,0.95168,-0.00195,0.94973
0.083125,95.168,0.95168,-0.00195,0.94973
0.08375,95.168,0.95168,-0.00195,0.94973
0.084375,95.17,0.9517,-0.00195,0.94975
0.085,95.196,0.95196,-0.00195,0.95001
0.085625,95.196,0.95196,-0.00195,0.95001
0.08625,95.197,0.95197,-0.00195,0.95002
0.086875,95.197,0.95197,-0.00195,0.95002
0.0875,95.197,0.95197,-0.00195,0.95002
0.088125,95.196,0.95196,-0.00195,0.95001
0.08875,95.195,0.95195,-0.00195,0.95
0.089375,95.195,0.95195,-0.00195,0.95
0.09,95.195,0.95195,-0.00195,0.95
0.090625,95.195,0.95195,-0.00195,0.95
0.09125,95.182,0.95182,-0.00195,0.94987
0.091875,95.181,0.95181,-0.00195,0.94986
0.0925,95.181,0.95181,-0.00195,0.94986
0.093125,95.182,0.95182,-0.00195,0.94987
0.09375,95.183,0.95183,-0.00195,0.94988
0.094375,95.183,0.95183,-0.00195,0.94988
0.095,95.157,0.95157,-0.00195,0.94962
0.095625,95.158,0.95158,-0.00195,0.94963
0.09625,95.158,0.95158,-0.00195,0.94963
0.096875,95.158,0.95158,-0.00195,0.94963
0.0975,95.158,0.95158,-0.00195,0.94963
0.098125,95.157,0.95157,-0.00195,0.94962
0.09875,95.157,0.95157,-0.00195,0.94962
0.099375,95.156,0.95156,-0.00195,0.94961
0.1,95.156,0.95156,-0.00195,0.94961
0.100625,95.155,0.95155,-0.00195,0.9496
0.10125,95.16,0.9516,-0.00195,0.94965
0.101875,95.172,0.95172,-0.00195,0.94977
0.1025,95.172,0.95172,-0.00195,0.94977
0.103125,95.172,0.95172,-0.00195,0.94977
0.10375,95.173,0.95173,-0.00195,0.94978
0.104375,95.173,0.95173,-0.00195,0.94978
0.105,95.149,0.95149,-0.00195,0.94954
0.105625,95.149,0.95149,-0.00195,0.94954
0.10625,95.149,0.95149,-0.00195,0.94954
0.106875,95.149,0.95149,-0.00195,0.94954
0.1075,95.148,0.95148,-0.00195,0.94953
0.108125,95.148,0.95148,-0.00195,0.94953
0.10875,95.147,0.95147,-0.00195,0.94952
0.109375,95.147,0.95147,-0.00195,0.94952
0.11,95.146,0.95146,-0.00195,0.94951
0.110625,95.146,0.95146,-0.00195,0.94951
0.11125,95.15,0.9515,-0.00195,0.94955
0.111875,95.163,0.95163,-0.00195,0.94968
0.1125,95.162,0.95162,-0.00195,0.94967
0.113125,95.163,0.95163,-0.00195,0.94968
0.11375,95.162,0.95162,-0.00195,0.94967
0.114375,95.163,0.95163,-0.00195,0.94968
0.115,95.19,0.9519,-0.00195,0.94995
0.115625,95.191,0.95191,-0.00195,0.94996
0.11625,95.191,0.95191,-0.00195,0.94996
0.116875,95.191,0.95191,-0.00195,0.94996
0.1175,95.191,0.95191,-0.00195,0.94996
0.118125,95.19,0.9519,-0.00195,0.94995
0.11875,95.19,0.9519,-0.00195,0.94995
0.119375,95.189,0.95189,-0.00195,0.94994
0.12,95.189,0.95189,-0.00195,0.94994
0.120625,95.189,0.95189,-0.00195,0.94994
0.12125,95.186,0.95186,-0.00195,0.94991
0.121875,95.168,0.95168,-0.00195,0.94973
0.1225,95.17,0.9517,-0.00195,0.94975
0.123125,95.17,0.9517,-0.00195,0.94975
0.12375,95.171,0.95171,-0.00195,0.94976
0.124375,95.171,0.95171,-0.00195,0.94976
0.125,95.195,0.95195,-0.00195,0.95
0.125625,95.197,0.95197,-0.00195,0.95002
0.12625,95.197,0.95197,-0.00195,0.95002
0.126875,95.197,0.95197,-0.00195,0.95002
0.1275,95.197,0.95197,-0.00195,0.95002
0.128125,95.197,0.95197,-0.00195,0.95002
0.12875,95.196,0.95196,-0.00195,0.95001
0.129375,95.195,0.95195,-0.00195,0.95
0.13,95.195,0.95195,-0.00195,0.95
0.130625,95.195,0.95195,-0.00195,0.95
0.13125,95.192,0.95192,-0.00195,0.94997
0.131875,95.175,0.95175,-0.00195,0.9498
0.1325,95.176,0.95176,-0.00195,0.94981
0.133125,95.176,0.95176,-0.00195,0.94981
0.13375,95.177,0.95177,-0.00195,0.94982
0.134375,95.178,0.95178,-0.00195,0.94983
0.135,95.151,0.95151,-0.00195,0.94956
0.135625,95.151,0.95151,-0.00195,0.94956
0.13625,95.151,0.95151,-0.00195,0.94956
0.136875,95.152,0.95152,-0.00195,0.94957
0.1375,95.152,0.95152,-0.00195,0.94957
0.138125,95.152,0.95152,-0.00195,0.94957
0.13875,95.151,0.95151,-0.00195,0.94956
0.139375,95.15,0.9515,-0.00195,0.94955
0.14,95.15,0.9515,-0.00195,0.94955
0.140625,95.149,0.95149,-0.00195,0.94954
0.14125,95.155,0.95155,-0.00195,0.9496
0.141875,95.172,0.95172,-0.00195,0.94977
0.1425,95.171,0.95171,-0.00195,0.94976
0.143125,95.171,0.95171,-0.00195,0.94976
0.14375,95.171,0.95171,-0.00195,0.94976
0.144375,95.171,0.95171,-0.00195,0.94976
0.145,95.15,0.9515,-0.00195,0.94955
0.145625,95.15,0.9515,-0.00195,0.94955
0.14625,95.15,0.9515,-0.00195,0.94955
0.146875,95.151,0.95151,-0.00195,0.94956
0.1475,95.15,0.9515,-0.00195,0.94955
0.148125,95.15,0.9515,-0.00195,0.94955
0.14875,95.149,0.95149,-0.00195,0.94954
0.149375,95.149,0.95149,-0.00195,0.94954
0.15,95.148,0.95148,-0.00195,0.94953
0.150625,95.147,0.95147,-0.00195,0.94952
0.15125,95.153,0.95153,-0.00195,0.94958
0.151875,95.17,0.9517,-0.00195,0.94975
0.1525,95.17,0.9517,-0.00195,0.94975
0.153125,95.171,0.95171,-0.00195,0.94976
0.15375,95.17,0.9517,-0.00195,0.94975
0.154375,95.171,0.95171,-0.00195,0.94976
0.155,95.199,0.95199,-0.00195,0.95004
0.155625,95.199,0.95199,-0.00195,0.95004
0.15625,95.199,0.95199,-0.00195,0.95004
0.156875,95.199,0.95199,-0.00195,0.95004
0.1575,95.198,0.95198,-0.00195,0.95003
0.158125,95.198,0.95198,-0.00195,0.95003
0.15875,95.198,0.95198,-0.00195,0.95003
0.159375,95.197,0.95197,-0.00195,0.95002
0.16,95.197,0.95197,-0.00195,0.95002
0.160625,95.197,0.95197,-0.00195,0.95002
0.16125,95.197,0.95197,-0.00195,0.95002
0.161875,95.171,0.95171,-0.00195,0.94976
0.1625,95.172,0.95172,-0.00195,0.94977
0.163125,95.173,0.95173,-0.00195,0.94978
0.16375,95.174,0.95174,-0.00195,0.94979
0.164375,95.175,0.95175,-0.00195,0.9498
0.165,95.193,0.95193,-0.00195,0.94998
0.165625,95.195,0.95195,-0.00195,0.95
0.16625,95.195,0.95195,-0.00195,0.95
0.166875,95.195,0.95195,-0.00195,0.95
0.1675,95.195,0.95195,-0.00195,0.95
0.168125,95.195,0.95195,-0.00195,0.95
0.16875,95.194,0.95194,-0.00195,0.94999
0.169375,95.193,0.95193,-0.00195,0.94998
0.17,95.193,0.95193,-0.00195,0.94998
0.170625,95.194,0.95194,-0.00195,0.94999
0.17125,95.194,0.95194,-0.00195,0.94999
0.171875,95.169,0.95169,-0.00195,0.94974
0.1725,95.17,0.9517,-0.00195,0.94975
0.173125,95.17,0.9517,-0.00195,0.94975
0.17375,95.172,0.95172,-0.00195,0.94977
0.174375,95.172,0.95172,-0.00195,0.94977
0.175,95.146,0.95146,-0.00195,0.94951
0.175625,95.146,0.95146,-0.00195,0.94951
0.17625,95.146,0.95146,-0.00195,0.94951
0.176875,95.146,0.95146,-0.00195,0.94951
0.1775,95.146,0.95146,-0.00195,0.94951
0.178125,95.145,0.95145,-0.00195,0.9495
0.17875,95.145,0.95145,-0.00195,0.9495
0.179375,95.144,0.95144,-0.00195,0.94949
0.18,95.144,0.95144,-0.00195,0.94949
0.180625,95.144,0.95144,-0.00195,0.94949
0.18125,95.143,0.95143,-0.00195,0.94948
0.181875,95.172,0.95172,-0.00195,0.94977
0.1825,95.171,0.95171,-0.00195,0.94976
0.183125,95.172,0.95172,-0.00195,0.94977
0.18375,95.172,0.95172,-0.00195,0.94977
0.184375,95.173,0.95173,-0.00195,0.94978
0.185,95.158,0.95158,-0.00195,0.94963
0.185625,95.157,0.95157,-0.00195,0.94962
0.18625,95.157,0.95157,-0.00195,0.94962
0.186875,95.157,0.95157,-0.00195,0.94962
0.1875,95.156,0.95156,-0.00195,0.94961
0.188125,95.156,0.95156,-0.00195,0.94961
0.18875,95.156,0.95156,-0.00195,0.94961
0.189375,95.155,0.95155,-0.00195,0.9496
0.19,95.155,0.95155,-0.00195,0.9496
0.190625,95.155,0.95155,-0.00195,0.9496
0.19125,95.154,0.95154,-0.00195,0.94959
0.191875,95.182,0.95182,-0.00195,0.94987
0.1925,95.182,0.95182,-0.00195,0.94987
0.193125,95.183,0.95183,-0.00195,0.94988
0.19375,95.183,0.95183,-0.00195,0.94988
0.194375,95.184,0.95184,-0.00195,0.94989
0.195,95.209,0.95209,-0.00195,0.95014
0.195625,95.21,0.9521,-0.00195,0.95015
0.19625,95.21,0.9521,-0.00195,0.95015
0.196875,95.209,0.95209,-0.00195,0.95014
0.1975,95.208,0.95208,-0.00195,0.95013
0.198125,95.208,0.95208,-0.00195,0.95013
0.19875,95.208,0.95208,-0.00195,0.95013
0.199375,95.207,0.95207,-0.00195,0.95012
0.2,95.207,0.95207,-0.00195,0.95012
0.200625,95.208,0.95208,-0.00195,0.95013
0.20125,95.209,0.95209,-0.00195,0.95014
0.201875,95.182,0.95182,-0.00195,0.94987
0.2025,95.184,0.95184,-0.00195,0.94989
0.203125,95.184,0.95184,-0.00195,0.94989
0.20375,95.186,0.95186,-0.00195,0.94991
0.204375,95.186,0.95186,-0.00195,0.94991
0.205,95.198,0.95198,-0.00195,0.95003
0.205625,95.2,0.952,-0.00195,0.95005
0.20625,95.199,0.95199,-0.00195,0.95004
0.206875,95.198,0.95198,-0.00195,0.95003
0.2075,95.198,0.95198,-0.00195,0.95003
0.208125,95.197,0.95197,-0.00195,0.95002
0.20875,95.197,0.95197,-0.00195,0.95002
0.209375,95.197,0.95197,-0.00195,0.95002
0.21,95.197,0.95197,-0.00195,0.95002
0.210625,95.197,0.95197,-0.00195,0.95002
0.21125,95.197,0.95197,-0.00195,0.95002
0.211875,95.17,0.9517,-0.00195,0.94975
0.2125,95.17,0.9517,-0.00195,0.94975
0.213125,95.171,0.95171,-0.00195,0.94976
0.21375,95.173,0.95173,-0.00195,0.94978
0.214375,95.173,0.95173,-0.00195,0.94978
0.215,95.149,0.95149,-0.00195,0.94954
0.215625,95.147,0.95147,-0.00195,0.94952
0.21625,95.147,0.95147,-0.00195,0.94952
0.216875,95.147,0.95147,-0.00195,0.94952
0.2175,95.146,0.95146,-0.00195,0.94951
0.218125,95.146,0.95146,-0.00195,0.94951
0.21875,95.145,0.95145,-0.00195,0.9495
0.219375,95.145,0.95145,-0.00195,0.9495
0.22,95.145,0.95145,-0.00195,0.9495
0.220625,95.144,0.95144,-0.00195,0.94949
0.22125,95.144,0.95144,-0.00195,0.94949
0.221875,95.17,0.9517,-0.00195,0.94975
0.2225,95.17,0.9517,-0.00195,0.94975
0.223125,95.17,0.9517,-0.00195,0.94975
0.22375,95.169,0.95169,-0.00195,0.94974
0.224375,95.17,0.9517,-0.00195,0.94975
0.225,95.172,0.95172,-0.00195,0.94977
0.225625,95.17,0.9517,-0.00195,0.94975
0.22625,95.17,0.9517,-0.00195,0.94975
0.226875,95.17,0.9517,-0.00195,0.94975
0.2275,95.169,0.95169,-0.00195,0.94974
0.228125,95.169,0.95169,-0.00195,0.94974
0.22875,95.169,0.95169,-0.00195,0.94974
0.229375,95.168,0.95168,-0.00195,0.94973
0.23,95.168,0.95168,-0.00195,0.94973
0.230625,95.168,0.95168,-0.00195,0.94973
0.23125,95.168,0.95168,-0.00195,0.94973
0.231875,95.196,0.95196,-0.00195,0.95001
0.2325,95.197,0.95197,-0.00195,0.95002
0.233125,95.197,0.95197,-0.00195,0.95002
0.23375,95.196,0.95196,-0.00195,0.95001
0.234375,95.197,0.95197,-0.00195,0.95002
0.235,95.22,0.9522,-0.00195,0.95025
0.235625,95.222,0.95222,-0.00195,0.95027
0.23625,95.223,0.95223,-0.00195,0.95028
0.236875,95.222,0.95222,-0.00195,0.95027
0.2375,95.222,0.95222,-0.00195,0.95027
0.238125,95.221,0.95221,-0.00195,0.95026
0.23875,95.221,0.95221,-0.00195,0.95026
0.239375,95.22,0.9522,-0.00195,0.95025
0.24,95.22,0.9522,-0.00195,0.95025
0.240625,95.22,0.9522,-0.00195,0.95025
0.24125,95.22,0.9522,-0.00195,0.95025
0.241875,95.193,0.95193,-0.00195,0.94998
0.2425,95.194,0.95194,-0.00195,0.94999
0.243125,95.194,0.95194,-0.00195,0.94999
0.24375,95.196,0.95196,-0.00195,0.95001
0.244375,95.196,0.95196,-0.00195,0.95001
0.245,95.192,0.95192,-0.00195,0.94997
0.245625,95.192,0.95192,-0.00195,0.94997
0.24625,95.192,0.95192,-0.00195,0.94997
0.246875,95.192,0.95192,-0.00195,0.94997
0.2475,95.191,0.95191,-0.00195,0.94996
0.248125,95.191,0.95191,-0.00195,0.94996
0.24875,95.191,0.95191,-0.00195,0.94996
0.249375,95.19,0.9519,-0.00195,0.94995
0.25,95.19,0.9519,-0.00195,0.94995
0.250625,95.19,0.9519,-0.00195,0.94995
0.25125,95.19,0.9519,-0.00195,0.94995
0.251875,95.161,0.95161,-0.00195,0.94966
0.2525,95.161,0.95161,-0.00195,0.94966
0.253125,95.161,0.95161,-0.00195,0.94966
0.25375,95.162,0.95162,-0.00195,0.94967
0.254375,95.162,0.95162,-0.00195,0.94967
0.255,95.142,0.95142,-0.00195,0.94947
0.255625,95.138,0.95138,-0.00195,0.94943
0.25625,95.138,0.95138,-0.00195,0.94943
0.256875,95.138,0.95138,-0.00195,0.94943
0.2575,95.138,0.95138,-0.00195,0.94943
0.258125,95.138,0.95138,-0.00195,0.94943
0.25875,95.137,0.95137,-0.00195,0.94942
0.259375,95.137,0.95137,-0.00195,0.94942
0.26,95.136,0.95136,-0.00195,0.94941
0.260625,95.135,0.95135,-0.00195,0.9494
0.26125,95.135,0.95135,-0.00195,0.9494
0.261875,95.165,0.95165,-0.00195,0.9497
0.2625,95.165,0.95165,-0.00195,0.9497
0.263125,95.165,0.95165,-0.00195,0.9497
0.26375,95.164,0.95164,-0.00195,0.94969
0.264375,95.165,0.95165,-0.00195,0.9497
0.265,95.16,0.9516,-0.00195,0.94965
0.265625,95.159,0.95159,-0.00195,0.94964
0.26625,95.16,0.9516,-0.00195,0.94965
0.266875,95.16,0.9516,-0.00195,0.94965
0.2675,95.161,0.95161,-0.00195,0.94966
0.268125,95.161,0.95161,-0.00195,0.94966
0.26875,95.16,0.9516,-0.00195,0.94965
0.269375,95.159,0.95159,-0.00195,0.94964
0.27,95.159,0.95159,-0.00195,0.94964
0.270625,95.158,0.95158,-0.00195,0.94963
0.27125,95.158,0.95158,-0.00195,0.94963
0.271875,95.187,0.95187,-0.00195,0.94992
0.2725,95.188,0.95188,-0.00195,0.94993
0.273125,95.188,0.95188,-0.00195,0.94993
0.27375,95.188,0.95188,-0.00195,0.94993
0.274375,95.189,0.95189,-0.00195,0.94994
0.275,95.206,0.95206,-0.00195,0.95011
0.275625,95.212,0.95212,-0.00195,0.95017
0.27625,95.212,0.95212,-0.00195,0.95017
0.276875,95.212,0.95212,-0.00195,0.95017
0.2775,95.212,0.95212,-0.00195,0.95017
0.278125,95.212,0.95212,-0.00195,0.95017
0.27875,95.212,0.95212,-0.00195,0.95017
0.279375,95.211,0.95211,-0.00195,0.95016
0.28,95.211,0.95211,-0.00195,0.95016
0.280625,95.211,0.95211,-0.00195,0.95016
0.28125,95.21,0.9521,-0.00195,0.95015
0.281875,95.181,0.95181,-0.00195,0.94986
0.2825,95.18,0.9518,-0.00195,0.94985
0.283125,95.18,0.9518,-0.00195,0.94985
0.28375,95.182,0.95182,-0.00195,0.94987
0.284375,95.183,0.95183,-0.00195,0.94988
0.285,95.185,0.95185,-0.00195,0.9499
0.285625,95.187,0.95187,-0.00195,0.94992
0.28625,95.187,0.95187,-0.00195,0.94992
0.286875,95.188,0.95188,-0.00195,0.94993
0.2875,95.188,0.95188,-0.00195,0.94993
0.288125,95.188,0.95188,-0.00195,0.94993
0.28875,95.187,0.95187,-0.00195,0.94992
0.289375,95.186,0.95186,-0.00195,0.94991
0.29,95.186,0.95186,-0.00195,0.94991
0.290625,95.185,0.95185,-0.00195,0.9499
0.29125,95.185,0.95185,-0.00195,0.9499
0.291875,95.155,0.95155,-0.00195,0.9496
0.2925,95.154,0.95154,-0.00195,0.94959
0.293125,95.155,0.95155,-0.00195,0.9496
0.29375,95.155,0.95155,-0.00195,0.9496
0.294375,95.156,0.95156,-0.00195,0.94961
0.295,95.135,0.95135,-0.00195,0.9494
0.295625,95.136,0.95136,-0.00195,0.94941
0.29625,95.137,0.95137,-0.00195,0.94942
0.296875,95.138,0.95138,-0.00195,0.94943
0.2975,95.138,0.95138,-0.00195,0.94943
0.298125,95.138,0.95138,-0.00195,0.94943
0.29875,95.137,0.95137,-0.00195,0.94942
0.299375,95.137,0.95137,-0.00195,0.94942
0.3,95.136,0.95136,-0.00195,0.94941
0.300625,95.136,0.95136,-0.00195,0.94941
0.30125,95.136,0.95136,-0.00195,0.94941
0.301875,95.165,0.95165,-0.00195,0.9497
0.3025,95.166,0.95166,-0.00195,0.94971
0.303125,95.166,0.95166,-0.00195,0.94971
0.30375,95.165,0.95165,-0.00195,0.9497
0.304375,95.166,0.95166,-0.00195,0.94971
0.305,95.157,0.95157,-0.00195,0.94962
0.305625,95.168,0.95168,-0.00195,0.94973
0.30625,95.168,0.95168,-0.00195,0.94973
0.306875,95.168,0.95168,-0.00195,0.94973
0.3075,95.168,0.95168,-0.00195,0.94973
0.308125,95.168,0.95168,-0.00195,0.94973
0.30875,95.167,0.95167,-0.00195,0.94972
0.309375,95.167,0.95167,-0.00195,0.94972
0.31,95.166,0.95166,-0.00195,0.94971
0.310625,95.166,0.95166,-0.00195,0.94971
0.31125,95.166,0.95166,-0.00195,0.94971
0.311875,95.195,0.95195,-0.00195,0.95
0.3125,95.197,0.95197,-0.00195,0.95002
0.313125,95.196,0.95196,-0.00195,0.95001
0.31375,95.197,0.95197,-0.00195,0.95002
0.314375,95.198,0.95198,-0.00195,0.95003
0.315,95.214,0.95214,-0.00195,0.95019
0.315625,95.216,0.95216,-0.00195,0.95021
0.31625,95.214,0.95214,-0.00195,0.95019
0.316875,95.213,0.95213,-0.00195,0.95018
0.3175,95.213,0.95213,-0.00195,0.95018
0.318125,95.212,0.95212,-0.00195,0.95017
0.31875,95.212,0.95212,-0.00195,0.95017
0.319375,95.212,0.95212,-0.00195,0.95017
0.32,95.212,0.95212,-0.00195,0.95017
0.320625,95.212,0.95212,-0.00195,0.95017
0.32125,95.212,0.95212,-0.00195,0.95017
0.321875,95.186,0.95186,-0.00195,0.94991
0.3225,95.184,0.95184,-0.00195,0.94989
0.323125,95.185,0.95185,-0.00195,0.9499
0.32375,95.187,0.95187,-0.00195,0.94992
0.324375,95.187,0.95187,-0.00195,0.94992
0.325,95.196,0.95196,-0.00195,0.95001
0.325625,95.182,0.95182,-0.00195,0.94987
0.32625,95.182,0.95182,-0.00195,0.94987
0.326875,95.182,0.95182,-0.00195,0.94987
0.3275,95.181,0.95181,-0.00195,0.94986
0.328125,95.18,0.9518,-0.00195,0.94985
0.32875,95.18,0.9518,-0.00195,0.94985
0.329375,95.18,0.9518,-0.00195,0.94985
0.33,95.179,0.95179,-0.00195,0.94984
0.330625,95.179,0.95179,-0.00195,0.94984
0.33125,95.18,0.9518,-0.00195,0.94985
0.331875,95.154,0.95154,-0.00195,0.94959
0.3325,95.153,0.95153,-0.00195,0.94958
0.333125,95.154,0.95154,-0.00195,0.94959
0.33375,95.155,0.95155,-0.00195,0.9496
0.334375,95.156,0.95156,-0.00195,0.94961
0.335,95.146,0.95146,-0.00195,0.94951
0.335625,95.141,0.95141,-0.00195,0.94946
0.33625,95.142,0.95142,-0.00195,0.94947
0.336875,95.142,0.95142,-0.00195,0.94947
0.3375,95.142,0.95142,-0.00195,0.94947
0.338125,95.142,0.95142,-0.00195,0.94947
0.33875,95.141,0.95141,-0.00195,0.94946
0.339375,95.14,0.9514,-0.00195,0.94945
0.34,95.14,0.9514,-0.00195,0.94945
0.340625,95.14,0.9514,-0.00195,0.94945
0.34125,95.14,0.9514,-0.00195,0.94945
0.341875,95.166,0.95166,-0.00195,0.94971
0.3425,95.169,0.95169,-0.00195,0.94974
0.343125,95.17,0.9517,-0.00195,0.94975
0.34375,95.17,0.9517,-0.00195,0.94975
0.344375,95.172,0.95172,-0.00195,0.94977
0.345,95.168,0.95168,-0.00195,0.94973
0.345625,95.179,0.95179,-0.00195,0.94984
0.34625,95.178,0.95178,-0.00195,0.94983
0.346875,95.177,0.95177,-0.00195,0.94982
0.3475,95.177,0.95177,-0.00195,0.94982
0.348125,95.176,0.95176,-0.00195,0.94981
0.34875,95.177,0.95177,-0.00195,0.94982
0.349375,95.176,0.95176,-0.00195,0.94981
0.35,95.176,0.95176,-0.00195,0.94981
0.350625,95.176,0.95176,-0.00195,0.94981
0.35125,95.177,0.95177,-0.00195,0.94982
