t,UAB(V),UAB,delay,output
1.654375,100.22,1.0022,-0.00195,1.00025
1.655,100.2,1.002,-0.00195,1.00005
1.655625,100.2,1.002,-0.00195,1.00005
1.65625,100.2,1.002,-0.00195,1.00005
1.656875,100.2,1.002,-0.00195,1.00005
1.6575,100.2,1.002,-0.00195,1.00005
1.658125,100.18,1.0018,-0.00195,0.99985
1.65875,100.18,1.0018,-0.00195,0.99985
1.659375,100.18,1.0018,-0.00195,0.99985
1.66,100.18,1.0018,-0.00195,0.99985
1.660625,100.18,1.0018,-0.00195,0.99985
1.66125,100.18,1.0018,-0.00195,0.99985
1.661875,100.18,1.0018,-0.00195,0.99985
1.6625,100.18,1.0018,-0.00195,0.99985
1.663125,100.18,1.0018,-0.00195,0.99985
1.66375,100.18,1.0018,-0.00195,0.99985
1.664375,100.19,1.0019,-0.00195,0.99995
1.665,100.2,1.002,-0.00195,1.00005
1.665625,100.2,1.002,-0.00195,1.00005
1.66625,100.2,1.002,-0.00195,1.00005
1.666875,100.2,1.002,-0.00195,1.00005
1.6675,100.2,1.002,-0.00195,1.00005
1.668125,100.2,1.002,-0.00195,1.00005
1.66875,100.2,1.002,-0.00195,1.00005
1.669375,100.2,1.002,-0.00195,1.00005
1.67,100.2,1.002,-0.00195,1.00005
1.670625,100.2,1.002,-0.00195,1.00005
1.67125,100.2,1.002,-0.00195,1.00005
1.671875,100.2,1.002,-0.00195,1.00005
1.6725,100.2,1.002,-0.00195,1.00005
1.673125,100.2,1.002,-0.00195,1.00005
1.67375,100.2,1.002,-0.00195,1.00005
1.674375,100.21,1.0021,-0.00195,1.00015
1.675,100.23,1.0023,-0.00195,1.00035
1.675625,100.23,1.0023,-0.00195,1.00035
1.67625,100.23,1.0023,-0.00195,1.00035
1.676875,100.23,1.0023,-0.00195,1.00035
1.6775,100.23,1.0023,-0.00195,1.00035
1.678125,100.24,1.0024,-0.00195,1.00045
1.67875,100.24,1.0024,-0.00195,1.00045
1.679375,100.24,1.0024,-0.00195,1.00045
1.68,100.24,1.0024,-0.00195,1.00045
1.680625,100.24,1.0024,-0.00195,1.00045
1.68125,100.24,1.0024,-0.00195,1.00045
1.681875,100.24,1.0024,-0.00195,1.00045
1.6825,100.24,1.0024,-0.00195,1.00045
1.683125,100.24,1.0024,-0.00195,1.00045
1.68375,100.24,1.0024,-0.00195,1.00045
1.684375,100.24,1.0024,-0.00195,1.00045
1.685,100.22,1.0022,-0.00195,1.00025
1.685625,100.22,1.0022,-0.00195,1.00025
1.68625,100.22,1.0022,-0.00195,1.00025
1.686875,100.22,1.0022,-0.00195,1.00025
1.6875,100.22,1.0022,-0.00195,1.00025
1.688125,100.21,1.0021,-0.00195,1.00015
1.68875,100.21,1.0021,-0.00195,1.00015
1.689375,100.21,1.0021,-0.00195,1.00015
1.69,100.21,1.0021,-0.00195,1.00015
1.690625,100.21,1.0021,-0.00195,1.00015
1.69125,100.21,1.0021,-0.00195,1.00015
1.691875,100.21,1.0021,-0.00195,1.00015
1.6925,100.21,1.0021,-0.00195,1.00015
1.693125,100.21,1.0021,-0.00195,1.00015
1.69375,100.21,1.0021,-0.00195,1.00015
1.694375,100.21,1.0021,-0.00195,1.00015
1.695,100.19,1.0019,-0.00195,0.99995
1.695625,100.19,1.0019,-0.00195,0.99995
1.69625,100.19,1.0019,-0.00195,0.99995
1.696875,100.19,1.0019,-0.00195,0.99995
1.6975,100.19,1.0019,-0.00195,0.99995
1.698125,100.19,1.0019,-0.00195,0.99995
1.69875,100.18,1.0018,-0.00195,0.99985
1.699375,100.18,1.0018,-0.00195,0.99985
1.7,100.18,1.0018,-0.00195,0.99985
1.700625,100.18,1.0018,-0.00195,0.99985
1.70125,100.18,1.0018,-0.00195,0.99985
1.701875,100.18,1.0018,-0.00195,0.99985
1.7025,100.18,1.0018,-0.00195,0.99985
1.703125,100.18,1.0018,-0.00195,0.99985
1.70375,100.18,1.0018,-0.00195,0.99985
1.704375,100.18,1.0018,-0.00195,0.99985
1.705,100.2,1.002,-0.00195,1.00005
1.705625,100.2,1.002,-0.00195,1.00005
1.70625,100.2,1.002,-0.00195,1.00005
1.706875,100.2,1.002,-0.00195,1.00005
1.7075,100.2,1.002,-0.00195,1.00005
1.708125,100.22,1.0022,-0.00195,1.00025
1.70875,100.22,1.0022,-0.00195,1.00025
1.709375,100.22,1.0022,-0.00195,1.00025
1.71,100.22,1.0022,-0.00195,1.00025
1.710625,100.22,1.0022,-0.00195,1.00025
1.71125,100.22,1.0022,-0.00195,1.00025
1.711875,100.22,1.0022,-0.00195,1.00025
1.7125,100.22,1.0022,-0.00195,1.00025
1.713125,100.22,1.0022,-0.00195,1.00025
1.71375,100.22,1.0022,-0.00195,1.00025
1.714375,100.22,1.0022,-0.00195,1.00025
1.715,100.23,1.0023,-0.00195,1.00035
1.715625,100.23,1.0023,-0.00195,1.00035
1.71625,100.23,1.0023,-0.00195,1.00035
1.716875,100.23,1.0023,-0.00195,1.00035
1.7175,100.23,1.0023,-0.00195,1.00035
1.718125,100.23,1.0023,-0.00195,1.00035
1.71875,100.23,1.0023,-0.00195,1.00035
1.719375,100.23,1.0023,-0.00195,1.00035
1.72,100.23,1.0023,-0.00195,1.00035
1.720625,100.22,1.0022,-0.00195,1.00025
1.72125,100.22,1.0022,-0.00195,1.00025
1.721875,100.22,1.0022,-0.00195,1.00025
1.7225,100.22,1.0022,-0.00195,1.00025
1.723125,100.22,1.0022,-0.00195,1.00025
1.72375,100.23,1.0023,-0.00195,1.00035
1.724375,100.23,1.0023,-0.00195,1.00035
1.725,100.22,1.0022,-0.00195,1.00025
1.725625,100.22,1.0022,-0.00195,1.00025
1.72625,100.22,1.0022,-0.00195,1.00025
1.726875,100.22,1.0022,-0.00195,1.00025
1.7275,100.22,1.0022,-0.00195,1.00025
1.728125,100.2,1.002,-0.00195,1.00005
1.72875,100.2,1.002,-0.00195,1.00005
1.729375,100.2,1.002,-0.00195,1.00005
1.73,100.2,1.002,-0.00195,1.00005
1.730625,100.2,1.002,-0.00195,1.00005
1.73125,100.2,1.002,-0.00195,1.00005
1.731875,100.2,1.002,-0.00195,1.00005
1.7325,100.2,1.002,-0.00195,1.00005
1.733125,100.2,1.002,-0.00195,1.00005
1.73375,100.2,1.002,-0.00195,1.00005
1.734375,100.2,1.002,-0.00195,1.00005
1.735,100.2,1.002,-0.00195,1.00005
1.735625,100.2,1.002,-0.00195,1.00005
1.73625,100.2,1.002,-0.00195,1.00005
1.736875,100.2,1.002,-0.00195,1.00005
1.7375,100.2,1.002,-0.00195,1.00005
1.738125,100.21,1.0021,-0.00195,1.00015
1.73875,100.21,1.0021,-0.00195,1.00015
1.739375,100.21,1.0021,-0.00195,1.00015
1.74,100.21,1.0021,-0.00195,1.00015
1.740625,100.21,1.0021,-0.00195,1.00015
1.74125,100.21,1.0021,-0.00195,1.00015
1.741875,100.21,1.0021,-0.00195,1.00015
1.7425,100.21,1.0021,-0.00195,1.00015
1.743125,100.21,1.0021,-0.00195,1.00015
1.74375,100.21,1.0021,-0.00195,1.00015
1.744375,100.21,1.0021,-0.00195,1.00015
1.745,100.21,1.0021,-0.00195,1.00015
1.745625,100.21,1.0021,-0.00195,1.00015
1.74625,100.21,1.0021,-0.00195,1.00015
1.746875,100.21,1.0021,-0.00195,1.00015
1.7475,100.21,1.0021,-0.00195,1.00015
1.748125,100.23,1.0023,-0.00195,1.00035
1.74875,100.23,1.0023,-0.00195,1.00035
1.749375,100.23,1.0023,-0.00195,1.00035
1.75,100.23,1.0023,-0.00195,1.00035
1.750625,100.23,1.0023,-0.00195,1.00035
1.75125,100.23,1.0023,-0.00195,1.00035
1.751875,100.23,1.0023,-0.00195,1.00035
1.7525,100.23,1.0023,-0.00195,1.00035
1.753125,100.23,1.0023,-0.00195,1.00035
1.75375,100.23,1.0023,-0.00195,1.00035
1.754375,100.23,1.0023,-0.00195,1.00035
1.755,100.22,1.0022,-0.00195,1.00025
1.755625,100.22,1.0022,-0.00195,1.00025
1.75625,100.22,1.0022,-0.00195,1.00025
1.756875,100.22,1.0022,-0.00195,1.00025
1.7575,100.22,1.0022,-0.00195,1.00025
1.758125,100.2,1.002,-0.00195,1.00005
1.75875,100.2,1.002,-0.00195,1.00005
1.759375,100.2,1.002,-0.00195,1.00005
1.76,100.2,1.002,-0.00195,1.00005
1.760625,100.2,1.002,-0.00195,1.00005
1.76125,100.2,1.002,-0.00195,1.00005
1.761875,100.2,1.002,-0.00195,1.00005
1.7625,100.19,1.0019,-0.00195,0.99995
1.763125,100.19,1.0019,-0.00195,0.99995
1.76375,100.19,1.0019,-0.00195,0.99995
1.764375,100.19,1.0019,-0.00195,0.99995
1.765,100.21,1.0021,-0.00195,1.00015
1.765625,100.21,1.0021,-0.00195,1.00015
1.76625,100.21,1.0021,-0.00195,1.00015
1.766875,100.21,1.0021,-0.00195,1.00015
1.7675,100.21,1.0021,-0.00195,1.00015
1.768125,100.2,1.002,-0.00195,1.00005
1.76875,100.19,1.0019,-0.00195,0.99995
1.769375,100.19,1.0019,-0.00195,0.99995
1.77,100.19,1.0019,-0.00195,0.99995
1.770625,100.19,1.0019,-0.00195,0.99995
1.77125,100.19,1.0019,-0.00195,0.99995
1.771875,100.19,1.0019,-0.00195,0.99995
1.7725,100.19,1.0019,-0.00195,0.99995
1.773125,100.19,1.0019,-0.00195,0.99995
1.77375,100.19,1.0019,-0.00195,0.99995
1.774375,100.19,1.0019,-0.00195,0.99995
1.775,100.21,1.0021,-0.00195,1.00015
1.775625,100.21,1.0021,-0.00195,1.00015
1.77625,100.21,1.0021,-0.00195,1.00015
1.776875,100.21,1.0021,-0.00195,1.00015
1.7775,100.21,1.0021,-0.00195,1.00015
1.778125,100.23,1.0023,-0.00195,1.00035
1.77875,100.24,1.0024,-0.00195,1.00045
1.779375,100.24,1.0024,-0.00195,1.00045
1.78,100.24,1.0024,-0.00195,1.00045
1.780625,100.24,1.0024,-0.00195,1.00045
1.78125,100.24,1.0024,-0.00195,1.00045
1.781875,100.24,1.0024,-0.00195,1.00045
1.7825,100.24,1.0024,-0.00195,1.00045
1.783125,100.24,1.0024,-0.00195,1.00045
1.78375,100.24,1.0024,-0.00195,1.00045
1.784375,100.23,1.0023,-0.00195,1.00035
1.785,100.21,1.0021,-0.00195,1.00015
1.785625,100.21,1.0021,-0.00195,1.00015
1.78625,100.21,1.0021,-0.00195,1.00015
1.786875,100.21,1.0021,-0.00195,1.00015
1.7875,100.21,1.0021,-0.00195,1.00015
1.788125,100.22,1.0022,-0.00195,1.00025
1.78875,100.22,1.0022,-0.00195,1.00025
1.789375,100.22,1.0022,-0.00195,1.00025
1.79,100.22,1.0022,-0.00195,1.00025
1.790625,100.22,1.0022,-0.00195,1.00025
1.79125,100.22,1.0022,-0.00195,1.00025
1.791875,100.22,1.0022,-0.00195,1.00025
1.7925,100.22,1.0022,-0.00195,1.00025
1.793125,100.22,1.0022,-0.00195,1.00025
1.79375,100.22,1.0022,-0.00195,1.00025
1.794375,100.22,1.0022,-0.00195,1.00025
1.795,100.19,1.0019,-0.00195,0.99995
1.795625,100.19,1.0019,-0.00195,0.99995
1.79625,100.19,1.0019,-0.00195,0.99995
1.796875,100.19,1.0019,-0.00195,0.99995
1.7975,100.19,1.0019,-0.00195,0.99995
1.798125,100.17,1.0017,-0.00195,0.99975
1.79875,100.17,1.0017,-0.00195,0.99975
1.799375,100.17,1.0017,-0.00195,0.99975
1.8,100.17,1.0017,-0.00195,0.99975
1.800625,100.17,1.0017,-0.00195,0.99975
1.80125,100.17,1.0017,-0.00195,0.99975
1.801875,100.17,1.0017,-0.00195,0.99975
1.8025,100.17,1.0017,-0.00195,0.99975
1.803125,100.17,1.0017,-0.00195,0.99975
1.80375,100.17,1.0017,-0.00195,0.99975
1.804375,100.17,1.0017,-0.00195,0.99975
1.805,100.2,1.002,-0.00195,1.00005
1.805625,100.2,1.002,-0.00195,1.00005
1.80625,100.2,1.002,-0.00195,1.00005
1.806875,100.2,1.002,-0.00195,1.00005
1.8075,100.2,1.002,-0.00195,1.00005
1.808125,100.19,1.0019,-0.00195,0.99995
1.80875,100.2,1.002,-0.00195,1.00005
1.809375,100.2,1.002,-0.00195,1.00005
1.81,100.2,1.002,-0.00195,1.00005
1.810625,100.2,1.002,-0.00195,1.00005
1.81125,100.2,1.002,-0.00195,1.00005
1.811875,100.2,1.002,-0.00195,1.00005
1.8125,100.2,1.002,-0.00195,1.00005
1.813125,100.2,1.002,-0.00195,1.00005
1.81375,100.2,1.002,-0.00195,1.00005
1.814375,100.2,1.002,-0.00195,1.00005
1.815,100.23,1.0023,-0.00195,1.00035
1.815625,100.23,1.0023,-0.00195,1.00035
1.81625,100.23,1.0023,-0.00195,1.00035
1.816875,100.23,1.0023,-0.00195,1.00035
1.8175,100.23,1.0023,-0.00195,1.00035
1.818125,100.25,1.0025,-0.00195,1.00055
1.81875,100.24,1.0024,-0.00195,1.00045
1.819375,100.24,1.0024,-0.00195,1.00045
1.82,100.24,1.0024,-0.00195,1.00045
1.820625,100.24,1.0024,-0.00195,1.00045
1.82125,100.24,1.0024,-0.00195,1.00045
1.821875,100.24,1.0024,-0.00195,1.00045
1.8225,100.24,1.0024,-0.00195,1.00045
1.823125,100.24,1.0024,-0.00195,1.00045
1.82375,100.24,1.0024,-0.00195,1.00045
1.824375,100.24,1.0024,-0.00195,1.00045
1.825,100.22,1.0022,-0.00195,1.00025
1.825625,100.22,1.0022,-0.00195,1.00025
1.82625,100.22,1.0022,-0.00195,1.00025
1.826875,100.22,1.0022,-0.00195,1.00025
1.8275,100.22,1.0022,-0.00195,1.00025
1.828125,100.22,1.0022,-0.00195,1.00025
1.82875,100.21,1.0021,-0.00195,1.00015
1.829375,100.21,1.0021,-0.00195,1.00015
1.83,100.21,1.0021,-0.00195,1.00015
1.830625,100.21,1.0021,-0.00195,1.00015
1.83125,100.21,1.0021,-0.00195,1.00015
1.831875,100.2,1.002,-0.00195,1.00005
1.8325,100.2,1.002,-0.00195,1.00005
1.833125,100.2,1.002,-0.00195,1.00005
1.83375,100.2,1.002,-0.00195,1.00005
1.834375,100.2,1.002,-0.00195,1.00005
1.835,100.18,1.0018,-0.00195,0.99985
1.835625,100.18,1.0018,-0.00195,0.99985
1.83625,100.18,1.0018,-0.00195,0.99985
1.836875,100.18,1.0018,-0.00195,0.99985
1.8375,100.18,1.0018,-0.00195,0.99985
1.838125,100.17,1.0017,-0.00195,0.99975
1.83875,100.18,1.0018,-0.00195,0.99985
1.839375,100.18,1.0018,-0.00195,0.99985
1.84,100.18,1.0018,-0.00195,0.99985
1.840625,100.18,1.0018,-0.00195,0.99985
1.84125,100.18,1.0018,-0.00195,0.99985
1.841875,100.18,1.0018,-0.00195,0.99985
1.8425,100.18,1.0018,-0.00195,0.99985
1.843125,100.18,1.0018,-0.00195,0.99985
1.84375,100.18,1.0018,-0.00195,0.99985
1.844375,100.18,1.0018,-0.00195,0.99985
1.845,100.19,1.0019,-0.00195,0.99995
1.845625,100.19,1.0019,-0.00195,0.99995
1.84625,100.19,1.0019,-0.00195,0.99995
1.846875,100.19,1.0019,-0.00195,0.99995
1.8475,100.19,1.0019,-0.00195,0.99995
1.848125,100.2,1.002,-0.00195,1.00005
1.84875,100.21,1.0021,-0.00195,1.00015
1.849375,100.21,1.0021,-0.00195,1.00015
1.85,100.21,1.0021,-0.00195,1.00015
1.850625,100.21,1.0021,-0.00195,1.00015
1.85125,100.21,1.0021,-0.00195,1.00015
1.851875,100.21,1.0021,-0.00195,1.00015
1.8525,100.21,1.0021,-0.00195,1.00015
1.853125,100.21,1.0021,-0.00195,1.00015
1.85375,100.21,1.0021,-0.00195,1.00015
1.854375,100.21,1.0021,-0.00195,1.00015
1.855,100.22,1.0022,-0.00195,1.00025
1.855625,100.22,1.0022,-0.00195,1.00025
1.85625,100.22,1.0022,-0.00195,1.00025
1.856875,100.23,1.0023,-0.00195,1.00035
1.8575,100.23,1.0023,-0.00195,1.00035
1.858125,100.24,1.0024,-0.00195,1.00045
1.85875,100.22,1.0022,-0.00195,1.00025
1.859375,100.22,1.0022,-0.00195,1.00025
1.86,100.22,1.0022,-0.00195,1.00025
1.860625,100.22,1.0022,-0.00195,1.00025
1.86125,100.22,1.0022,-0.00195,1.00025
1.861875,100.22,1.0022,-0.00195,1.00025
1.8625,100.22,1.0022,-0.00195,1.00025
1.863125,100.22,1.0022,-0.00195,1.00025
1.86375,100.22,1.0022,-0.00195,1.00025
1.864375,100.22,1.0022,-0.00195,1.00025
1.865,100.22,1.0022,-0.00195,1.00025
1.865625,100.22,1.0022,-0.00195,1.00025
1.86625,100.22,1.0022,-0.00195,1.00025
1.866875,100.22,1.0022,-0.00195,1.00025
1.8675,100.22,1.0022,-0.00195,1.00025
1.868125,100.22,1.0022,-0.00195,1.00025
1.86875,100.19,1.0019,-0.00195,0.99995
1.869375,100.19,1.0019,-0.00195,0.99995
1.87,100.19,1.0019,-0.00195,0.99995
1.870625,100.19,1.0019,-0.00195,0.99995
1.87125,100.19,1.0019,-0.00195,0.99995
1.871875,100.19,1.0019,-0.00195,0.99995
1.8725,100.19,1.0019,-0.00195,0.99995
1.873125,100.19,1.0019,-0.00195,0.99995
1.87375,100.19,1.0019,-0.00195,0.99995
1.874375,100.19,1.0019,-0.00195,0.99995
1.875,100.19,1.0019,-0.00195,0.99995
1.875625,100.19,1.0019,-0.00195,0.99995
1.87625,100.19,1.0019,-0.00195,0.99995
1.876875,100.19,1.0019,-0.00195,0.99995
1.8775,100.19,1.0019,-0.00195,0.99995
1.878125,100.19,1.0019,-0.00195,0.99995
1.87875,100.21,1.0021,-0.00195,1.00015
1.879375,100.21,1.0021,-0.00195,1.00015
1.88,100.21,1.0021,-0.00195,1.00015
1.880625,100.21,1.0021,-0.00195,1.00015
1.88125,100.21,1.0021,-0.00195,1.00015
1.881875,100.21,1.0021,-0.00195,1.00015
1.8825,100.21,1.0021,-0.00195,1.00015
1.883125,100.21,1.0021,-0.00195,1.00015
1.88375,100.21,1.0021,-0.00195,1.00015
1.884375,100.21,1.0021,-0.00195,1.00015
1.885,100.2,1.002,-0.00195,1.00005
1.885625,100.2,1.002,-0.00195,1.00005
1.88625,100.2,1.002,-0.00195,1.00005
1.886875,100.2,1.002,-0.00195,1.00005
1.8875,100.2,1.002,-0.00195,1.00005
1.888125,100.2,1.002,-0.00195,1.00005
1.88875,100.22,1.0022,-0.00195,1.00025
1.889375,100.22,1.0022,-0.00195,1.00025
1.89,100.22,1.0022,-0.00195,1.00025
1.890625,100.22,1.0022,-0.00195,1.00025
1.89125,100.22,1.0022,-0.00195,1.00025
1.891875,100.22,1.0022,-0.00195,1.00025
1.8925,100.22,1.0022,-0.00195,1.00025
1.893125,100.22,1.0022,-0.00195,1.00025
1.89375,100.22,1.0022,-0.00195,1.00025
1.894375,100.22,1.0022,-0.00195,1.00025
1.895,100.21,1.0021,-0.00195,1.00015
1.895625,100.21,1.0021,-0.00195,1.00015
1.89625,100.21,1.0021,-0.00195,1.00015
1.896875,100.21,1.0021,-0.00195,1.00015
1.8975,100.21,1.0021,-0.00195,1.00015
1.898125,100.21,1.0021,-0.00195,1.00015
1.89875,100.19,1.0019,-0.00195,0.99995
1.899375,100.19,1.0019,-0.00195,0.99995
1.9,100.19,1.0019,-0.00195,0.99995
1.900625,100.19,1.0019,-0.00195,0.99995
1.90125,100.19,1.0019,-0.00195,0.99995
1.901875,100.19,1.0019,-0.00195,0.99995
1.9025,100.19,1.0019,-0.00195,0.99995
1.903125,100.19,1.0019,-0.00195,0.99995
1.90375,100.19,1.0019,-0.00195,0.99995
1.904375,100.19,1.0019,-0.00195,0.99995
1.905,100.2,1.002,-0.00195,1.00005
1.905625,100.21,1.0021,-0.00195,1.00015
1.90625,100.21,1.0021,-0.00195,1.00015
1.906875,100.21,1.0021,-0.00195,1.00015
1.9075,100.21,1.0021,-0.00195,1.00015
1.908125,100.21,1.0021,-0.00195,1.00015
1.90875,100.2,1.002,-0.00195,1.00005
1.909375,100.2,1.002,-0.00195,1.00005
1.91,100.2,1.002,-0.00195,1.00005
1.910625,100.2,1.002,-0.00195,1.00005
1.91125,100.2,1.002,-0.00195,1.00005
1.911875,100.2,1.002,-0.00195,1.00005
1.9125,100.2,1.002,-0.00195,1.00005
1.913125,100.2,1.002,-0.00195,1.00005
1.91375,100.19,1.0019,-0.00195,0.99995
1.914375,100.19,1.0019,-0.00195,0.99995
1.915,100.2,1.002,-0.00195,1.00005
1.915625,100.22,1.0022,-0.00195,1.00025
1.91625,100.22,1.0022,-0.00195,1.00025
1.916875,100.22,1.0022,-0.00195,1.00025
1.9175,100.22,1.0022,-0.00195,1.00025
1.918125,100.22,1.0022,-0.00195,1.00025
1.91875,100.24,1.0024,-0.00195,1.00045
1.919375,100.24,1.0024,-0.00195,1.00045
1.92,100.24,1.0024,-0.00195,1.00045
1.920625,100.24,1.0024,-0.00195,1.00045
1.92125,100.24,1.0024,-0.00195,1.00045
1.921875,100.24,1.0024,-0.00195,1.00045
1.9225,100.24,1.0024,-0.00195,1.00045
1.923125,100.24,1.0024,-0.00195,1.00045
1.92375,100.24,1.0024,-0.00195,1.00045
1.924375,100.24,1.0024,-0.00195,1.00045
1.925,100.23,1.0023,-0.00195,1.00035
1.925625,100.21,1.0021,-0.00195,1.00015
1.92625,100.21,1.0021,-0.00195,1.00015
1.926875,100.21,1.0021,-0.00195,1.00015
1.9275,100.21,1.0021,-0.00195,1.00015
1.928125,100.22,1.0022,-0.00195,1.00025
1.92875,100.22,1.0022,-0.00195,1.00025
1.929375,100.22,1.0022,-0.00195,1.00025
1.93,100.22,1.0022,-0.00195,1.00025
1.930625,100.22,1.0022,-0.00195,1.00025
1.93125,100.22,1.0022,-0.00195,1.00025
1.931875,100.22,1.0022,-0.00195,1.00025
1.9325,100.22,1.0022,-0.00195,1.00025
1.933125,100.22,1.0022,-0.00195,1.00025
1.93375,100.21,1.0021,-0.00195,1.00015
1.934375,100.21,1.0021,-0.00195,1.00015
1.935,100.21,1.0021,-0.00195,1.00015
1.935625,100.19,1.0019,-0.00195,0.99995
1.93625,100.19,1.0019,-0.00195,0.99995
1.936875,100.19,1.0019,-0.00195,0.99995
1.9375,100.19,1.0019,-0.00195,0.99995
1.938125,100.19,1.0019,-0.00195,0.99995
1.93875,100.17,1.0017,-0.00195,0.99975
1.939375,100.17,1.0017,-0.00195,0.99975
1.94,100.17,1.0017,-0.00195,0.99975
1.940625,100.18,1.0018,-0.00195,0.99985
1.94125,100.18,1.0018,-0.00195,0.99985
1.941875,100.17,1.0017,-0.00195,0.99975
1.9425,100.17,1.0017,-0.00195,0.99975
1.943125,100.17,1.0017,-0.00195,0.99975
1.94375,100.17,1.0017,-0.00195,0.99975
1.944375,100.17,1.0017,-0.00195,0.99975
1.945,100.18,1.0018,-0.00195,0.99985
1.945625,100.19,1.0019,-0.00195,0.99995
1.94625,100.19,1.0019,-0.00195,0.99995
1.946875,100.19,1.0019,-0.00195,0.99995
1.9475,100.19,1.0019,-0.00195,0.99995
1.948125,100.19,1.0019,-0.00195,0.99995
1.94875,100.21,1.0021,-0.00195,1.00015
1.949375,100.21,1.0021,-0.00195,1.00015
1.95,100.21,1.0021,-0.00195,1.00015
1.950625,100.21,1.0021,-0.00195,1.00015
1.95125,100.21,1.0021,-0.00195,1.00015
1.951875,100.21,1.0021,-0.00195,1.00015
1.9525,100.21,1.0021,-0.00195,1.00015
1.953125,100.21,1.0021,-0.00195,1.00015
1.95375,100.2,1.002,-0.00195,1.00005
1.954375,100.2,1.002,-0.00195,1.00005
1.955,100.21,1.0021,-0.00195,1.00015
1.955625,100.23,1.0023,-0.00195,1.00035
1.95625,100.23,1.0023,-0.00195,1.00035
1.956875,100.23,1.0023,-0.00195,1.00035
1.9575,100.23,1.0023,-0.00195,1.00035
1.958125,100.23,1.0023,-0.00195,1.00035
1.95875,100.24,1.0024,-0.00195,1.00045
1.959375,100.24,1.0024,-0.00195,1.00045
1.96,100.24,1.0024,-0.00195,1.00045
1.960625,100.24,1.0024,-0.00195,1.00045
1.96125,100.24,1.0024,-0.00195,1.00045
1.961875,100.24,1.0024,-0.00195,1.00045
1.9625,100.24,1.0024,-0.00195,1.00045
1.963125,100.24,1.0024,-0.00195,1.00045
1.96375,100.24,1.0024,-0.00195,1.00045
1.964375,100.24,1.0024,-0.00195,1.00045
1.965,100.24,1.0024,-0.00195,1.00045
1.965625,100.23,1.0023,-0.00195,1.00035
1.96625,100.23,1.0023,-0.00195,1.00035
1.966875,100.23,1.0023,-0.00195,1.00035
1.9675,100.23,1.0023,-0.00195,1.00035
1.968125,100.23,1.0023,-0.00195,1.00035
1.96875,100.21,1.0021,-0.00195,1.00015
1.969375,100.21,1.0021,-0.00195,1.00015
1.97,100.21,1.0021,-0.00195,1.00015
1.970625,100.21,1.0021,-0.00195,1.00015
1.97125,100.21,1.0021,-0.00195,1.00015
1.971875,100.21,1.0021,-0.00195,1.00015
1.9725,100.21,1.0021,-0.00195,1.00015
1.973125,100.21,1.0021,-0.00195,1.00015
1.97375,100.21,1.0021,-0.00195,1.00015
1.974375,100.21,1.0021,-0.00195,1.00015
1.975,100.21,1.0021,-0.00195,1.00015
1.975625,100.19,1.0019,-0.00195,0.99995
1.97625,100.19,1.0019,-0.00195,0.99995
1.976875,100.19,1.0019,-0.00195,0.99995
1.9775,100.2,1.002,-0.00195,1.00005
1.978125,100.2,1.002,-0.00195,1.00005
1.97875,100.2,1.002,-0.00195,1.00005
1.979375,100.2,1.002,-0.00195,1.00005
1.98,100.2,1.002,-0.00195,1.00005
1.980625,100.2,1.002,-0.00195,1.00005
1.98125,100.2,1.002,-0.00195,1.00005
1.981875,100.2,1.002,-0.00195,1.00005
1.9825,100.2,1.002,-0.00195,1.00005
1.983125,100.2,1.002,-0.00195,1.00005
1.98375,100.2,1.002,-0.00195,1.00005
1.984375,100.19,1.0019,-0.00195,0.99995
1.985,100.19,1.0019,-0.00195,0.99995
1.985625,100.21,1.0021,-0.00195,1.00015
1.98625,100.21,1.0021,-0.00195,1.00015
1.986875,100.21,1.0021,-0.00195,1.00015
1.9875,100.21,1.0021,-0.00195,1.00015
1.988125,100.21,1.0021,-0.00195,1.00015
1.98875,100.23,1.0023,-0.00195,1.00035
1.989375,100.23,1.0023,-0.00195,1.00035
1.99,100.23,1.0023,-0.00195,1.00035
1.990625,100.23,1.0023,-0.00195,1.00035
1.99125,100.23,1.0023,-0.00195,1.00035
1.991875,100.23,1.0023,-0.00195,1.00035
1.9925,100.23,1.0023,-0.00195,1.00035
1.993125,100.23,1.0023,-0.00195,1.00035
1.99375,100.23,1.0023,-0.00195,1.00035
1.994375,100.23,1.0023,-0.00195,1.00035
1.995,100.23,1.0023,-0.00195,1.00035
1.995625,100.23,1.0023,-0.00195,1.00035
1.99625,100.24,1.0024,-0.00195,1.00045
1.996875,100.24,1.0024,-0.00195,1.00045
1.9975,100.24,1.0024,-0.00195,1.00045
1.998125,100.24,1.0024,-0.00195,1.00045
1.99875,100.23,1.0023,-0.00195,1.00035
1.999375,100.23,1.0023,-0.00195,1.00035
2,100.23,1.0023,-0.00195,1.00035
2.000625,100.23,1.0023,-0.00195,1.00035
2.00125,100.23,1.0023,-0.00195,1.00035
2.001875,100.22,1.0022,-0.00195,1.00025
2.0025,100.22,1.0022,-0.00195,1.00025
2.003125,100.22,1.0022,-0.00195,1.00025
2.00375,100.22,1.0022,-0.00195,1.00025
2.004375,100.22,1.0022,-0.00195,1.00025
2.005,100.22,1.0022,-0.00195,1.00025
2.005625,100.23,1.0023,-0.00195,1.00035
2.00625,100.23,1.0023,-0.00195,1.00035
2.006875,100.23,1.0023,-0.00195,1.00035
2.0075,100.23,1.0023,-0.00195,1.00035
