t,UAB(V),1,UAB
0,94.973,0.94973,0.95
0.000625,94.974,0.94974,0.95001
0.00125,94.983,0.94983,0.9501
0.001875,94.978,0.94978,0.95005
0.0025,94.982,0.94982,0.95009
0.003125,94.985,0.94985,0.95012
0.00375,94.984,0.94984,0.95011
0.004375,94.984,0.94984,0.95011
0.005,94.984,0.94984,0.95011
0.005625,94.984,0.94984,0.95011
0.00625,94.985,0.94985,0.95012
0.006875,94.993,0.94993,0.9502
0.0075,94.99,0.9499,0.95017
0.008125,94.995,0.94995,0.95022
0.00875,94.99,0.9499,0.95017
0.009375,94.988,0.94988,0.95015
0.01,94.989,0.94989,0.95016
0.010625,94.989,0.94989,0.95016
0.01125,94.988,0.94988,0.95015
0.011875,94.988,0.94988,0.95015
0.0125,94.99,0.9499,0.95017
0.013125,94.991,0.94991,0.95018
0.01375,94.991,0.94991,0.95018
0.014375,94.991,0.94991,0.95018
0.015,94.992,0.94992,0.95019
0.015625,94.992,0.94992,0.95019
0.01625,94.991,0.94991,0.95018
0.016875,94.987,0.94987,0.95014
0.0175,94.987,0.94987,0.95014
0.018125,94.986,0.94986,0.95013
0.01875,94.99,0.9499,0.95017
0.019375,94.988,0.94988,0.95015
0.02,94.991,0.94991,0.95018
0.020625,94.987,0.94987,0.95014
0.02125,94.985,0.94985,0.95012
0.021875,94.988,0.94988,0.95015
0.0225,94.985,0.94985,0.95012
0.023125,94.986,0.94986,0.95013
0.02375,94.986,0.94986,0.95013
0.024375,94.986,0.94986,0.95013
0.025,94.986,0.94986,0.95013
0.025625,94.986,0.94986,0.95013
0.02625,94.985,0.94985,0.95012
0.026875,94.977,0.94977,0.95004
0.0275,94.979,0.94979,0.95006
0.028125,94.979,0.94979,0.95006
0.02875,94.979,0.94979,0.95006
0.029375,94.983,0.94983,0.9501
0.03,94.987,0.94987,0.95014
0.030625,94.991,0.94991,0.95018
0.03125,94.988,0.94988,0.95015
0.031875,94.987,0.94987,0.95014
0.0325,94.986,0.94986,0.95013
0.033125,94.987,0.94987,0.95014
0.03375,94.986,0.94986,0.95013
0.034375,94.986,0.94986,0.95013
0.035,94.986,0.94986,0.95013
0.035625,94.986,0.94986,0.95013
0.03625,94.984,0.94984,0.95011
0.036875,94.986,0.94986,0.95013
0.0375,94.986,0.94986,0.95013
0.038125,94.986,0.94986,0.95013
0.03875,94.983,0.94983,0.9501
0.039375,94.981,0.94981,0.95008
0.04,94.985,0.94985,0.95012
0.040625,94.984,0.94984,0.95011
0.04125,94.988,0.94988,0.95015
0.041875,94.99,0.9499,0.95017
0.0425,94.991,0.94991,0.95018
0.043125,94.99,0.9499,0.95017
0.04375,94.989,0.94989,0.95016
0.044375,94.989,0.94989,0.95016
0.045,94.99,0.9499,0.95017
0.045625,94.991,0.94991,0.95018
0.04625,94.988,0.94988,0.95015
0.046875,94.986,0.94986,0.95013
0.0475,94.985,0.94985,0.95012
0.048125,94.984,0.94984,0.95011
0.04875,94.986,0.94986,0.95013
0.049375,94.983,0.94983,0.9501
0.05,94.978,0.94978,0.95005
0.050625,94.974,0.94974,0.95001
0.05125,94.97,0.9497,0.94997
0.051875,94.969,0.94969,0.94996
0.0525,94.976,0.94976,0.95003
0.053125,94.977,0.94977,0.95004
0.05375,94.977,0.94977,0.95004
0.054375,94.977,0.94977,0.95004
0.055,94.976,0.94976,0.95003
0.055625,94.979,0.94979,0.95006
0.05625,94.98,0.9498,0.95007
0.056875,94.981,0.94981,0.95008
0.0575,94.981,0.94981,0.95008
0.058125,94.983,0.94983,0.9501
0.05875,94.988,0.94988,0.95015
0.059375,94.988,0.94988,0.95015
0.06,94.985,0.94985,0.95012
0.060625,94.986,0.94986,0.95013
0.06125,94.984,0.94984,0.95011
0.061875,94.986,0.94986,0.95013
0.0625,94.981,0.94981,0.95008
0.063125,94.982,0.94982,0.95009
0.06375,94.983,0.94983,0.9501
0.064375,94.982,0.94982,0.95009
0.065,94.982,0.94982,0.95009
0.065625,94.982,0.94982,0.95009
0.06625,94.984,0.94984,0.95011
0.066875,94.984,0.94984,0.95011
0.0675,94.988,0.94988,0.95015
0.068125,94.993,0.94993,0.9502
0.06875,94.994,0.94994,0.95021
0.069375,94.991,0.94991,0.95018
0.07,94.991,0.94991,0.95018
0.070625,94.99,0.9499,0.95017
0.07125,94.99,0.9499,0.95017
0.071875,94.988,0.94988,0.95015
0.0725,94.978,0.94978,0.95005
0.073125,94.978,0.94978,0.95005
0.07375,94.976,0.94976,0.95003
0.074375,94.977,0.94977,0.95004
0.075,94.977,0.94977,0.95004
0.075625,94.974,0.94974,0.95001
0.07625,94.975,0.94975,0.95002
0.076875,94.974,0.94974,0.95001
0.0775,94.979,0.94979,0.95006
0.078125,94.977,0.94977,0.95004
0.07875,94.973,0.94973,0.95
0.079375,94.978,0.94978,0.95005
0.08,94.978,0.94978,0.95005
0.080625,94.982,0.94982,0.95009
0.08125,94.985,0.94985,0.95012
0.081875,94.983,0.94983,0.9501
0.0825,94.986,0.94986,0.95013
0.083125,94.985,0.94985,0.95012
0.08375,94.985,0.94985,0.95012
0.084375,94.985,0.94985,0.95012
0.085,94.985,0.94985,0.95012
0.085625,94.985,0.94985,0.95012
0.08625,94.986,0.94986,0.95013
0.086875,94.99,0.9499,0.95017
0.0875,94.986,0.94986,0.95013
0.088125,94.981,0.94981,0.95008
0.08875,94.983,0.94983,0.9501
0.089375,94.982,0.94982,0.95009
0.09,94.984,0.94984,0.95011
0.090625,94.987,0.94987,0.95014
0.09125,94.985,0.94985,0.95012
0.091875,94.984,0.94984,0.95011
0.0925,94.987,0.94987,0.95014
0.093125,94.987,0.94987,0.95014
0.09375,94.986,0.94986,0.95013
0.094375,94.987,0.94987,0.95014
0.095,94.987,0.94987,0.95014
0.095625,94.987,0.94987,0.95014
0.09625,94.987,0.94987,0.95014
0.096875,94.987,0.94987,0.95014
0.0975,94.986,0.94986,0.95013
0.098125,94.987,0.94987,0.95014
0.09875,94.987,0.94987,0.95014
0.099375,94.987,0.94987,0.95014
0.1,94.989,0.94989,0.95016
0.100625,94.988,0.94988,0.95015
0.10125,94.99,0.9499,0.95017
0.101875,94.987,0.94987,0.95014
0.1025,94.991,0.94991,0.95018
0.103125,94.99,0.9499,0.95017
0.10375,94.99,0.9499,0.95017
0.104375,94.99,0.9499,0.95017
0.105,94.99,0.9499,0.95017
0.105625,94.988,0.94988,0.95015
0.10625,94.986,0.94986,0.95013
0.106875,94.982,0.94982,0.95009
0.1075,94.988,0.94988,0.95015
0.108125,94.986,0.94986,0.95013
0.10875,94.98,0.9498,0.95007
0.109375,94.994,0.94994,0.95021
0.11,95.001,0.95001,0.95028
0.110625,94.994,0.94994,0.95021
0.11125,94.999,0.94999,0.95026
0.111875,95.002,0.95002,0.95029
0.1125,95.003,0.95003,0.9503
0.113125,94.999,0.94999,0.95026
0.11375,95,0.95,0.95027
0.114375,95,0.95,0.95027
0.115,95,0.95,0.95027
0.115625,95,0.95,0.95027
0.11625,95,0.95,0.95027
0.116875,94.999,0.94999,0.95026
0.1175,94.992,0.94992,0.95019
0.118125,94.992,0.94992,0.95019
0.11875,94.995,0.94995,0.95022
0.119375,94.995,0.94995,0.95022
0.12,94.995,0.94995,0.95022
0.120625,94.997,0.94997,0.95024
0.12125,94.995,0.94995,0.95022
0.121875,94.999,0.94999,0.95026
0.1225,94.996,0.94996,0.95023
0.123125,94.997,0.94997,0.95024
0.12375,94.998,0.94998,0.95025
0.124375,94.999,0.94999,0.95026
0.125,94.999,0.94999,0.95026
0.125625,94.999,0.94999,0.95026
0.12625,95.001,0.95001,0.95028
0.126875,95.001,0.95001,0.95028
0.1275,94.995,0.94995,0.95022
0.128125,94.996,0.94996,0.95023
0.12875,94.998,0.94998,0.95025
0.129375,94.989,0.94989,0.95016
0.13,94.982,0.94982,0.95009
0.130625,94.989,0.94989,0.95016
0.13125,94.982,0.94982,0.95009
0.131875,94.985,0.94985,0.95012
0.1325,94.99,0.9499,0.95017
0.133125,94.993,0.94993,0.9502
0.13375,94.997,0.94997,0.95024
0.134375,94.994,0.94994,0.95021
0.135,94.994,0.94994,0.95021
0.135625,94.994,0.94994,0.95021
0.13625,94.994,0.94994,0.95021
0.136875,94.994,0.94994,0.95021
0.1375,95,0.95,0.95027
0.138125,95,0.95,0.95027
0.13875,95,0.95,0.95027
0.139375,95.002,0.95002,0.95029
0.14,94.997,0.94997,0.95024
0.140625,94.998,0.94998,0.95025
0.14125,94.999,0.94999,0.95026
0.141875,94.995,0.94995,0.95022
0.1425,94.997,0.94997,0.95024
0.143125,94.997,0.94997,0.95024
0.14375,94.995,0.94995,0.95022
0.144375,94.995,0.94995,0.95022
0.145,94.995,0.94995,0.95022
0.145625,94.994,0.94994,0.95021
0.14625,94.993,0.94993,0.9502
0.146875,94.991,0.94991,0.95018
0.1475,94.996,0.94996,0.95023
0.148125,94.992,0.94992,0.95019
0.14875,94.998,0.94998,0.95025
0.149375,94.99,0.9499,0.95017
0.15,94.989,0.94989,0.95016
0.150625,94.988,0.94988,0.95015
0.15125,94.989,0.94989,0.95016
0.151875,94.983,0.94983,0.9501
0.1525,94.978,0.94978,0.95005
0.153125,94.978,0.94978,0.95005
0.15375,94.976,0.94976,0.95003
0.154375,94.977,0.94977,0.95004
0.155,94.977,0.94977,0.95004
0.155625,94.976,0.94976,0.95003
0.15625,94.977,0.94977,0.95004
0.156875,94.975,0.94975,0.95002
0.1575,94.974,0.94974,0.95001
0.158125,94.978,0.94978,0.95005
0.15875,94.979,0.94979,0.95006
0.159375,94.982,0.94982,0.95009
0.16,94.984,0.94984,0.95011
0.160625,94.98,0.9498,0.95007
0.16125,94.978,0.94978,0.95005
0.161875,94.981,0.94981,0.95008
0.1625,94.978,0.94978,0.95005
0.163125,94.977,0.94977,0.95004
0.16375,94.979,0.94979,0.95006
0.164375,94.979,0.94979,0.95006
0.165,94.978,0.94978,0.95005
0.165625,94.979,0.94979,0.95006
0.16625,94.978,0.94978,0.95005
0.166875,94.985,0.94985,0.95012
0.1675,94.979,0.94979,0.95006
0.168125,94.984,0.94984,0.95011
0.16875,94.977,0.94977,0.95004
0.169375,94.982,0.94982,0.95009
0.17,94.981,0.94981,0.95008
0.170625,94.981,0.94981,0.95008
0.17125,94.98,0.9498,0.95007
0.171875,94.985,0.94985,0.95012
0.1725,94.983,0.94983,0.9501
0.173125,94.984,0.94984,0.95011
0.17375,94.982,0.94982,0.95009
0.174375,94.982,0.94982,0.95009
0.175,94.982,0.94982,0.95009
0.175625,94.984,0.94984,0.95011
0.17625,94.982,0.94982,0.95009
0.176875,94.985,0.94985,0.95012
0.1775,94.99,0.9499,0.95017
0.178125,94.985,0.94985,0.95012
0.17875,94.984,0.94984,0.95011
0.179375,94.982,0.94982,0.95009
0.18,94.985,0.94985,0.95012
0.180625,94.985,0.94985,0.95012
0.18125,94.989,0.94989,0.95016
0.181875,94.987,0.94987,0.95014
0.1825,94.988,0.94988,0.95015
0.183125,94.988,0.94988,0.95015
0.18375,94.986,0.94986,0.95013
0.184375,94.986,0.94986,0.95013
0.185,94.987,0.94987,0.95014
0.185625,94.987,0.94987,0.95014
0.18625,94.989,0.94989,0.95016
0.186875,94.984,0.94984,0.95011
0.1875,94.985,0.94985,0.95012
0.188125,94.987,0.94987,0.95014
0.18875,94.989,0.94989,0.95016
0.189375,94.998,0.94998,0.95025
0.19,95.005,0.95005,0.95032
0.190625,95.001,0.95001,0.95028
0.19125,95.005,0.95005,0.95032
0.191875,95.005,0.95005,0.95032
0.1925,95.005,0.95005,0.95032
0.193125,95.005,0.95005,0.95032
0.19375,95.006,0.95006,0.95033
0.194375,95.008,0.95008,0.95035
0.195,95.008,0.95008,0.95035
0.195625,95.007,0.95007,0.95034
0.19625,95.006,0.95006,0.95033
0.196875,95.008,0.95008,0.95035
0.1975,95.003,0.95003,0.9503
0.198125,95.005,0.95005,0.95032
0.19875,95.002,0.95002,0.95029
0.199375,95.001,0.95001,0.95028
0.2,95.002,0.95002,0.95029
0.200625,95,0.95,0.95027
0.20125,94.996,0.94996,0.95023
0.201875,94.997,0.94997,0.95024
0.2025,94.997,0.94997,0.95024
0.203125,94.998,0.94998,0.95025
0.20375,94.998,0.94998,0.95025
0.204375,94.998,0.94998,0.95025
0.205,94.998,0.94998,0.95025
0.205625,94.997,0.94997,0.95024
0.20625,94.995,0.94995,0.95022
0.206875,94.995,0.94995,0.95022
0.2075,94.997,0.94997,0.95024
0.208125,94.995,0.94995,0.95022
0.20875,94.995,0.94995,0.95022
0.209375,94.985,0.94985,0.95012
0.21,94.979,0.94979,0.95006
0.210625,94.982,0.94982,0.95009
0.21125,94.977,0.94977,0.95004
0.211875,94.975,0.94975,0.95002
0.2125,94.98,0.9498,0.95007
0.213125,94.979,0.94979,0.95006
0.21375,94.979,0.94979,0.95006
0.214375,94.978,0.94978,0.95005
0.215,94.978,0.94978,0.95005
0.215625,94.978,0.94978,0.95005
0.21625,94.978,0.94978,0.95005
0.216875,94.976,0.94976,0.95003
0.2175,94.979,0.94979,0.95006
0.218125,94.979,0.94979,0.95006
0.21875,94.978,0.94978,0.95005
0.219375,94.978,0.94978,0.95005
0.22,94.978,0.94978,0.95005
0.220625,94.982,0.94982,0.95009
0.22125,94.985,0.94985,0.95012
0.221875,94.984,0.94984,0.95011
0.2225,94.985,0.94985,0.95012
0.223125,94.986,0.94986,0.95013
0.22375,94.986,0.94986,0.95013
0.224375,94.986,0.94986,0.95013
0.225,94.985,0.94985,0.95012
0.225625,94.985,0.94985,0.95012
0.22625,94.987,0.94987,0.95014
0.226875,94.986,0.94986,0.95013
0.2275,94.985,0.94985,0.95012
0.228125,94.981,0.94981,0.95008
0.22875,94.983,0.94983,0.9501
0.229375,94.983,0.94983,0.9501
0.23,94.985,0.94985,0.95012
0.230625,94.984,0.94984,0.95011
0.23125,94.986,0.94986,0.95013
0.231875,94.987,0.94987,0.95014
0.2325,94.981,0.94981,0.95008
0.233125,94.979,0.94979,0.95006
0.23375,94.981,0.94981,0.95008
0.234375,94.98,0.9498,0.95007
0.235,94.98,0.9498,0.95007
0.235625,94.978,0.94978,0.95005
0.23625,94.98,0.9498,0.95007
0.236875,94.979,0.94979,0.95006
0.2375,94.983,0.94983,0.9501
0.238125,94.982,0.94982,0.95009
0.23875,94.986,0.94986,0.95013
0.239375,94.981,0.94981,0.95008
0.24,94.978,0.94978,0.95005
0.240625,94.976,0.94976,0.95003
0.24125,94.976,0.94976,0.95003
0.241875,94.974,0.94974,0.95001
0.2425,94.973,0.94973,0.95
0.243125,94.971,0.94971,0.94998
0.24375,94.972,0.94972,0.94999
0.244375,94.971,0.94971,0.94998
0.245,94.971,0.94971,0.94998
0.245625,94.97,0.9497,0.94997
0.24625,94.97,0.9497,0.94997
0.246875,94.975,0.94975,0.95002
0.2475,94.975,0.94975,0.95002
0.248125,94.973,0.94973,0.95
0.24875,94.975,0.94975,0.95002
0.249375,94.977,0.94977,0.95004
0.25,94.983,0.94983,0.9501
0.250625,94.98,0.9498,0.95007
0.25125,94.981,0.94981,0.95008
0.251875,94.977,0.94977,0.95004
0.2525,94.977,0.94977,0.95004
0.253125,94.979,0.94979,0.95006
0.25375,94.979,0.94979,0.95006
0.254375,94.979,0.94979,0.95006
0.255,94.979,0.94979,0.95006
0.255625,94.981,0.94981,0.95008
0.25625,94.98,0.9498,0.95007
0.256875,94.978,0.94978,0.95005
0.2575,94.978,0.94978,0.95005
0.258125,94.978,0.94978,0.95005
0.25875,94.977,0.94977,0.95004
0.259375,94.982,0.94982,0.95009
0.26,94.982,0.94982,0.95009
0.260625,94.986,0.94986,0.95013
0.26125,94.984,0.94984,0.95011
0.261875,94.987,0.94987,0.95014
0.2625,94.989,0.94989,0.95016
0.263125,94.99,0.9499,0.95017
0.26375,94.993,0.94993,0.9502
0.264375,94.992,0.94992,0.95019
0.265,94.993,0.94993,0.9502
0.265625,94.993,0.94993,0.9502
0.26625,94.993,0.94993,0.9502
0.266875,94.985,0.94985,0.95012
0.2675,94.987,0.94987,0.95014
0.268125,94.99,0.9499,0.95017
0.26875,94.985,0.94985,0.95012
0.269375,94.991,0.94991,0.95018
0.27,94.988,0.94988,0.95015
0.270625,94.996,0.94996,0.95023
0.27125,94.999,0.94999,0.95026
0.271875,94.999,0.94999,0.95026
0.2725,95.002,0.95002,0.95029
0.273125,95.001,0.95001,0.95028
0.27375,95,0.95,0.95027
0.274375,95.001,0.95001,0.95028
0.275,95.001,0.95001,0.95028
0.275625,95.001,0.95001,0.95028
0.27625,95,0.95,0.95027
0.276875,95.001,0.95001,0.95028
0.2775,95.001,0.95001,0.95028
0.278125,94.999,0.94999,0.95026
0.27875,95.001,0.95001,0.95028
0.279375,94.999,0.94999,0.95026
0.28,94.995,0.94995,0.95022
0.280625,94.995,0.94995,0.95022
0.28125,94.997,0.94997,0.95024
0.281875,94.997,0.94997,0.95024
0.2825,94.995,0.94995,0.95022
0.283125,94.995,0.94995,0.95022
0.28375,94.995,0.94995,0.95022
0.284375,94.995,0.94995,0.95022
0.285,94.995,0.94995,0.95022
0.285625,94.995,0.94995,0.95022
0.28625,94.996,0.94996,0.95023
0.286875,95,0.95,0.95027
0.2875,95.002,0.95002,0.95029
0.288125,95.004,0.95004,0.95031
0.28875,95.006,0.95006,0.95033
0.289375,95.002,0.95002,0.95029
0.29,95.001,0.95001,0.95028
0.290625,94.992,0.94992,0.95019
0.29125,94.987,0.94987,0.95014
0.291875,94.987,0.94987,0.95014
0.2925,94.989,0.94989,0.95016
0.293125,94.991,0.94991,0.95018
0.29375,94.99,0.9499,0.95017
0.294375,94.99,0.9499,0.95017
0.295,94.99,0.9499,0.95017
0.295625,94.99,0.9499,0.95017
0.29625,94.991,0.94991,0.95018
0.296875,94.992,0.94992,0.95019
0.2975,94.993,0.94993,0.9502
0.298125,94.995,0.94995,0.95022
0.29875,94.994,0.94994,0.95021
0.299375,94.995,0.94995,0.95022
0.3,95.001,0.95001,0.95028
0.300625,94.999,0.94999,0.95026
0.30125,94.999,0.94999,0.95026
0.301875,95.001,0.95001,0.95028
0.3025,95.003,0.95003,0.9503
0.303125,95.004,0.95004,0.95031
0.30375,95.003,0.95003,0.9503
0.304375,95.003,0.95003,0.9503
0.305,95.003,0.95003,0.9503
0.305625,95.002,0.95002,0.95029
0.30625,95,0.95,0.95027
0.306875,94.998,0.94998,0.95025
0.3075,94.995,0.94995,0.95022
0.308125,94.992,0.94992,0.95019
0.30875,94.988,0.94988,0.95015
0.309375,94.987,0.94987,0.95014
0.31,94.986,0.94986,0.95013
0.310625,94.987,0.94987,0.95014
0.31125,94.99,0.9499,0.95017
0.311875,94.992,0.94992,0.95019
0.3125,94.988,0.94988,0.95015
0.313125,94.986,0.94986,0.95013
0.31375,94.987,0.94987,0.95014
0.314375,94.987,0.94987,0.95014
0.315,94.985,0.94985,0.95012
0.315625,94.984,0.94984,0.95011
0.31625,94.982,0.94982,0.95009
0.316875,94.982,0.94982,0.95009
0.3175,94.984,0.94984,0.95011
0.318125,94.986,0.94986,0.95013
0.31875,94.988,0.94988,0.95015
0.319375,94.987,0.94987,0.95014
0.32,94.988,0.94988,0.95015
0.320625,94.992,0.94992,0.95019
0.32125,94.993,0.94993,0.9502
0.321875,94.991,0.94991,0.95018
0.3225,94.989,0.94989,0.95016
0.323125,94.987,0.94987,0.95014
0.32375,94.986,0.94986,0.95013
0.324375,94.986,0.94986,0.95013
0.325,94.986,0.94986,0.95013
0.325625,94.986,0.94986,0.95013
0.32625,94.987,0.94987,0.95014
0.326875,94.991,0.94991,0.95018
0.3275,94.988,0.94988,0.95015
0.328125,94.984,0.94984,0.95011
0.32875,94.989,0.94989,0.95016
0.329375,94.989,0.94989,0.95016
0.33,94.989,0.94989,0.95016
0.330625,94.991,0.94991,0.95018
0.33125,94.989,0.94989,0.95016
0.331875,94.992,0.94992,0.95019
0.3325,94.991,0.94991,0.95018
0.333125,94.993,0.94993,0.9502
0.33375,94.994,0.94994,0.95021
0.334375,94.994,0.94994,0.95021
0.335,94.995,0.94995,0.95022
0.335625,94.996,0.94996,0.95023
0.33625,94.997,0.94997,0.95024
0.336875,94.998,0.94998,0.95025
0.3375,94.996,0.94996,0.95023
0.338125,94.992,0.94992,0.95019
0.33875,94.988,0.94988,0.95015
0.339375,94.993,0.94993,0.9502
0.34,94.991,0.94991,0.95018
0.340625,94.992,0.94992,0.95019
0.34125,94.988,0.94988,0.95015
0.341875,94.991,0.94991,0.95018
0.3425,94.991,0.94991,0.95018
0.343125,94.992,0.94992,0.95019
0.34375,94.995,0.94995,0.95022
0.344375,94.994,0.94994,0.95021
0.345,94.993,0.94993,0.9502
0.345625,94.994,0.94994,0.95021
0.34625,94.99,0.9499,0.95017
0.346875,94.988,0.94988,0.95015
0.3475,94.984,0.94984,0.95011
0.348125,94.987,0.94987,0.95014
0.34875,94.984,0.94984,0.95011
0.349375,94.989,0.94989,0.95016
0.35,94.989,0.94989,0.95016
0.350625,94.99,0.9499,0.95017
0.35125,94.993,0.94993,0.9502
0.351875,94.994,0.94994,0.95021
0.3525,94.994,0.94994,0.95021
0.353125,94.993,0.94993,0.9502
0.35375,94.994,0.94994,0.95021
0.354375,94.992,0.94992,0.95019
0.355,94.993,0.94993,0.9502
0.355625,94.992,0.94992,0.95019
0.35625,94.991,0.94991,0.95018
0.356875,94.989,0.94989,0.95016
0.3575,94.988,0.94988,0.95015
0.358125,94.992,0.94992,0.95019
0.35875,94.99,0.9499,0.95017
0.359375,94.988,0.94988,0.95015
0.36,94.986,0.94986,0.95013
0.360625,94.98,0.9498,0.95007
0.36125,94.979,0.94979,0.95006
0.361875,94.977,0.94977,0.95004
0.3625,94.976,0.94976,0.95003
0.363125,94.979,0.94979,0.95006
0.36375,94.979,0.94979,0.95006
0.364375,94.979,0.94979,0.95006
0.365,94.979,0.94979,0.95006
0.365625,94.98,0.9498,0.95007
0.36625,94.982,0.94982,0.95009
0.366875,94.981,0.94981,0.95008
0.3675,94.985,0.94985,0.95012
0.368125,94.987,0.94987,0.95014
0.36875,94.984,0.94984,0.95011
0.369375,94.983,0.94983,0.9501
0.37,94.976,0.94976,0.95003
0.370625,94.972,0.94972,0.94999
0.37125,94.97,0.9497,0.94997
0.371875,94.969,0.94969,0.94996
0.3725,94.977,0.94977,0.95004
0.373125,94.979,0.94979,0.95006
0.37375,94.978,0.94978,0.95005
0.374375,94.978,0.94978,0.95005
0.375,94.977,0.94977,0.95004
0.375625,94.978,0.94978,0.95005
0.37625,94.976,0.94976,0.95003
0.376875,94.979,0.94979,0.95006
0.3775,94.98,0.9498,0.95007
0.378125,94.978,0.94978,0.95005
0.37875,94.982,0.94982,0.95009
0.379375,94.976,0.94976,0.95003
0.38,94.977,0.94977,0.95004
0.380625,94.979,0.94979,0.95006
0.38125,94.977,0.94977,0.95004
0.381875,94.978,0.94978,0.95005
0.3825,94.979,0.94979,0.95006
0.383125,94.975,0.94975,0.95002
0.38375,94.972,0.94972,0.94999
0.384375,94.972,0.94972,0.94999
0.385,94.972,0.94972,0.94999
0.385625,94.972,0.94972,0.94999
0.38625,94.972,0.94972,0.94999
0.386875,94.97,0.9497,0.94997
0.3875,94.969,0.94969,0.94996
0.388125,94.965,0.94965,0.94992
0.38875,94.972,0.94972,0.94999
0.389375,94.963,0.94963,0.9499
0.39,94.968,0.94968,0.94995
0.390625,94.972,0.94972,0.94999
0.39125,94.973,0.94973,0.95
0.391875,94.973,0.94973,0.95
0.3925,94.965,0.94965,0.94992
0.393125,94.963,0.94963,0.9499
0.39375,94.964,0.94964,0.94991
0.394375,94.964,0.94964,0.94991
0.395,94.963,0.94963,0.9499
0.395625,94.962,0.94962,0.94989
0.39625,94.963,0.94963,0.9499
0.396875,94.96,0.9496,0.94987
0.3975,94.965,0.94965,0.94992
0.398125,94.966,0.94966,0.94993
0.39875,94.972,0.94972,0.94999
0.399375,94.976,0.94976,0.95003
0.4,94.973,0.94973,0.95
0.400625,94.978,0.94978,0.95005
0.40125,94.977,0.94977,0.95004
0.401875,94.979,0.94979,0.95006
0.4025,94.98,0.9498,0.95007
0.403125,94.981,0.94981,0.95008
0.40375,94.983,0.94983,0.9501
0.404375,94.983,0.94983,0.9501
0.405,94.983,0.94983,0.9501
0.405625,94.983,0.94983,0.9501
0.40625,94.983,0.94983,0.9501
0.406875,94.99,0.9499,0.95017
0.4075,94.991,0.94991,0.95018
0.408125,94.991,0.94991,0.95018
0.40875,94.994,0.94994,0.95021
0.409375,94.998,0.94998,0.95025
0.41,95,0.95,0.95027
0.410625,95.002,0.95002,0.95029
0.41125,95.003,0.95003,0.9503
0.411875,95.001,0.95001,0.95028
0.4125,95.002,0.95002,0.95029
0.413125,95.003,0.95003,0.9503
0.41375,95.003,0.95003,0.9503
0.414375,95.003,0.95003,0.9503
0.415,95.003,0.95003,0.9503
0.415625,95.005,0.95005,0.95032
0.41625,95.006,0.95006,0.95033
0.416875,95.006,0.95006,0.95033
0.4175,95.007,0.95007,0.95034
0.418125,95.005,0.95005,0.95032
0.41875,94.999,0.94999,0.95026
0.419375,95.001,0.95001,0.95028
0.42,95.004,0.95004,0.95031
0.420625,95.002,0.95002,0.95029
0.42125,95,0.95,0.95027
0.421875,94.998,0.94998,0.95025
0.4225,94.995,0.94995,0.95022
0.423125,94.994,0.94994,0.95021
0.42375,94.994,0.94994,0.95021
0.424375,94.994,0.94994,0.95021
0.425,94.994,0.94994,0.95021
0.425625,94.993,0.94993,0.9502
0.42625,94.993,0.94993,0.9502
0.426875,94.986,0.94986,0.95013
0.4275,94.984,0.94984,0.95011
0.428125,94.985,0.94985,0.95012
0.42875,94.982,0.94982,0.95009
0.429375,94.994,0.94994,0.95021
0.43,94.999,0.94999,0.95026
0.430625,94.992,0.94992,0.95019
0.43125,94.992,0.94992,0.95019
0.431875,94.992,0.94992,0.95019
0.4325,94.991,0.94991,0.95018
0.433125,94.989,0.94989,0.95016
0.43375,94.989,0.94989,0.95016
0.434375,94.989,0.94989,0.95016
0.435,94.989,0.94989,0.95016
0.435625,94.988,0.94988,0.95015
0.43625,94.988,0.94988,0.95015
0.436875,94.985,0.94985,0.95012
0.4375,94.986,0.94986,0.95013
0.438125,94.992,0.94992,0.95019
0.43875,94.991,0.94991,0.95018
0.439375,94.99,0.9499,0.95017
0.44,94.991,0.94991,0.95018
0.440625,94.992,0.94992,0.95019
0.44125,94.993,0.94993,0.9502
0.441875,94.991,0.94991,0.95018
0.4425,94.993,0.94993,0.9502
0.443125,94.994,0.94994,0.95021
0.44375,94.994,0.94994,0.95021
0.444375,94.994,0.94994,0.95021
0.445,94.994,0.94994,0.95021
0.445625,94.993,0.94993,0.9502
0.44625,94.992,0.94992,0.95019
0.446875,94.993,0.94993,0.9502
0.4475,94.994,0.94994,0.95021
0.448125,94.995,0.94995,0.95022
0.44875,94.992,0.94992,0.95019
0.449375,94.98,0.9498,0.95007
0.45,94.976,0.94976,0.95003
0.450625,94.983,0.94983,0.9501
0.45125,94.986,0.94986,0.95013
0.451875,94.99,0.9499,0.95017
0.4525,94.997,0.94997,0.95024
0.453125,94.998,0.94998,0.95025
0.45375,94.999,0.94999,0.95026
0.454375,94.998,0.94998,0.95025
0.455,94.998,0.94998,0.95025
0.455625,94.999,0.94999,0.95026
0.45625,94.999,0.94999,0.95026
0.456875,95.002,0.95002,0.95029
0.4575,94.997,0.94997,0.95024
0.458125,94.996,0.94996,0.95023
0.45875,94.992,0.94992,0.95019
0.459375,94.997,0.94997,0.95024
0.46,94.995,0.94995,0.95022
0.460625,94.991,0.94991,0.95018
0.46125,94.991,0.94991,0.95018
0.461875,94.991,0.94991,0.95018
0.4625,94.991,0.94991,0.95018
0.463125,94.992,0.94992,0.95019
0.46375,94.991,0.94991,0.95018
