t,UAB(V),1,UAB
1.071875,96.175,0.96175,0.96202
1.0725,96.185,0.96185,0.96212
1.073125,96.191,0.96191,0.96218
1.07375,96.193,0.96193,0.9622
1.074375,96.195,0.96195,0.96222
1.075,96.196,0.96196,0.96223
1.075625,96.198,0.96198,0.96225
1.07625,96.205,0.96205,0.96232
1.076875,96.221,0.96221,0.96248
1.0775,96.244,0.96244,0.96271
1.078125,96.274,0.96274,0.96301
1.07875,96.299,0.96299,0.96326
1.079375,96.331,0.96331,0.96358
1.08,96.361,0.96361,0.96388
1.080625,96.384,0.96384,0.96411
1.08125,96.405,0.96405,0.96432
1.081875,96.422,0.96422,0.96449
1.0825,96.437,0.96437,0.96464
1.083125,96.443,0.96443,0.9647
1.08375,96.446,0.96446,0.96473
1.084375,96.446,0.96446,0.96473
1.085,96.446,0.96446,0.96473
1.085625,96.448,0.96448,0.96475
1.08625,96.455,0.96455,0.96482
1.086875,96.474,0.96474,0.96501
1.0875,96.486,0.96486,0.96513
1.088125,96.511,0.96511,0.96538
1.08875,96.536,0.96536,0.96563
1.089375,96.563,0.96563,0.9659
1.09,96.593,0.96593,0.9662
1.090625,96.624,0.96624,0.96651
1.09125,96.645,0.96645,0.96672
1.091875,96.658,0.96658,0.96685
1.0925,96.678,0.96678,0.96705
1.093125,96.685,0.96685,0.96712
1.09375,96.687,0.96687,0.96714
1.094375,96.688,0.96688,0.96715
1.095,96.688,0.96688,0.96715
1.095625,96.69,0.9669,0.96717
1.09625,96.698,0.96698,0.96725
1.096875,96.708,0.96708,0.96735
1.0975,96.723,0.96723,0.9675
1.098125,96.745,0.96745,0.96772
1.09875,96.769,0.96769,0.96796
1.099375,96.795,0.96795,0.96822
1.1,96.829,0.96829,0.96856
1.100625,96.858,0.96858,0.96885
1.10125,96.885,0.96885,0.96912
1.101875,96.902,0.96902,0.96929
1.1025,96.912,0.96912,0.96939
1.103125,96.917,0.96917,0.96944
1.10375,96.919,0.96919,0.96946
1.104375,96.92,0.9692,0.96947
1.105,96.92,0.9692,0.96947
1.105625,96.923,0.96923,0.9695
1.10625,96.927,0.96927,0.96954
1.106875,96.931,0.96931,0.96958
1.1075,96.951,0.96951,0.96978
1.108125,96.969,0.96969,0.96996
1.10875,96.989,0.96989,0.97016
1.109375,97.011,0.97011,0.97038
1.11,97.034,0.97034,0.97061
1.110625,97.056,0.97056,0.97083
1.11125,97.075,0.97075,0.97102
1.111875,97.09,0.9709,0.97117
1.1125,97.095,0.97095,0.97122
1.113125,97.103,0.97103,0.9713
1.11375,97.107,0.97107,0.97134
1.114375,97.106,0.97106,0.97133
1.115,97.106,0.97106,0.97133
1.115625,97.108,0.97108,0.97135
1.11625,97.112,0.97112,0.97139
1.116875,97.12,0.9712,0.97147
1.1175,97.137,0.97137,0.97164
1.118125,97.153,0.97153,0.9718
1.11875,97.179,0.97179,0.97206
1.119375,97.207,0.97207,0.97234
1.12,97.232,0.97232,0.97259
1.120625,97.255,0.97255,0.97282
1.12125,97.274,0.97274,0.97301
1.121875,97.289,0.97289,0.97316
1.1225,97.299,0.97299,0.97326
1.123125,97.306,0.97306,0.97333
1.12375,97.309,0.97309,0.97336
1.124375,97.309,0.97309,0.97336
1.125,97.309,0.97309,0.97336
1.125625,97.313,0.97313,0.9734
1.12625,97.318,0.97318,0.97345
1.126875,97.331,0.97331,0.97358
1.1275,97.346,0.97346,0.97373
1.128125,97.366,0.97366,0.97393
1.12875,97.393,0.97393,0.9742
1.129375,97.42,0.9742,0.97447
1.13,97.445,0.97445,0.97472
1.130625,97.47,0.9747,0.97497
1.13125,97.49,0.9749,0.97517
1.131875,97.506,0.97506,0.97533
1.1325,97.517,0.97517,0.97544
1.133125,97.519,0.97519,0.97546
1.13375,97.523,0.97523,0.9755
1.134375,97.523,0.97523,0.9755
1.135,97.524,0.97524,0.97551
1.135625,97.527,0.97527,0.97554
1.13625,97.532,0.97532,0.97559
1.136875,97.541,0.97541,0.97568
1.1375,97.553,0.97553,0.9758
1.138125,97.574,0.97574,0.97601
1.13875,97.592,0.97592,0.97619
1.139375,97.614,0.97614,0.97641
1.14,97.646,0.97646,0.97673
1.140625,97.656,0.97656,0.97683
1.14125,97.673,0.97673,0.977
1.141875,97.689,0.97689,0.97716
1.1425,97.698,0.97698,0.97725
1.143125,97.704,0.97704,0.97731
1.14375,97.705,0.97705,0.97732
1.144375,97.705,0.97705,0.97732
1.145,97.705,0.97705,0.97732
1.145625,97.706,0.97706,0.97733
1.14625,97.712,0.97712,0.97739
1.146875,97.715,0.97715,0.97742
1.1475,97.727,0.97727,0.97754
1.148125,97.749,0.97749,0.97776
1.14875,97.768,0.97768,0.97795
1.149375,97.795,0.97795,0.97822
1.15,97.829,0.97829,0.97856
1.150625,97.838,0.97838,0.97865
1.15125,97.856,0.97856,0.97883
1.151875,97.872,0.97872,0.97899
1.1525,97.88,0.9788,0.97907
1.153125,97.887,0.97887,0.97914
1.15375,97.887,0.97887,0.97914
1.154375,97.888,0.97888,0.97915
1.155,97.888,0.97888,0.97915
1.155625,97.891,0.97891,0.97918
1.15625,97.893,0.97893,0.9792
1.156875,97.901,0.97901,0.97928
1.1575,97.916,0.97916,0.97943
1.158125,97.93,0.9793,0.97957
1.15875,97.951,0.97951,0.97978
1.159375,97.97,0.9797,0.97997
1.16,97.989,0.97989,0.98016
1.160625,98.003,0.98003,0.9803
1.16125,98.022,0.98022,0.98049
1.161875,98.032,0.98032,0.98059
1.1625,98.039,0.98039,0.98066
1.163125,98.044,0.98044,0.98071
1.16375,98.046,0.98046,0.98073
1.164375,98.047,0.98047,0.98074
1.165,98.047,0.98047,0.98074
1.165625,98.049,0.98049,0.98076
1.16625,98.053,0.98053,0.9808
1.166875,98.063,0.98063,0.9809
1.1675,98.075,0.98075,0.98102
1.168125,98.086,0.98086,0.98113
1.16875,98.104,0.98104,0.98131
1.169375,98.118,0.98118,0.98145
1.17,98.134,0.98134,0.98161
1.170625,98.154,0.98154,0.98181
1.17125,98.166,0.98166,0.98193
1.171875,98.176,0.98176,0.98203
1.1725,98.19,0.9819,0.98217
1.173125,98.192,0.98192,0.98219
1.17375,98.194,0.98194,0.98221
1.174375,98.194,0.98194,0.98221
1.175,98.194,0.98194,0.98221
1.175625,98.194,0.98194,0.98221
1.17625,98.199,0.98199,0.98226
1.176875,98.206,0.98206,0.98233
1.1775,98.216,0.98216,0.98243
1.178125,98.229,0.98229,0.98256
1.17875,98.241,0.98241,0.98268
1.179375,98.266,0.98266,0.98293
1.18,98.282,0.98282,0.98309
1.180625,98.31,0.9831,0.98337
1.18125,98.321,0.98321,0.98348
1.181875,98.332,0.98332,0.98359
1.1825,98.341,0.98341,0.98368
1.183125,98.346,0.98346,0.98373
1.18375,98.346,0.98346,0.98373
1.184375,98.347,0.98347,0.98374
1.185,98.347,0.98347,0.98374
1.185625,98.349,0.98349,0.98376
1.18625,98.355,0.98355,0.98382
1.186875,98.367,0.98367,0.98394
1.1875,98.373,0.98373,0.984
1.188125,98.385,0.98385,0.98412
1.18875,98.403,0.98403,0.9843
1.189375,98.419,0.98419,0.98446
1.19,98.435,0.98435,0.98462
1.190625,98.45,0.9845,0.98477
1.19125,98.464,0.98464,0.98491
1.191875,98.473,0.98473,0.985
1.1925,98.475,0.98475,0.98502
1.193125,98.482,0.98482,0.98509
1.19375,98.484,0.98484,0.98511
1.194375,98.484,0.98484,0.98511
1.195,98.484,0.98484,0.98511
1.195625,98.486,0.98486,0.98513
1.19625,98.489,0.98489,0.98516
1.196875,98.505,0.98505,0.98532
1.1975,98.513,0.98513,0.9854
1.198125,98.529,0.98529,0.98556
1.19875,98.55,0.9855,0.98577
1.199375,98.561,0.98561,0.98588
1.2,98.578,0.98578,0.98605
1.200625,98.598,0.98598,0.98625
1.20125,98.61,0.9861,0.98637
1.201875,98.617,0.98617,0.98644
1.2025,98.622,0.98622,0.98649
1.203125,98.625,0.98625,0.98652
1.20375,98.628,0.98628,0.98655
1.204375,98.628,0.98628,0.98655
1.205,98.628,0.98628,0.98655
1.205625,98.629,0.98629,0.98656
1.20625,98.63,0.9863,0.98657
1.206875,98.643,0.98643,0.9867
1.2075,98.658,0.98658,0.98685
1.208125,98.671,0.98671,0.98698
1.20875,98.683,0.98683,0.9871
1.209375,98.699,0.98699,0.98726
1.21,98.713,0.98713,0.9874
1.210625,98.735,0.98735,0.98762
1.21125,98.752,0.98752,0.98779
1.211875,98.762,0.98762,0.98789
1.2125,98.768,0.98768,0.98795
1.213125,98.77,0.9877,0.98797
1.21375,98.772,0.98772,0.98799
1.214375,98.773,0.98773,0.988
1.215,98.773,0.98773,0.988
1.215625,98.774,0.98774,0.98801
1.21625,98.778,0.98778,0.98805
1.216875,98.779,0.98779,0.98806
1.2175,98.793,0.98793,0.9882
1.218125,98.798,0.98798,0.98825
1.21875,98.811,0.98811,0.98838
1.219375,98.827,0.98827,0.98854
1.22,98.842,0.98842,0.98869
1.220625,98.854,0.98854,0.98881
1.22125,98.865,0.98865,0.98892
1.221875,98.879,0.98879,0.98906
1.2225,98.889,0.98889,0.98916
1.223125,98.892,0.98892,0.98919
1.22375,98.893,0.98893,0.9892
1.224375,98.894,0.98894,0.98921
1.225,98.895,0.98895,0.98922
1.225625,98.894,0.98894,0.98921
1.22625,98.896,0.98896,0.98923
1.226875,98.895,0.98895,0.98922
1.2275,98.894,0.98894,0.98921
1.228125,98.905,0.98905,0.98932
1.22875,98.918,0.98918,0.98945
1.229375,98.94,0.9894,0.98967
1.23,98.958,0.98958,0.98985
1.230625,98.961,0.98961,0.98988
1.23125,98.971,0.98971,0.98998
1.231875,98.979,0.98979,0.99006
1.2325,98.98,0.9898,0.99007
1.233125,98.989,0.98989,0.99016
1.23375,98.989,0.98989,0.99016
1.234375,98.99,0.9899,0.99017
1.235,98.99,0.9899,0.99017
1.235625,98.991,0.98991,0.99018
1.23625,98.994,0.98994,0.99021
1.236875,99.002,0.99002,0.99029
1.2375,99,0.99,0.99027
1.238125,99.017,0.99017,0.99044
1.23875,99.024,0.99024,0.99051
1.239375,99.038,0.99038,0.99065
1.24,99.051,0.99051,0.99078
1.240625,99.056,0.99056,0.99083
1.24125,99.068,0.99068,0.99095
1.241875,99.072,0.99072,0.99099
1.2425,99.074,0.99074,0.99101
1.243125,99.08,0.9908,0.99107
1.24375,99.081,0.99081,0.99108
1.244375,99.082,0.99082,0.99109
1.245,99.081,0.99081,0.99108
1.245625,99.083,0.99083,0.9911
1.24625,99.085,0.99085,0.99112
1.246875,99.088,0.99088,0.99115
1.2475,99.096,0.99096,0.99123
1.248125,99.104,0.99104,0.99131
1.24875,99.112,0.99112,0.99139
1.249375,99.118,0.99118,0.99145
1.25,99.128,0.99128,0.99155
1.250625,99.143,0.99143,0.9917
1.25125,99.15,0.9915,0.99177
1.251875,99.157,0.99157,0.99184
1.2525,99.173,0.99173,0.992
1.253125,99.171,0.99171,0.99198
1.25375,99.174,0.99174,0.99201
1.254375,99.172,0.99172,0.99199
1.255,99.172,0.99172,0.99199
1.255625,99.173,0.99173,0.992
1.25625,99.173,0.99173,0.992
1.256875,99.178,0.99178,0.99205
1.2575,99.192,0.99192,0.99219
1.258125,99.195,0.99195,0.99222
1.25875,99.212,0.99212,0.99239
1.259375,99.219,0.99219,0.99246
1.26,99.229,0.99229,0.99256
1.260625,99.247,0.99247,0.99274
1.26125,99.255,0.99255,0.99282
1.261875,99.265,0.99265,0.99292
1.2625,99.274,0.99274,0.99301
1.263125,99.276,0.99276,0.99303
1.26375,99.277,0.99277,0.99304
1.264375,99.277,0.99277,0.99304
1.265,99.278,0.99278,0.99305
1.265625,99.278,0.99278,0.99305
1.26625,99.28,0.9928,0.99307
1.266875,99.286,0.99286,0.99313
1.2675,99.288,0.99288,0.99315
1.268125,99.297,0.99297,0.99324
1.26875,99.308,0.99308,0.99335
1.269375,99.317,0.99317,0.99344
1.27,99.331,0.99331,0.99358
1.270625,99.338,0.99338,0.99365
1.27125,99.345,0.99345,0.99372
1.271875,99.349,0.99349,0.99376
1.2725,99.349,0.99349,0.99376
1.273125,99.352,0.99352,0.99379
1.27375,99.353,0.99353,0.9938
1.274375,99.352,0.99352,0.99379
1.275,99.351,0.99351,0.99378
1.275625,99.351,0.99351,0.99378
1.27625,99.355,0.99355,0.99382
1.276875,99.357,0.99357,0.99384
1.2775,99.359,0.99359,0.99386
1.278125,99.366,0.99366,0.99393
1.27875,99.375,0.99375,0.99402
1.279375,99.383,0.99383,0.9941
1.28,99.395,0.99395,0.99422
1.280625,99.394,0.99394,0.99421
1.28125,99.407,0.99407,0.99434
1.281875,99.41,0.9941,0.99437
1.2825,99.41,0.9941,0.99437
1.283125,99.411,0.99411,0.99438
1.28375,99.414,0.99414,0.99441
1.284375,99.414,0.99414,0.99441
1.285,99.414,0.99414,0.99441
1.285625,99.415,0.99415,0.99442
1.28625,99.417,0.99417,0.99444
1.286875,99.428,0.99428,0.99455
1.2875,99.434,0.99434,0.99461
1.288125,99.439,0.99439,0.99466
1.28875,99.447,0.99447,0.99474
1.289375,99.455,0.99455,0.99482
1.29,99.459,0.99459,0.99486
1.290625,99.473,0.99473,0.995
1.29125,99.483,0.99483,0.9951
1.291875,99.494,0.99494,0.99521
1.2925,99.5,0.995,0.99527
1.293125,99.501,0.99501,0.99528
1.29375,99.502,0.99502,0.99529
1.294375,99.502,0.99502,0.99529
1.295,99.503,0.99503,0.9953
1.295625,99.505,0.99505,0.99532
1.29625,99.507,0.99507,0.99534
1.296875,99.512,0.99512,0.99539
1.2975,99.522,0.99522,0.99549
1.298125,99.526,0.99526,0.99553
1.29875,99.529,0.99529,0.99556
1.299375,99.541,0.99541,0.99568
1.3,99.544,0.99544,0.99571
1.300625,99.564,0.99564,0.99591
1.30125,99.563,0.99563,0.9959
1.301875,99.573,0.99573,0.996
1.3025,99.577,0.99577,0.99604
1.303125,99.581,0.99581,0.99608
1.30375,99.581,0.99581,0.99608
1.304375,99.582,0.99582,0.99609
1.305,99.581,0.99581,0.99608
1.305625,99.582,0.99582,0.99609
1.30625,99.585,0.99585,0.99612
1.306875,99.583,0.99583,0.9961
1.3075,99.588,0.99588,0.99615
1.308125,99.596,0.99596,0.99623
1.30875,99.602,0.99602,0.99629
1.309375,99.616,0.99616,0.99643
1.31,99.629,0.99629,0.99656
1.310625,99.629,0.99629,0.99656
1.31125,99.631,0.99631,0.99658
1.311875,99.632,0.99632,0.99659
1.3125,99.635,0.99635,0.99662
1.313125,99.641,0.99641,0.99668
1.31375,99.642,0.99642,0.99669
1.314375,99.643,0.99643,0.9967
1.315,99.644,0.99644,0.99671
1.315625,99.642,0.99642,0.99669
1.31625,99.645,0.99645,0.99672
1.316875,99.646,0.99646,0.99673
1.3175,99.644,0.99644,0.99671
1.318125,99.656,0.99656,0.99683
1.31875,99.667,0.99667,0.99694
1.319375,99.673,0.99673,0.997
1.32,99.686,0.99686,0.99713
1.320625,99.687,0.99687,0.99714
1.32125,99.696,0.99696,0.99723
1.321875,99.698,0.99698,0.99725
1.3225,99.705,0.99705,0.99732
1.323125,99.703,0.99703,0.9973
1.32375,99.705,0.99705,0.99732
1.324375,99.704,0.99704,0.99731
1.325,99.704,0.99704,0.99731
1.325625,99.705,0.99705,0.99732
1.32625,99.706,0.99706,0.99733
1.326875,99.707,0.99707,0.99734
1.3275,99.721,0.99721,0.99748
1.328125,99.725,0.99725,0.99752
1.32875,99.737,0.99737,0.99764
1.329375,99.734,0.99734,0.99761
1.33,99.735,0.99735,0.99762
1.330625,99.752,0.99752,0.99779
1.33125,99.755,0.99755,0.99782
1.331875,99.761,0.99761,0.99788
1.3325,99.77,0.9977,0.99797
1.333125,99.769,0.99769,0.99796
1.33375,99.77,0.9977,0.99797
1.334375,99.77,0.9977,0.99797
1.335,99.769,0.99769,0.99796
1.335625,99.771,0.99771,0.99798
1.33625,99.771,0.99771,0.99798
1.336875,99.775,0.99775,0.99802
1.3375,99.786,0.99786,0.99813
1.338125,99.788,0.99788,0.99815
1.33875,99.792,0.99792,0.99819
1.339375,99.8,0.998,0.99827
1.34,99.805,0.99805,0.99832
1.340625,99.805,0.99805,0.99832
1.34125,99.811,0.99811,0.99838
1.341875,99.812,0.99812,0.99839
1.3425,99.811,0.99811,0.99838
1.343125,99.814,0.99814,0.99841
1.34375,99.813,0.99813,0.9984
1.344375,99.814,0.99814,0.99841
1.345,99.814,0.99814,0.99841
1.345625,99.814,0.99814,0.99841
1.34625,99.816,0.99816,0.99843
1.346875,99.818,0.99818,0.99845
1.3475,99.811,0.99811,0.99838
1.348125,99.814,0.99814,0.99841
1.34875,99.814,0.99814,0.99841
1.349375,99.825,0.99825,0.99852
1.35,99.831,0.99831,0.99858
1.350625,99.836,0.99836,0.99863
1.35125,99.848,0.99848,0.99875
1.351875,99.851,0.99851,0.99878
1.3525,99.843,0.99843,0.9987
1.353125,99.846,0.99846,0.99873
1.35375,99.845,0.99845,0.99872
1.354375,99.845,0.99845,0.99872
1.355,99.844,0.99844,0.99871
1.355625,99.843,0.99843,0.9987
1.35625,99.844,0.99844,0.99871
1.356875,99.846,0.99846,0.99873
1.3575,99.851,0.99851,0.99878
1.358125,99.86,0.9986,0.99887
1.35875,99.863,0.99863,0.9989
1.359375,99.871,0.99871,0.99898
1.36,99.872,0.99872,0.99899
1.360625,99.887,0.99887,0.99914
1.36125,99.888,0.99888,0.99915
1.361875,99.894,0.99894,0.99921
1.3625,99.895,0.99895,0.99922
1.363125,99.898,0.99898,0.99925
1.36375,99.899,0.99899,0.99926
1.364375,99.899,0.99899,0.99926
1.365,99.899,0.99899,0.99926
1.365625,99.901,0.99901,0.99928
1.36625,99.902,0.99902,0.99929
1.366875,99.91,0.9991,0.99937
1.3675,99.914,0.99914,0.99941
1.368125,99.92,0.9992,0.99947
1.36875,99.922,0.99922,0.99949
1.369375,99.93,0.9993,0.99957
1.37,99.936,0.99936,0.99963
1.370625,99.933,0.99933,0.9996
1.37125,99.937,0.99937,0.99964
1.371875,99.933,0.99933,0.9996
1.3725,99.938,0.99938,0.99965
1.373125,99.935,0.99935,0.99962
1.37375,99.937,0.99937,0.99964
1.374375,99.938,0.99938,0.99965
1.375,99.938,0.99938,0.99965
1.375625,99.939,0.99939,0.99966
1.37625,99.941,0.99941,0.99968
1.376875,99.941,0.99941,0.99968
1.3775,99.938,0.99938,0.99965
1.378125,99.938,0.99938,0.99965
1.37875,99.943,0.99943,0.9997
1.379375,99.944,0.99944,0.99971
1.38,99.954,0.99954,0.99981
1.380625,99.961,0.99961,0.99988
1.38125,99.973,0.99973,1
1.381875,99.975,0.99975,1.00002
1.3825,99.98,0.9998,1.00007
1.383125,99.98,0.9998,1.00007
1.38375,99.981,0.99981,1.00008
1.384375,99.98,0.9998,1.00007
1.385,99.98,0.9998,1.00007
1.385625,99.98,0.9998,1.00007
1.38625,99.979,0.99979,1.00006
1.386875,99.972,0.99972,0.99999
1.3875,99.983,0.99983,1.0001
1.388125,99.983,0.99983,1.0001
1.38875,99.991,0.99991,1.00018
1.389375,99.996,0.99996,1.00023
1.39,100,1,1.00027
1.390625,100.01,1.0001,1.00037
1.39125,100.01,1.0001,1.00037
1.391875,100.02,1.0002,1.00047
1.3925,100.02,1.0002,1.00047
1.393125,100.03,1.0003,1.00057
1.39375,100.03,1.0003,1.00057
1.394375,100.03,1.0003,1.00057
1.395,100.03,1.0003,1.00057
1.395625,100.03,1.0003,1.00057
1.39625,100.03,1.0003,1.00057
1.396875,100.03,1.0003,1.00057
1.3975,100.02,1.0002,1.00047
1.398125,100.03,1.0003,1.00057
1.39875,100.03,1.0003,1.00057
1.399375,100.03,1.0003,1.00057
1.4,100.04,1.0004,1.00067
1.400625,100.03,1.0003,1.00057
1.40125,100.03,1.0003,1.00057
1.401875,100.03,1.0003,1.00057
1.4025,100.03,1.0003,1.00057
1.403125,100.04,1.0004,1.00067
1.40375,100.03,1.0003,1.00057
1.404375,100.04,1.0004,1.00067
1.405,100.04,1.0004,1.00067
1.405625,100.04,1.0004,1.00067
1.40625,100.04,1.0004,1.00067
1.406875,100.04,1.0004,1.00067
1.4075,100.04,1.0004,1.00067
1.408125,100.04,1.0004,1.00067
1.40875,100.04,1.0004,1.00067
1.409375,100.04,1.0004,1.00067
1.41,100.04,1.0004,1.00067
1.410625,100.05,1.0005,1.00077
1.41125,100.06,1.0006,1.00087
1.411875,100.06,1.0006,1.00087
1.4125,100.07,1.0007,1.00097
1.413125,100.07,1.0007,1.00097
1.41375,100.07,1.0007,1.00097
1.414375,100.07,1.0007,1.00097
1.415,100.07,1.0007,1.00097
1.415625,100.07,1.0007,1.00097
1.41625,100.07,1.0007,1.00097
1.416875,100.07,1.0007,1.00097
1.4175,100.08,1.0008,1.00107
1.418125,100.09,1.0009,1.00117
1.41875,100.09,1.0009,1.00117
1.419375,100.1,1.001,1.00127
1.42,100.1,1.001,1.00127
1.420625,100.1,1.001,1.00127
1.42125,100.1,1.001,1.00127
1.421875,100.11,1.0011,1.00137
1.4225,100.11,1.0011,1.00137
1.423125,100.11,1.0011,1.00137
1.42375,100.11,1.0011,1.00137
1.424375,100.11,1.0011,1.00137
1.425,100.11,1.0011,1.00137
1.425625,100.11,1.0011,1.00137
1.42625,100.11,1.0011,1.00137
1.426875,100.12,1.0012,1.00147
1.4275,100.11,1.0011,1.00137
1.428125,100.12,1.0012,1.00147
1.42875,100.13,1.0013,1.00157
1.429375,100.13,1.0013,1.00157
1.43,100.13,1.0013,1.00157
1.430625,100.13,1.0013,1.00157
1.43125,100.13,1.0013,1.00157
1.431875,100.13,1.0013,1.00157
1.4325,100.13,1.0013,1.00157
1.433125,100.13,1.0013,1.00157
1.43375,100.13,1.0013,1.00157
1.434375,100.13,1.0013,1.00157
1.435,100.13,1.0013,1.00157
1.435625,100.13,1.0013,1.00157
1.43625,100.13,1.0013,1.00157
1.436875,100.13,1.0013,1.00157
1.4375,100.14,1.0014,1.00167
1.438125,100.14,1.0014,1.00167
1.43875,100.15,1.0015,1.00177
1.439375,100.15,1.0015,1.00177
1.44,100.15,1.0015,1.00177
1.440625,100.16,1.0016,1.00187
1.44125,100.17,1.0017,1.00197
1.441875,100.17,1.0017,1.00197
1.4425,100.17,1.0017,1.00197
1.443125,100.17,1.0017,1.00197
1.44375,100.17,1.0017,1.00197
1.444375,100.17,1.0017,1.00197
1.445,100.17,1.0017,1.00197
1.445625,100.17,1.0017,1.00197
1.44625,100.17,1.0017,1.00197
1.446875,100.18,1.0018,1.00207
1.4475,100.18,1.0018,1.00207
1.448125,100.18,1.0018,1.00207
1.44875,100.18,1.0018,1.00207
1.449375,100.19,1.0019,1.00217
1.45,100.19,1.0019,1.00217
1.450625,100.2,1.002,1.00227
1.45125,100.19,1.0019,1.00217
1.451875,100.2,1.002,1.00227
1.4525,100.2,1.002,1.00227
1.453125,100.2,1.002,1.00227
1.45375,100.2,1.002,1.00227
1.454375,100.2,1.002,1.00227
1.455,100.2,1.002,1.00227
1.455625,100.2,1.002,1.00227
1.45625,100.2,1.002,1.00227
1.456875,100.2,1.002,1.00227
1.4575,100.2,1.002,1.00227
1.458125,100.2,1.002,1.00227
1.45875,100.2,1.002,1.00227
1.459375,100.2,1.002,1.00227
1.46,100.21,1.0021,1.00237
1.460625,100.21,1.0021,1.00237
1.46125,100.22,1.0022,1.00247
1.461875,100.22,1.0022,1.00247
1.4625,100.22,1.0022,1.00247
1.463125,100.22,1.0022,1.00247
1.46375,100.22,1.0022,1.00247
1.464375,100.22,1.0022,1.00247
1.465,100.22,1.0022,1.00247
1.465625,100.22,1.0022,1.00247
1.46625,100.22,1.0022,1.00247
1.466875,100.22,1.0022,1.00247
1.4675,100.22,1.0022,1.00247
1.468125,100.23,1.0023,1.00257
1.46875,100.23,1.0023,1.00257
1.469375,100.24,1.0024,1.00267
1.47,100.24,1.0024,1.00267
1.470625,100.24,1.0024,1.00267
1.47125,100.25,1.0025,1.00277
1.471875,100.25,1.0025,1.00277
1.4725,100.25,1.0025,1.00277
1.473125,100.25,1.0025,1.00277
1.47375,100.25,1.0025,1.00277
1.474375,100.25,1.0025,1.00277
1.475,100.25,1.0025,1.00277
1.475625,100.25,1.0025,1.00277
1.47625,100.25,1.0025,1.00277
1.476875,100.26,1.0026,1.00287
1.4775,100.25,1.0025,1.00277
1.478125,100.26,1.0026,1.00287
1.47875,100.25,1.0025,1.00277
1.479375,100.26,1.0026,1.00287
1.48,100.26,1.0026,1.00287
1.480625,100.26,1.0026,1.00287
1.48125,100.26,1.0026,1.00287
1.481875,100.27,1.0027,1.00297
1.4825,100.27,1.0027,1.00297
1.483125,100.27,1.0027,1.00297
1.48375,100.27,1.0027,1.00297
1.484375,100.27,1.0027,1.00297
1.485,100.27,1.0027,1.00297
1.485625,100.27,1.0027,1.00297
1.48625,100.27,1.0027,1.00297
1.486875,100.27,1.0027,1.00297
1.4875,100.28,1.0028,1.00307
1.488125,100.27,1.0027,1.00297
1.48875,100.27,1.0027,1.00297
1.489375,100.28,1.0028,1.00307
1.49,100.27,1.0027,1.00297
1.490625,100.27,1.0027,1.00297
1.49125,100.28,1.0028,1.00307
1.491875,100.28,1.0028,1.00307
1.4925,100.29,1.0029,1.00317
1.493125,100.29,1.0029,1.00317
1.49375,100.29,1.0029,1.00317
1.494375,100.29,1.0029,1.00317
1.495,100.29,1.0029,1.00317
1.495625,100.29,1.0029,1.00317
1.49625,100.29,1.0029,1.00317
1.496875,100.29,1.0029,1.00317
1.4975,100.28,1.0028,1.00307
1.498125,100.29,1.0029,1.00317
1.49875,100.29,1.0029,1.00317
1.499375,100.29,1.0029,1.00317
1.5,100.29,1.0029,1.00317
1.500625,100.3,1.003,1.00327
1.50125,100.29,1.0029,1.00317
1.501875,100.29,1.0029,1.00317
1.5025,100.29,1.0029,1.00317
1.503125,100.29,1.0029,1.00317
1.50375,100.29,1.0029,1.00317
1.504375,100.29,1.0029,1.00317
1.505,100.29,1.0029,1.00317
1.505625,100.29,1.0029,1.00317
1.50625,100.29,1.0029,1.00317
1.506875,100.29,1.0029,1.00317
1.5075,100.29,1.0029,1.00317
1.508125,100.3,1.003,1.00327
1.50875,100.31,1.0031,1.00337
1.509375,100.3,1.003,1.00327
1.51,100.31,1.0031,1.00337
1.510625,100.31,1.0031,1.00337
1.51125,100.31,1.0031,1.00337
1.511875,100.31,1.0031,1.00337
1.5125,100.3,1.003,1.00327
1.513125,100.3,1.003,1.00327
1.51375,100.3,1.003,1.00327
1.514375,100.3,1.003,1.00327
1.515,100.3,1.003,1.00327
1.515625,100.3,1.003,1.00327
1.51625,100.3,1.003,1.00327
1.516875,100.3,1.003,1.00327
1.5175,100.31,1.0031,1.00337
1.518125,100.31,1.0031,1.00337
1.51875,100.31,1.0031,1.00337
1.519375,100.3,1.003,1.00327
1.52,100.31,1.0031,1.00337
1.520625,100.31,1.0031,1.00337
1.52125,100.31,1.0031,1.00337
1.521875,100.31,1.0031,1.00337
1.5225,100.31,1.0031,1.00337
1.523125,100.31,1.0031,1.00337
1.52375,100.31,1.0031,1.00337
1.524375,100.31,1.0031,1.00337
1.525,100.31,1.0031,1.00337
1.525625,100.31,1.0031,1.00337
1.52625,100.31,1.0031,1.00337
1.526875,100.32,1.0032,1.00347
1.5275,100.32,1.0032,1.00347
1.528125,100.32,1.0032,1.00347
1.52875,100.31,1.0031,1.00337
1.529375,100.32,1.0032,1.00347
1.53,100.31,1.0031,1.00337
1.530625,100.32,1.0032,1.00347
1.53125,100.32,1.0032,1.00347
1.531875,100.33,1.0033,1.00357
1.5325,100.33,1.0033,1.00357
1.533125,100.33,1.0033,1.00357
1.53375,100.33,1.0033,1.00357
1.534375,100.33,1.0033,1.00357
1.535,100.33,1.0033,1.00357
1.535625,100.33,1.0033,1.00357
