t,Edp,Eqp,Edpp,Eqpp,Efd1,Efd2,Efd3,Efd4
0.0,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709328,1.0697131267709328,1.0697131267709328
0.01,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709465,1.0697131267709343,1.0697131267709343
0.02,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709517,1.069713126770935,1.069713126770935
0.03,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709536,1.0697131267709352,1.0697131267709352
0.04,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709543,1.0697131267709352,1.0697131267709352
0.05,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709545,1.0697131267709352,1.0697131267709352
0.060000000000000005,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.07,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.08,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.09,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.09999999999999999,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.10999999999999999,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.11999999999999998,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.12999999999999998,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.13999999999999999,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.15,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.16,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.17,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.18000000000000002,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.19000000000000003,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.20000000000000004,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.21000000000000005,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.22000000000000006,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.23000000000000007,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.24000000000000007,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.25000000000000006,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.26000000000000006,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.2700000000000001,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.2800000000000001,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.2900000000000001,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.3000000000000001,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.3100000000000001,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.3200000000000001,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.3300000000000001,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.34000000000000014,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.35000000000000014,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.36000000000000015,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.37000000000000016,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.38000000000000017,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.3900000000000002,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.4000000000000002,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.4100000000000002,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.4200000000000002,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
0.4300000000000002,0.0,0.9493,0.0,0.9493,0.0021394262535419095,1.0697131267709548,1.0697131267709352,1.0697131267709352
