t,UAB,UFD(V),IFD(A)
2.29259,1.008,177.612,588.416
2.29267,1.008,178.223,588.416
2.29275,1.008,178.223,588.416
2.29282,1.008,178.833,588.416
2.2929,1.008,178.833,588.416
2.29298,1.008,179.443,588.416
2.29306,1.008,179.443,587.195
2.29314,1.008,180.054,587.195
2.29322,1.008,180.054,588.416
2.29329,1.008,180.664,588.416
2.29337,1.008,180.664,588.416
2.29345,1.008,181.274,588.416
2.29353,1.008,181.274,588.416
2.29361,1.008,181.274,588.416
2.29368,1.008,181.885,588.416
2.29376,1.007,181.885,588.416
2.29384,1.007,181.885,588.416
2.29392,1.007,182.495,588.416
2.294,1.007,182.495,588.416
2.29407,1.007,182.495,588.416
2.29415,1.007,182.495,588.416
2.29423,1.007,181.885,588.416
2.29431,1.007,181.885,588.416
2.29439,1.007,181.885,588.416
2.29447,1.007,181.885,588.416
2.29454,1.007,181.885,588.416
2.29462,1.007,181.274,588.416
2.2947,1.007,181.274,588.416
2.29478,1.007,180.664,588.416
2.29486,1.007,180.054,588.416
2.29493,1.007,180.054,588.416
2.29501,1.007,178.833,588.416
2.29509,1.007,178.833,588.416
2.29517,1.007,178.223,588.416
2.29525,1.007,177.612,588.416
2.29532,1.007,177.612,588.416
2.2954,1.007,177.002,588.416
2.29548,1.006,177.612,588.416
2.29556,1.006,177.002,588.416
2.29564,1.006,177.002,588.416
2.29572,1.006,177.612,588.416
2.29579,1.006,177.612,588.416
2.29587,1.006,177.612,588.416
2.29595,1.006,177.612,588.416
2.29603,1.006,178.223,588.416
2.29611,1.006,178.223,588.416
2.29618,1.006,178.833,588.416
2.29626,1.006,178.833,588.416
2.29634,1.006,179.443,588.416
2.29642,1.006,179.443,588.416
2.2965,1.006,180.054,588.416
2.29657,1.006,180.054,588.416
2.29665,1.006,180.664,588.416
2.29673,1.006,181.274,588.416
2.29681,1.006,181.274,588.416
2.29689,1.006,181.274,588.416
2.29697,1.006,181.274,588.416
2.29704,1.006,181.885,588.416
2.29712,1.006,181.885,588.416
2.2972,1.006,181.885,588.416
2.29728,1.006,182.495,588.416
2.29736,1.006,182.495,588.416
2.29743,1.006,182.495,588.416
2.29751,1.006,181.885,588.416
2.29759,1.006,182.495,588.416
2.29767,1.006,181.885,588.416
2.29775,1.006,181.885,588.416
2.29782,1.006,181.885,588.416
2.2979,1.006,181.274,588.416
2.29798,1.006,181.274,588.416
2.29806,1.006,180.664,588.416
2.29814,1.006,180.664,588.416
2.29822,1.006,180.054,588.416
2.29829,1.006,179.443,588.416
2.29837,1.006,178.833,588.416
2.29845,1.006,178.223,588.416
2.29853,1.006,178.223,588.416
2.29861,1.006,177.612,588.416
2.29868,1.006,177.002,588.416
2.29876,1.006,177.002,588.416
2.29884,1.006,177.002,588.416
2.29892,1.006,177.002,588.416
2.299,1.006,177.002,588.416
2.29907,1.006,177.002,588.416
2.29915,1.006,177.612,588.416
2.29923,1.006,177.612,588.416
2.29931,1.007,177.612,588.416
2.29939,1.007,178.223,588.416
2.29947,1.007,178.223,588.416
2.29954,1.007,178.833,588.416
2.29962,1.007,178.833,588.416
2.2997,1.007,179.443,588.416
2.29978,1.007,179.443,588.416
2.29986,1.007,180.054,588.416
2.29993,1.007,180.054,588.416
2.30001,1.007,180.664,588.416
2.30009,1.007,180.664,588.416
2.30017,1.007,181.274,588.416
2.30025,1.007,181.274,588.416
2.30032,1.007,181.274,588.416
2.3004,1.007,181.885,588.416
2.30048,1.007,181.885,588.416
2.30056,1.007,181.885,588.416
2.30064,1.007,181.885,588.416
2.30072,1.007,181.885,588.416
2.30079,1.007,181.885,588.416
2.30087,1.007,181.885,588.416
2.30095,1.007,181.885,588.416
2.30103,1.007,181.885,588.416
2.30111,1.007,181.885,588.416
2.30118,1.007,181.274,588.416
2.30126,1.007,181.274,588.416
2.30134,1.007,180.664,588.416
2.30142,1.008,180.664,587.195
2.3015,1.008,180.054,588.416
2.30157,1.008,179.443,588.416
2.30165,1.008,179.443,587.195
2.30173,1.008,178.833,588.416
2.30181,1.008,178.223,588.416
2.30189,1.008,177.612,588.416
2.30197,1.008,177.002,588.416
2.30204,1.008,177.002,588.416
2.30212,1.008,177.002,588.416
2.3022,1.008,177.002,587.195
2.30228,1.008,177.002,587.195
2.30236,1.008,177.002,588.416
2.30243,1.008,177.002,587.195
2.30251,1.008,177.002,587.195
2.30259,1.008,177.002,588.416
2.30267,1.008,177.612,587.195
2.30275,1.008,177.612,587.195
2.30282,1.008,178.223,588.416
2.3029,1.008,178.223,587.195
2.30298,1.008,178.833,587.195
2.30306,1.008,179.443,587.195
2.30314,1.008,179.443,588.416
2.30322,1.007,180.054,587.195
2.30329,1.007,180.054,588.416
2.30337,1.007,180.054,587.195
2.30345,1.007,180.664,587.195
2.30353,1.007,180.664,587.195
2.30361,1.007,181.274,587.195
2.30368,1.007,181.274,587.195
2.30376,1.007,181.274,587.195
2.30384,1.007,181.885,587.195
2.30392,1.007,181.885,588.416
2.304,1.007,181.885,587.195
2.30407,1.007,181.885,588.416
2.30415,1.007,181.885,587.195
2.30423,1.007,181.885,587.195
2.30431,1.007,181.885,587.195
2.30439,1.007,181.274,587.195
2.30447,1.007,181.274,587.195
2.30454,1.007,181.274,587.195
2.30462,1.007,180.664,587.195
2.3047,1.007,180.664,587.195
2.30478,1.007,180.054,587.195
2.30486,1.007,180.054,587.195
2.30493,1.007,179.443,587.195
2.30501,1.007,178.833,587.195
2.30509,1.007,178.223,588.416
2.30517,1.007,177.612,587.195
2.30525,1.007,177.612,587.195
2.30532,1.007,177.002,587.195
2.3054,1.006,177.002,587.195
2.30548,1.006,177.002,587.195
2.30556,1.006,176.392,587.195
2.30564,1.006,177.002,587.195
2.30572,1.006,177.002,587.195
2.30579,1.006,177.002,587.195
2.30587,1.006,177.002,587.195
2.30595,1.006,177.612,587.195
2.30603,1.006,177.612,587.195
2.30611,1.006,178.223,587.195
2.30618,1.006,178.223,587.195
2.30626,1.006,178.833,587.195
2.30634,1.006,178.833,587.195
2.30642,1.006,179.443,587.195
2.3065,1.006,179.443,587.195
2.30657,1.006,180.054,587.195
2.30665,1.006,180.054,587.195
2.30673,1.006,180.664,587.195
2.30681,1.006,180.664,587.195
2.30689,1.006,181.274,587.195
2.30697,1.006,181.274,587.195
2.30704,1.006,181.274,587.195
2.30712,1.006,181.885,587.195
2.3072,1.006,181.885,587.195
2.30728,1.006,181.274,588.416
2.30736,1.006,181.885,588.416
2.30743,1.006,181.885,587.195
2.30751,1.006,181.885,587.195
2.30759,1.006,182.495,587.195
2.30767,1.006,181.885,587.195
2.30775,1.006,181.885,587.195
2.30782,1.006,181.274,587.195
2.3079,1.006,181.274,587.195
2.30798,1.006,180.664,587.195
2.30806,1.006,180.664,587.195
2.30814,1.006,180.054,588.416
2.30822,1.006,179.443,588.416
2.30829,1.006,179.443,587.195
2.30837,1.006,178.833,587.195
2.30845,1.006,178.223,587.195
2.30853,1.006,177.612,587.195
2.30861,1.006,177.612,587.195
2.30868,1.006,177.002,587.195
2.30876,1.006,177.002,587.195
2.30884,1.006,177.002,587.195
2.30892,1.006,177.002,587.195
2.309,1.006,177.002,587.195
2.30907,1.006,177.002,587.195
2.30915,1.006,177.002,588.416
2.30923,1.006,177.612,587.195
2.30931,1.006,177.612,587.195
2.30939,1.006,178.223,587.195
2.30947,1.006,178.223,587.195
2.30954,1.006,178.833,588.416
2.30962,1.006,178.833,587.195
2.3097,1.006,179.443,588.416
2.30978,1.007,179.443,588.416
2.30986,1.007,180.054,587.195
2.30993,1.007,180.664,588.416
2.31001,1.007,180.664,588.416
2.31009,1.007,180.664,588.416
2.31017,1.007,181.274,587.195
2.31025,1.007,181.274,587.195
2.31032,1.007,181.885,587.195
2.3104,1.007,181.885,588.416
2.31048,1.007,181.885,588.416
2.31056,1.007,181.885,588.416
2.31064,1.007,181.885,588.416
2.31072,1.007,182.495,588.416
2.31079,1.007,182.495,588.416
2.31087,1.007,182.495,588.416
2.31095,1.007,182.495,588.416
2.31103,1.007,181.885,588.416
2.31111,1.007,181.885,588.416
2.31118,1.007,181.885,588.416
2.31126,1.007,181.274,588.416
2.31134,1.007,181.274,588.416
2.31142,1.007,180.664,588.416
2.3115,1.007,180.664,588.416
2.31157,1.007,180.054,588.416
2.31165,1.007,179.443,588.416
2.31173,1.007,178.833,588.416
2.31181,1.007,178.223,588.416
2.31189,1.007,178.223,588.416
2.31197,1.007,177.612,588.416
2.31204,1.007,177.612,588.416
2.31212,1.007,177.002,588.416
2.3122,1.007,177.002,587.195
2.31228,1.007,177.002,588.416
2.31236,1.007,177.002,588.416
2.31243,1.007,177.612,588.416
2.31251,1.007,177.612,588.416
2.31259,1.007,177.612,588.416
2.31267,1.007,178.223,588.416
2.31275,1.007,178.223,588.416
2.31282,1.007,178.833,588.416
2.3129,1.007,178.833,588.416
2.31298,1.007,178.833,588.416
2.31306,1.007,179.443,588.416
2.31314,1.007,180.054,588.416
2.31322,1.007,180.054,588.416
2.31329,1.007,180.054,588.416
2.31337,1.007,180.664,588.416
2.31345,1.007,180.664,588.416
2.31353,1.007,181.274,588.416
2.31361,1.007,181.274,588.416
2.31368,1.007,181.274,588.416
2.31376,1.007,181.885,588.416
2.31384,1.007,181.885,588.416
2.31392,1.007,181.885,588.416
2.314,1.007,181.885,588.416
2.31407,1.007,181.885,588.416
2.31415,1.007,181.885,588.416
2.31423,1.007,181.885,588.416
2.31431,1.007,181.885,588.416
2.31439,1.007,181.885,588.416
2.31447,1.007,181.885,588.416
2.31454,1.007,181.885,588.416
2.31462,1.007,181.274,588.416
2.3147,1.007,180.664,588.416
2.31478,1.007,180.664,588.416
2.31486,1.006,180.054,588.416
2.31493,1.006,180.054,588.416
2.31501,1.006,179.443,588.416
2.31509,1.007,178.833,588.416
2.31517,1.006,178.223,588.416
2.31525,1.006,177.612,588.416
2.31532,1.006,177.612,588.416
2.3154,1.006,177.002,588.416
2.31548,1.006,177.002,588.416
2.31556,1.006,177.002,588.416
2.31564,1.006,177.002,588.416
2.31572,1.006,177.002,588.416
2.31579,1.006,177.002,588.416
2.31587,1.006,177.002,588.416
2.31595,1.006,177.612,588.416
2.31603,1.006,177.612,588.416
2.31611,1.006,178.223,588.416
2.31618,1.006,178.223,588.416
2.31626,1.006,178.833,588.416
2.31634,1.006,178.833,588.416
2.31642,1.006,179.443,588.416
2.3165,1.006,179.443,588.416
2.31657,1.006,180.054,588.416
2.31665,1.006,180.054,588.416
2.31673,1.006,180.664,588.416
2.31681,1.006,180.664,588.416
2.31689,1.006,181.274,588.416
2.31697,1.006,181.274,588.416
2.31704,1.006,181.274,588.416
2.31712,1.006,181.885,588.416
2.3172,1.006,181.885,588.416
2.31728,1.006,181.885,588.416
2.31736,1.006,181.885,588.416
2.31743,1.006,181.885,588.416
2.31751,1.006,181.885,588.416
2.31759,1.006,181.885,588.416
2.31767,1.006,181.885,588.416
2.31775,1.006,181.885,588.416
2.31782,1.006,181.274,588.416
2.3179,1.006,181.274,588.416
2.31798,1.006,181.274,588.416
2.31806,1.006,180.664,588.416
2.31814,1.006,180.664,588.416
2.31822,1.006,180.054,588.416
2.31829,1.006,179.443,588.416
2.31837,1.006,178.833,588.416
2.31845,1.006,178.223,588.416
2.31853,1.006,178.223,588.416
2.31861,1.006,177.612,588.416
2.31868,1.006,177.612,588.416
2.31876,1.006,177.002,588.416
2.31884,1.006,177.002,588.416
2.31892,1.006,177.002,588.416
2.319,1.006,177.002,588.416
2.31907,1.006,177.002,588.416
2.31915,1.006,177.002,588.416
2.31923,1.006,177.002,588.416
2.31931,1.006,177.612,588.416
2.31939,1.006,178.223,588.416
2.31947,1.006,178.223,588.416
2.31954,1.006,178.223,588.416
2.31962,1.006,178.833,588.416
2.3197,1.007,178.833,588.416
2.31978,1.007,179.443,588.416
2.31986,1.007,180.054,587.195
2.31993,1.007,180.054,588.416
2.32001,1.007,180.664,588.416
2.32009,1.007,180.664,588.416
2.32017,1.007,180.664,588.416
2.32025,1.007,181.274,588.416
2.32032,1.007,181.274,588.416
2.3204,1.007,181.274,588.416
2.32048,1.007,181.885,587.195
2.32056,1.007,181.885,588.416
2.32064,1.007,181.885,588.416
2.32072,1.007,181.885,587.195
2.32079,1.007,181.885,588.416
2.32087,1.007,181.885,588.416
2.32095,1.007,181.885,588.416
2.32103,1.007,181.885,588.416
2.32111,1.007,181.885,587.195
2.32118,1.007,181.274,588.416
2.32126,1.007,181.274,588.416
2.32134,1.007,180.664,588.416
2.32142,1.007,180.664,588.416
2.3215,1.007,180.054,588.416
2.32157,1.007,180.054,588.416
2.32165,1.007,179.443,588.416
2.32173,1.007,179.443,587.195
2.32181,1.007,178.223,588.416
2.32189,1.007,178.223,588.416
2.32197,1.007,177.612,588.416
2.32204,1.007,177.612,588.416
2.32212,1.007,177.002,588.416
2.3222,1.007,177.002,588.416
2.32228,1.007,177.002,588.416
2.32236,1.007,177.002,587.195
2.32243,1.007,177.002,588.416
2.32251,1.007,177.612,588.416
2.32259,1.007,177.612,588.416
2.32267,1.007,177.612,587.195
2.32275,1.007,178.223,588.416
2.32282,1.007,178.223,588.416
2.3229,1.007,178.833,587.195
2.32298,1.007,178.833,587.195
2.32306,1.007,179.443,587.195
2.32314,1.007,179.443,587.195
2.32322,1.007,180.054,588.416
2.32329,1.007,180.054,587.195
2.32337,1.007,180.664,587.195
2.32345,1.007,180.664,587.195
2.32353,1.007,181.274,587.195
2.32361,1.007,181.274,588.416
2.32368,1.007,181.274,587.195
2.32376,1.007,181.885,587.195
2.32384,1.007,181.885,587.195
2.32392,1.007,181.885,587.195
2.324,1.007,182.495,587.195
2.32407,1.007,181.885,588.416
2.32415,1.007,181.885,587.195
2.32423,1.007,182.495,587.195
2.32431,1.007,181.885,587.195
2.32439,1.007,181.885,587.195
2.32447,1.007,181.885,587.195
2.32454,1.007,181.885,587.195
2.32462,1.007,181.274,587.195
2.3247,1.007,181.274,587.195
2.32478,1.007,180.664,587.195
2.32486,1.007,180.054,587.195
2.32493,1.007,180.054,587.195
2.32501,1.006,179.443,587.195
2.32509,1.007,178.833,587.195
2.32517,1.006,178.223,588.416
2.32525,1.006,177.612,587.195
2.32532,1.006,177.612,587.195
2.3254,1.006,177.612,587.195
2.32548,1.006,177.002,587.195
2.32556,1.006,177.002,587.195
2.32564,1.006,177.002,587.195
2.32572,1.006,177.002,587.195
2.32579,1.006,177.002,587.195
2.32587,1.006,177.612,587.195
2.32595,1.006,177.612,587.195
2.32603,1.006,178.223,587.195
2.32611,1.006,178.223,587.195
2.32618,1.006,178.223,587.195
2.32626,1.006,178.833,587.195
2.32634,1.006,178.833,587.195
2.32642,1.006,179.443,587.195
2.3265,1.006,179.443,587.195
2.32657,1.006,180.054,587.195
2.32665,1.006,180.054,587.195
2.32673,1.006,180.664,587.195
2.32681,1.006,180.664,587.195
2.32689,1.006,181.274,587.195
2.32697,1.006,181.274,587.195
2.32704,1.006,181.885,587.195
2.32712,1.006,181.885,588.416
2.3272,1.006,181.885,587.195
2.32728,1.006,181.885,587.195
2.32736,1.006,181.885,587.195
2.32743,1.006,181.885,587.195
2.32751,1.006,181.885,587.195
2.32759,1.006,181.885,587.195
2.32767,1.006,181.885,587.195
2.32775,1.006,181.885,587.195
2.32782,1.006,181.885,587.195
2.3279,1.006,181.885,587.195
2.32798,1.006,181.274,587.195
2.32806,1.006,180.664,587.195
2.32814,1.006,180.664,587.195
2.32822,1.006,180.054,588.416
2.32829,1.006,179.443,587.195
2.32837,1.006,179.443,588.416
2.32845,1.006,178.833,587.195
2.32853,1.006,178.223,587.195
2.32861,1.006,177.612,588.416
2.32868,1.006,177.612,587.195
2.32876,1.006,177.002,587.195
2.32884,1.006,177.002,587.195
2.32892,1.006,177.002,587.195
2.329,1.006,177.002,587.195
2.32907,1.006,177.002,587.195
2.32915,1.006,177.002,588.416
2.32923,1.006,177.612,587.195
2.32931,1.006,177.612,587.195
2.32939,1.007,177.612,587.195
2.32947,1.007,178.223,587.195
2.32954,1.007,178.223,587.195
2.32962,1.007,178.833,588.416
2.3297,1.007,178.833,587.195
2.32978,1.007,179.443,588.416
2.32986,1.007,179.443,588.416
2.32993,1.007,180.054,588.416
2.33001,1.007,180.054,588.416
2.33009,1.007,180.664,587.195
2.33017,1.007,180.664,588.416
2.33025,1.007,180.664,588.416
2.33032,1.007,181.274,588.416
2.3304,1.007,181.274,588.416
2.33048,1.007,181.274,588.416
2.33056,1.007,181.885,588.416
2.33064,1.007,181.885,588.416
2.33072,1.007,181.885,588.416
2.33079,1.007,181.885,588.416
2.33087,1.007,181.885,588.416
2.33095,1.007,181.885,588.416
2.33103,1.007,181.885,588.416
2.33111,1.007,181.885,587.195
2.33118,1.007,181.274,588.416
2.33126,1.007,181.274,588.416
2.33134,1.007,181.274,588.416
2.33142,1.008,180.664,588.416
2.3315,1.008,180.054,588.416
2.33157,1.008,180.054,588.416
2.33165,1.008,179.443,588.416
2.33173,1.008,179.443,588.416
2.33181,1.008,178.223,588.416
2.33189,1.008,178.223,587.195
2.33197,1.008,177.612,588.416
2.33204,1.008,177.002,588.416
2.33212,1.008,177.002,588.416
2.3322,1.008,177.002,588.416
2.33228,1.008,177.002,588.416
2.33236,1.008,177.002,588.416
2.33243,1.008,177.002,588.416
2.33251,1.008,177.002,588.416
2.33259,1.008,177.002,588.416
2.33267,1.008,177.612,588.416
2.33275,1.008,177.612,588.416
2.33282,1.008,178.223,587.195
2.3329,1.008,178.223,588.416
2.33298,1.008,178.223,588.416
2.33306,1.008,178.833,588.416
2.33314,1.008,179.443,587.195
2.33322,1.008,179.443,588.416
2.33329,1.007,180.054,588.416
2.33337,1.007,180.054,588.416
2.33345,1.007,180.664,588.416
2.33353,1.007,180.664,588.416
2.33361,1.007,180.664,588.416
2.33368,1.007,181.274,588.416
2.33376,1.007,181.274,588.416
2.33384,1.007,181.885,588.416
2.33392,1.007,181.885,588.416
2.334,1.007,181.885,588.416
2.33407,1.007,181.885,588.416
2.33415,1.007,181.885,588.416
2.33423,1.007,181.885,588.416
2.33431,1.007,181.885,588.416
2.33439,1.007,181.274,588.416
2.33447,1.007,181.885,588.416
2.33454,1.007,181.274,588.416
2.33462,1.007,181.274,588.416
2.3347,1.007,180.664,588.416
2.33478,1.007,180.664,588.416
2.33486,1.007,180.664,587.195
2.33493,1.007,179.443,588.416
2.33501,1.007,179.443,588.416
2.33509,1.007,178.833,588.416
2.33517,1.007,178.223,588.416
2.33525,1.006,177.612,588.416
2.33532,1.006,177.612,588.416
2.3354,1.006,177.002,588.416
2.33548,1.006,177.002,587.195
2.33556,1.006,177.002,588.416
2.33564,1.006,177.002,588.416
2.33572,1.006,177.002,588.416
2.33579,1.006,177.002,588.416
2.33587,1.006,177.612,588.416
2.33595,1.006,177.612,588.416
2.33603,1.006,177.612,588.416
2.33611,1.006,177.612,588.416
2.33618,1.006,178.223,588.416
2.33626,1.006,178.223,588.416
2.33634,1.006,178.833,588.416
2.33642,1.006,179.443,588.416
2.3365,1.006,179.443,588.416
2.33657,1.006,179.443,588.416
2.33665,1.006,180.054,588.416
2.33673,1.006,180.054,588.416
2.33681,1.006,180.664,588.416
2.33689,1.006,180.664,588.416
2.33697,1.006,181.274,588.416
2.33704,1.006,181.274,588.416
2.33712,1.006,181.885,588.416
2.3372,1.006,181.885,588.416
2.33728,1.006,181.885,588.416
2.33736,1.006,181.885,588.416
2.33743,1.006,181.885,588.416
2.33751,1.006,181.885,588.416
2.33759,1.006,181.885,588.416
2.33767,1.006,181.885,588.416
2.33775,1.006,181.885,588.416
2.33782,1.006,181.885,588.416
2.3379,1.006,181.274,588.416
2.33798,1.006,181.274,588.416
2.33806,1.006,180.664,588.416
2.33814,1.006,180.664,588.416
2.33822,1.006,180.054,588.416
2.33829,1.006,179.443,588.416
2.33837,1.006,179.443,588.416
2.33845,1.006,178.833,588.416
2.33853,1.006,178.223,588.416
2.33861,1.006,177.612,588.416
2.33868,1.006,177.612,588.416
2.33876,1.006,177.002,588.416
2.33884,1.006,177.002,588.416
2.33892,1.006,177.002,588.416
2.339,1.006,177.002,588.416
2.33907,1.006,177.002,588.416
2.33915,1.006,177.612,588.416
2.33923,1.006,177.612,588.416
2.33931,1.007,177.612,588.416
2.33939,1.007,177.612,588.416
2.33947,1.007,178.223,588.416
2.33954,1.007,178.833,588.416
2.33962,1.007,178.833,588.416
2.3397,1.007,179.443,588.416
2.33978,1.007,179.443,588.416
2.33986,1.007,179.443,588.416
2.33993,1.007,180.054,588.416
2.34001,1.007,180.664,587.195
2.34009,1.007,180.664,588.416
2.34017,1.007,181.274,588.416
2.34025,1.007,181.274,588.416
2.34032,1.007,181.274,588.416
2.3404,1.007,181.885,588.416
2.34048,1.007,181.885,588.416
2.34056,1.007,181.885,588.416
2.34064,1.007,182.495,588.416
2.34072,1.007,182.495,588.416
2.34079,1.007,182.495,588.416
2.34087,1.007,182.495,588.416
2.34095,1.007,182.495,588.416
2.34103,1.007,181.885,588.416
2.34111,1.007,181.885,588.416
2.34118,1.007,181.885,588.416
2.34126,1.007,181.885,587.195
2.34134,1.007,181.274,587.195
2.34142,1.008,180.664,588.416
2.3415,1.008,180.664,588.416
2.34157,1.008,180.054,588.416
2.34165,1.008,180.054,588.416
2.34173,1.008,179.443,588.416
2.34181,1.008,178.833,588.416
2.34189,1.008,178.223,588.416
2.34197,1.008,177.612,588.416
2.34204,1.008,177.612,588.416
2.34212,1.008,177.612,587.195
2.3422,1.008,177.002,588.416
2.34228,1.008,177.002,587.195
2.34236,1.008,177.002,588.416
2.34243,1.008,177.002,588.416
2.34251,1.008,177.612,587.195
2.34259,1.008,177.612,587.195
2.34267,1.008,177.612,587.195
2.34275,1.008,178.223,587.195
2.34282,1.008,178.223,588.416
2.3429,1.008,178.833,588.416
2.34298,1.008,178.833,587.195
2.34306,1.008,179.443,587.195
2.34314,1.008,179.443,587.195
2.34322,1.008,180.054,587.195
2.34329,1.008,180.054,588.416
2.34337,1.007,180.664,587.195
2.34345,1.007,180.664,587.195
2.34353,1.007,181.274,588.416
2.34361,1.007,181.274,587.195
2.34368,1.007,181.274,587.195
2.34376,1.007,181.885,587.195
2.34384,1.007,181.885,587.195
2.34392,1.007,181.885,587.195
2.344,1.007,181.885,587.195
2.34407,1.007,181.885,588.416
2.34415,1.007,181.885,587.195
2.34423,1.007,182.495,587.195
2.34431,1.007,181.885,587.195
2.34439,1.007,181.885,587.195
2.34447,1.007,181.885,587.195
2.34454,1.007,181.885,587.195
2.34462,1.007,181.885,587.195
2.3447,1.007,181.274,587.195
2.34478,1.007,180.664,588.416
2.34486,1.007,180.664,587.195
2.34493,1.007,180.054,587.195
2.34501,1.007,179.443,587.195
2.34509,1.007,178.833,587.195
2.34517,1.007,178.833,587.195
2.34525,1.006,178.223,587.195
2.34532,1.006,177.612,587.195
2.3454,1.006,177.612,588.416
2.34548,1.006,177.002,587.195
2.34556,1.006,177.002,587.195
2.34564,1.006,177.002,587.195
2.34572,1.006,177.002,588.416
2.34579,1.006,177.002,587.195
2.34587,1.006,177.612,587.195
2.34595,1.006,177.612,587.195
2.34603,1.006,177.612,587.195
2.34611,1.006,178.223,587.195
2.34618,1.006,178.223,587.195
2.34626,1.006,178.223,587.195
2.34634,1.006,178.833,587.195
2.34642,1.006,178.833,587.195
2.3465,1.006,179.443,587.195
2.34657,1.006,180.054,587.195
2.34665,1.006,180.054,587.195
2.34673,1.006,180.054,587.195
2.34681,1.006,180.664,587.195
2.34689,1.006,180.664,587.195
2.34697,1.006,181.274,587.195
2.34704,1.006,181.274,587.195
2.34712,1.006,181.274,587.195
2.3472,1.006,181.885,587.195
2.34728,1.006,181.885,587.195
2.34736,1.006,181.885,587.195
2.34743,1.006,181.885,587.195
2.34751,1.006,181.885,587.195
2.34759,1.006,181.885,587.195
2.34767,1.006,181.885,587.195
2.34775,1.006,181.885,587.195
2.34782,1.006,181.885,587.195
2.3479,1.006,181.885,587.195
2.34798,1.006,181.274,587.195
2.34806,1.006,180.664,587.195
2.34814,1.006,180.664,587.195
2.34822,1.006,180.054,587.195
2.34829,1.006,180.054,587.195
2.34837,1.006,179.443,588.416
2.34845,1.006,178.833,587.195
2.34853,1.006,178.223,587.195
2.34861,1.006,177.612,587.195
2.34868,1.006,177.612,587.195
2.34876,1.006,177.002,588.416
2.34884,1.006,177.002,587.195
2.34892,1.006,177.002,587.195
2.349,1.006,177.002,588.416
2.34907,1.006,177.002,588.416
2.34915,1.006,177.002,587.195
2.34923,1.006,177.002,587.195
2.34931,1.006,177.612,587.195
2.34939,1.006,177.612,588.416
2.34947,1.006,177.612,587.195
2.34954,1.006,178.223,587.195
2.34962,1.006,178.223,587.195
2.3497,1.007,178.833,587.195
2.34978,1.007,179.443,587.195
2.34986,1.007,179.443,587.195
2.34993,1.007,180.054,587.195
2.35001,1.007,180.054,587.195
2.35009,1.007,180.664,587.195
2.35017,1.007,180.664,587.195
2.35025,1.007,181.274,588.416
2.35032,1.007,181.274,588.416
2.3504,1.007,181.274,588.416
2.35048,1.007,181.274,587.195
2.35056,1.007,181.885,587.195
2.35064,1.007,181.885,588.416
2.35072,1.007,181.885,588.416
2.35079,1.007,181.885,588.416
2.35087,1.007,181.885,588.416
2.35095,1.007,181.885,588.416
2.35103,1.007,181.885,587.195
2.35111,1.007,181.885,588.416
2.35118,1.007,181.885,588.416
2.35126,1.007,181.885,588.416
2.35134,1.007,181.274,588.416
2.35142,1.007,180.664,588.416
2.3515,1.007,180.664,588.416
2.35157,1.007,180.054,588.416
2.35165,1.007,179.443,588.416
2.35173,1.007,179.443,588.416
2.35181,1.007,178.833,588.416
2.35189,1.007,178.223,588.416
2.35197,1.007,177.612,588.416
2.35204,1.007,177.612,588.416
2.35212,1.007,177.002,588.416
2.3522,1.007,177.002,588.416
2.35228,1.007,177.002,588.416
2.35236,1.007,177.002,588.416
2.35243,1.007,177.002,588.416
2.35251,1.007,177.002,587.195
2.35259,1.007,177.612,588.416
2.35267,1.007,177.612,588.416
2.35275,1.007,177.612,588.416
2.35282,1.007,178.223,588.416
2.3529,1.007,178.223,588.416
2.35298,1.007,178.833,588.416
2.35306,1.007,179.443,588.416
2.35314,1.007,179.443,588.416
2.35322,1.007,179.443,587.195
2.35329,1.007,180.054,587.195
2.35337,1.007,180.664,588.416
2.35345,1.007,180.664,588.416
2.35353,1.007,180.664,588.416
2.35361,1.007,181.274,588.416
2.35368,1.007,181.274,588.416
2.35376,1.007,181.274,588.416
2.35384,1.007,181.885,588.416
2.35392,1.007,181.885,588.416
2.354,1.007,181.885,588.416
2.35407,1.007,181.885,588.416
2.35415,1.007,181.885,588.416
2.35423,1.007,181.885,588.416
2.35431,1.007,181.885,588.416
2.35439,1.007,181.885,588.416
2.35447,1.007,181.885,588.416
2.35454,1.007,181.885,588.416
2.35462,1.007,181.274,588.416
2.3547,1.007,181.274,588.416
2.35478,1.007,180.664,588.416
2.35486,1.007,180.664,588.416
2.35493,1.007,180.054,588.416
2.35501,1.006,179.443,588.416
2.35509,1.006,179.443,588.416
2.35517,1.007,178.833,588.416
2.35525,1.007,178.223,588.416
2.35532,1.007,177.612,588.416
2.3554,1.006,177.612,588.416
2.35548,1.006,177.002,588.416
2.35556,1.006,177.002,588.416
2.35564,1.006,177.002,588.416
2.35572,1.006,177.002,588.416
2.35579,1.006,177.002,588.416
2.35587,1.006,177.002,588.416
2.35595,1.006,177.612,588.416
2.35603,1.006,177.612,588.416
2.35611,1.006,178.223,588.416
2.35618,1.006,178.223,588.416
2.35626,1.006,178.223,588.416
2.35634,1.006,178.833,588.416
2.35642,1.006,178.833,588.416
2.3565,1.006,179.443,588.416
2.35657,1.006,180.054,588.416
2.35665,1.006,180.054,588.416
2.35673,1.006,180.664,588.416
2.35681,1.006,180.664,588.416
