t,UAB,UFD(V),IFD(A)
0.21758,0.956,165.405,533.481
0.21766,0.956,165.405,532.26
0.21774,0.956,165.405,532.26
0.21781,0.956,165.405,533.481
0.21789,0.956,164.795,532.26
0.21797,0.956,164.795,532.26
0.21805,0.956,164.185,532.26
0.21813,0.956,164.185,532.26
0.2182,0.956,163.574,532.26
0.21828,0.956,162.964,532.26
0.21836,0.956,162.354,532.26
0.21844,0.956,162.354,532.26
0.21852,0.956,161.743,532.26
0.21859,0.956,161.133,532.26
0.21867,0.956,161.133,532.26
0.21875,0.956,161.133,532.26
0.21883,0.956,161.133,532.26
0.21891,0.956,161.133,532.26
0.21899,0.956,161.133,532.26
0.21906,0.956,161.133,532.26
0.21914,0.956,161.133,532.26
0.21922,0.956,161.133,532.26
0.2193,0.956,161.743,532.26
0.21938,0.956,162.354,532.26
0.21945,0.956,162.354,532.26
0.21953,0.956,162.354,532.26
0.21961,0.956,162.964,532.26
0.21969,0.956,162.964,532.26
0.21977,0.956,163.574,532.26
0.21984,0.956,163.574,532.26
0.21992,0.956,164.185,532.26
0.22,0.956,164.185,532.26
0.22008,0.956,164.795,532.26
0.22016,0.956,164.795,532.26
0.22024,0.956,164.795,532.26
0.22031,0.956,165.405,532.26
0.22039,0.956,165.405,532.26
0.22047,0.956,165.405,532.26
0.22055,0.956,166.016,532.26
0.22063,0.956,166.016,532.26
0.2207,0.956,166.016,532.26
0.22078,0.956,166.016,532.26
0.22086,0.956,166.016,532.26
0.22094,0.956,166.016,532.26
0.22102,0.956,165.405,532.26
0.22109,0.956,165.405,532.26
0.22117,0.956,165.405,532.26
0.22125,0.956,165.405,532.26
0.22133,0.956,164.795,532.26
0.22141,0.956,164.795,532.26
0.22149,0.956,164.185,532.26
0.22156,0.955,163.574,532.26
0.22164,0.955,162.964,532.26
0.22172,0.956,162.964,532.26
0.2218,0.955,162.354,532.26
0.22188,0.955,161.743,532.26
0.22195,0.955,161.743,532.26
0.22203,0.955,161.133,532.26
0.22211,0.955,161.133,532.26
0.22219,0.955,161.133,532.26
0.22227,0.955,161.133,532.26
0.22234,0.955,161.133,532.26
0.22242,0.955,161.133,532.26
0.2225,0.955,161.743,532.26
0.22258,0.955,161.743,532.26
0.22266,0.955,161.743,532.26
0.22274,0.955,161.743,532.26
0.22281,0.955,162.354,532.26
0.22289,0.955,162.354,532.26
0.22297,0.955,162.964,532.26
0.22305,0.955,162.964,532.26
0.22313,0.955,163.574,532.26
0.2232,0.955,164.185,532.26
0.22328,0.955,164.185,532.26
0.22336,0.955,164.795,532.26
0.22344,0.955,164.795,532.26
0.22352,0.955,164.795,532.26
0.22359,0.955,165.405,532.26
0.22367,0.955,165.405,532.26
0.22375,0.955,165.405,532.26
0.22383,0.955,165.405,532.26
0.22391,0.955,166.016,532.26
0.22399,0.955,165.405,532.26
0.22406,0.955,166.016,532.26
0.22414,0.955,166.016,532.26
0.22422,0.955,166.016,532.26
0.2243,0.955,166.016,532.26
0.22438,0.955,166.016,532.26
0.22445,0.955,165.405,532.26
0.22453,0.955,165.405,532.26
0.22461,0.955,165.405,532.26
0.22469,0.955,164.795,532.26
0.22477,0.955,164.185,532.26
0.22484,0.955,164.185,532.26
0.22492,0.955,163.574,532.26
0.225,0.955,162.964,532.26
0.22508,0.955,162.354,532.26
0.22516,0.955,161.743,532.26
0.22524,0.955,161.743,532.26
0.22531,0.955,161.743,532.26
0.22539,0.955,161.133,532.26
0.22547,0.955,161.133,532.26
0.22555,0.955,161.133,532.26
0.22563,0.955,161.133,532.26
0.2257,0.955,161.133,532.26
0.22578,0.955,161.133,532.26
0.22586,0.955,161.133,532.26
0.22594,0.955,161.743,532.26
0.22602,0.956,161.743,532.26
0.22609,0.956,161.743,532.26
0.22617,0.956,162.354,532.26
0.22625,0.956,162.964,532.26
0.22633,0.956,162.964,532.26
0.22641,0.956,163.574,532.26
0.22649,0.956,163.574,532.26
0.22656,0.956,163.574,532.26
0.22664,0.956,164.185,532.26
0.22672,0.956,164.795,532.26
0.2268,0.956,164.795,532.26
0.22688,0.956,164.795,532.26
0.22695,0.956,165.405,532.26
0.22703,0.956,165.405,532.26
0.22711,0.956,165.405,532.26
0.22719,0.956,165.405,532.26
0.22727,0.956,166.016,532.26
0.22734,0.956,166.016,533.481
0.22742,0.956,166.016,532.26
0.2275,0.956,166.016,532.26
0.22758,0.956,166.016,532.26
0.22766,0.956,166.016,532.26
0.22774,0.956,165.405,533.481
0.22781,0.956,165.405,533.481
0.22789,0.956,165.405,532.26
0.22797,0.956,164.795,533.481
0.22805,0.956,164.795,532.26
0.22813,0.956,164.185,533.481
0.2282,0.956,163.574,532.26
0.22828,0.956,163.574,533.481
0.22836,0.956,162.964,533.481
0.22844,0.956,162.354,533.481
0.22852,0.956,161.743,532.26
0.22859,0.956,161.743,532.26
0.22867,0.956,161.133,532.26
0.22875,0.956,161.133,532.26
0.22883,0.956,160.523,532.26
0.22891,0.956,160.523,532.26
0.22899,0.956,160.523,532.26
0.22906,0.956,161.133,532.26
0.22914,0.956,161.133,532.26
0.22922,0.956,161.133,532.26
0.2293,0.956,161.133,532.26
0.22938,0.956,161.743,532.26
0.22945,0.956,161.743,532.26
0.22953,0.956,162.354,532.26
0.22961,0.956,162.354,532.26
0.22969,0.956,162.964,533.481
0.22977,0.956,162.964,532.26
0.22984,0.956,163.574,532.26
0.22992,0.956,163.574,532.26
0.23,0.956,164.185,532.26
0.23008,0.956,164.185,532.26
0.23016,0.956,164.185,532.26
0.23024,0.956,164.795,533.481
0.23031,0.956,164.795,532.26
0.23039,0.956,165.405,532.26
0.23047,0.956,165.405,532.26
0.23055,0.956,165.405,533.481
0.23063,0.956,165.405,532.26
0.2307,0.956,165.405,532.26
0.23078,0.956,165.405,532.26
0.23086,0.956,165.405,532.26
0.23094,0.956,165.405,532.26
0.23102,0.956,165.405,533.481
0.23109,0.956,165.405,533.481
0.23117,0.956,164.795,532.26
0.23125,0.956,164.795,532.26
0.23133,0.956,164.795,533.481
0.23141,0.956,164.185,532.26
0.23149,0.956,163.574,533.481
0.23156,0.956,163.574,533.481
0.23164,0.956,162.964,533.481
0.23172,0.956,162.354,533.481
0.2318,0.955,161.743,533.481
0.23188,0.955,161.743,532.26
0.23195,0.955,161.133,533.481
0.23203,0.955,161.133,533.481
0.23211,0.955,161.133,532.26
0.23219,0.955,160.523,533.481
0.23227,0.955,160.523,532.26
0.23234,0.955,160.523,532.26
0.23242,0.955,161.133,533.481
0.2325,0.955,161.133,533.481
0.23258,0.955,161.133,533.481
0.23266,0.955,161.133,532.26
0.23274,0.955,161.743,533.481
0.23281,0.955,161.743,532.26
0.23289,0.955,162.354,532.26
0.23297,0.955,162.354,532.26
0.23305,0.955,162.964,532.26
0.23313,0.955,162.964,532.26
0.2332,0.955,163.574,532.26
0.23328,0.955,163.574,533.481
0.23336,0.955,164.185,533.481
0.23344,0.955,164.185,532.26
0.23352,0.955,164.795,533.481
0.23359,0.955,164.795,533.481
0.23367,0.955,164.795,533.481
0.23375,0.955,165.405,533.481
0.23383,0.955,165.405,533.481
0.23391,0.955,165.405,532.26
0.23399,0.955,165.405,532.26
0.23406,0.955,166.016,532.26
0.23414,0.955,165.405,532.26
0.23422,0.955,165.405,532.26
0.2343,0.955,165.405,532.26
0.23438,0.955,165.405,533.481
0.23445,0.955,164.795,533.481
0.23453,0.955,164.795,532.26
0.23461,0.955,164.795,533.481
0.23469,0.955,164.185,532.26
0.23477,0.955,164.185,532.26
0.23484,0.955,163.574,533.481
0.23492,0.955,162.964,532.26
0.235,0.955,162.354,533.481
0.23508,0.955,162.354,533.481
0.23516,0.955,161.743,532.26
0.23524,0.955,161.133,533.481
0.23531,0.955,161.133,532.26
0.23539,0.955,161.133,532.26
0.23547,0.955,160.523,532.26
0.23555,0.955,160.523,532.26
0.23563,0.955,160.523,533.481
0.2357,0.955,161.133,532.26
0.23578,0.956,161.133,532.26
0.23586,0.956,161.133,532.26
0.23594,0.956,161.133,532.26
0.23602,0.956,161.743,532.26
0.23609,0.956,161.743,532.26
0.23617,0.956,161.743,532.26
0.23625,0.956,162.354,532.26
0.23633,0.956,162.964,533.481
0.23641,0.956,162.964,532.26
0.23649,0.956,163.574,532.26
0.23656,0.956,163.574,532.26
0.23664,0.956,163.574,533.481
0.23672,0.956,164.185,532.26
0.2368,0.956,164.795,532.26
0.23688,0.956,164.795,533.481
0.23695,0.956,164.795,532.26
0.23703,0.956,165.405,532.26
0.23711,0.956,165.405,533.481
0.23719,0.956,165.405,532.26
0.23727,0.956,165.405,533.481
0.23734,0.956,165.405,532.26
0.23742,0.956,166.016,532.26
0.2375,0.956,166.016,532.26
0.23758,0.956,166.016,532.26
0.23766,0.956,165.405,532.26
0.23774,0.956,165.405,533.481
0.23781,0.956,165.405,532.26
0.23789,0.956,165.405,532.26
0.23797,0.956,164.795,532.26
0.23805,0.956,164.795,532.26
0.23813,0.957,164.185,532.26
0.2382,0.957,163.574,532.26
0.23828,0.957,163.574,532.26
0.23836,0.957,162.964,532.26
0.23844,0.957,162.354,533.481
0.23852,0.957,161.743,532.26
0.23859,0.957,161.133,532.26
0.23867,0.957,161.133,532.26
0.23875,0.957,161.133,533.481
0.23883,0.957,161.133,532.26
0.23891,0.957,161.133,532.26
0.23899,0.957,161.133,532.26
0.23906,0.957,161.133,532.26
0.23914,0.957,161.133,532.26
0.23922,0.957,161.133,532.26
0.2393,0.957,161.743,532.26
0.23938,0.957,161.743,532.26
0.23945,0.957,162.354,532.26
0.23953,0.957,162.354,532.26
0.23961,0.957,162.354,532.26
0.23969,0.957,162.964,532.26
0.23977,0.957,163.574,532.26
0.23984,0.956,163.574,532.26
0.23992,0.956,164.185,532.26
0.24,0.956,164.185,532.26
0.24008,0.956,164.185,532.26
0.24016,0.956,164.795,532.26
0.24024,0.956,164.795,532.26
0.24031,0.956,165.405,532.26
0.24039,0.956,165.405,532.26
0.24047,0.956,165.405,532.26
0.24055,0.956,165.405,532.26
0.24063,0.956,166.016,532.26
0.2407,0.956,166.016,532.26
0.24078,0.956,166.016,532.26
0.24086,0.956,166.016,532.26
0.24094,0.956,166.016,532.26
0.24102,0.956,165.405,532.26
0.24109,0.956,165.405,532.26
0.24117,0.956,165.405,532.26
0.24125,0.956,165.405,532.26
0.24133,0.956,164.795,532.26
0.24141,0.956,164.185,532.26
0.24149,0.956,164.185,532.26
0.24156,0.956,163.574,532.26
0.24164,0.956,163.574,532.26
0.24172,0.956,162.964,532.26
0.2418,0.956,162.354,532.26
0.24188,0.956,161.743,532.26
0.24195,0.956,161.133,532.26
0.24203,0.955,161.133,532.26
0.24211,0.955,161.133,532.26
0.24219,0.955,161.133,532.26
0.24227,0.955,161.133,532.26
0.24235,0.955,161.133,532.26
0.24242,0.955,161.133,532.26
0.2425,0.955,161.133,532.26
0.24258,0.955,161.133,532.26
0.24266,0.955,161.743,532.26
0.24274,0.955,161.743,532.26
0.24281,0.955,162.354,532.26
0.24289,0.955,162.354,532.26
0.24297,0.955,162.964,532.26
0.24305,0.955,162.964,532.26
0.24313,0.955,162.964,532.26
0.2432,0.955,163.574,532.26
0.24328,0.955,164.185,532.26
0.24336,0.955,164.185,532.26
0.24344,0.955,164.185,532.26
0.24352,0.955,164.795,532.26
0.2436,0.955,164.795,532.26
0.24367,0.955,165.405,532.26
0.24375,0.955,165.405,532.26
0.24383,0.955,165.405,532.26
0.24391,0.955,165.405,532.26
0.24399,0.955,165.405,532.26
0.24406,0.955,165.405,532.26
0.24414,0.955,165.405,532.26
0.24422,0.955,165.405,532.26
0.2443,0.955,165.405,532.26
0.24438,0.955,165.405,532.26
0.24445,0.955,165.405,532.26
0.24453,0.955,165.405,532.26
0.24461,0.955,164.795,532.26
0.24469,0.955,164.795,532.26
0.24477,0.955,164.185,532.26
0.24485,0.955,164.185,532.26
0.24492,0.955,163.574,532.26
0.245,0.955,162.964,532.26
0.24508,0.955,162.354,532.26
0.24516,0.955,162.354,532.26
0.24524,0.955,161.743,532.26
0.24531,0.955,161.133,532.26
0.24539,0.955,161.133,532.26
0.24547,0.955,161.133,532.26
0.24555,0.955,161.133,532.26
0.24563,0.955,160.523,532.26
0.2457,0.955,161.133,532.26
0.24578,0.955,161.133,532.26
0.24586,0.955,161.133,532.26
0.24594,0.956,161.133,532.26
0.24602,0.956,161.743,532.26
0.2461,0.956,161.743,532.26
0.24617,0.956,162.354,532.26
0.24625,0.956,162.354,532.26
0.24633,0.956,162.354,532.26
0.24641,0.956,162.964,532.26
0.24649,0.956,163.574,532.26
0.24656,0.956,163.574,532.26
0.24664,0.956,163.574,532.26
0.24672,0.956,164.185,532.26
0.2468,0.956,164.185,532.26
0.24688,0.956,164.795,532.26
0.24695,0.956,164.795,532.26
0.24703,0.956,164.795,532.26
0.24711,0.956,164.795,532.26
0.24719,0.956,165.405,533.481
0.24727,0.956,165.405,532.26
0.24735,0.956,165.405,532.26
0.24742,0.956,166.016,532.26
0.2475,0.956,165.405,532.26
0.24758,0.956,165.405,532.26
0.24766,0.956,165.405,532.26
0.24774,0.956,165.405,532.26
0.24781,0.956,165.405,532.26
0.24789,0.956,165.405,532.26
0.24797,0.956,164.795,532.26
0.24805,0.956,164.185,532.26
0.24813,0.956,164.185,532.26
0.2482,0.956,163.574,532.26
0.24828,0.956,163.574,532.26
0.24836,0.956,162.964,533.481
0.24844,0.956,162.354,532.26
0.24852,0.956,161.743,532.26
0.2486,0.956,161.743,532.26
0.24867,0.956,161.133,532.26
0.24875,0.957,161.133,532.26
0.24883,0.957,161.133,532.26
0.24891,0.957,161.133,532.26
0.24899,0.957,161.133,533.481
0.24906,0.957,161.133,532.26
0.24914,0.957,161.133,532.26
0.24922,0.957,161.133,533.481
0.2493,0.956,161.743,532.26
0.24938,0.956,161.743,532.26
0.24945,0.956,161.743,532.26
0.24953,0.956,162.354,532.26
0.24961,0.956,162.354,532.26
0.24969,0.956,162.964,533.481
0.24977,0.956,162.964,532.26
0.24985,0.956,163.574,532.26
0.24992,0.956,163.574,532.26
0.25,0.956,164.185,532.26
0.25008,0.956,164.185,532.26
0.25016,0.956,164.795,532.26
0.25024,0.956,164.795,532.26
0.25031,0.956,164.795,533.481
0.25039,0.956,165.405,532.26
0.25047,0.956,165.405,533.481
0.25055,0.956,165.405,533.481
0.25063,0.956,166.016,532.26
0.2507,0.956,166.016,533.481
0.25078,0.956,166.016,533.481
0.25086,0.956,166.016,533.481
0.25094,0.956,166.016,533.481
0.25102,0.956,165.405,532.26
0.2511,0.956,165.405,533.481
0.25117,0.956,165.405,533.481
0.25125,0.956,164.795,533.481
0.25133,0.956,164.795,533.481
0.25141,0.956,164.795,533.481
0.25149,0.956,164.185,533.481
0.25156,0.956,163.574,533.481
0.25164,0.956,163.574,532.26
0.25172,0.956,162.964,533.481
0.2518,0.956,162.354,532.26
0.25188,0.955,161.743,533.481
0.25195,0.955,161.743,532.26
0.25203,0.955,161.133,532.26
0.25211,0.955,161.133,532.26
0.25219,0.955,161.133,533.481
0.25227,0.955,161.133,533.481
0.25235,0.955,161.133,533.481
0.25242,0.955,161.133,532.26
0.2525,0.955,161.133,532.26
0.25258,0.955,161.133,532.26
0.25266,0.955,161.743,532.26
0.25274,0.955,161.743,533.481
0.25281,0.955,161.743,532.26
0.25289,0.955,162.354,532.26
0.25297,0.955,162.354,533.481
0.25305,0.955,162.964,532.26
0.25313,0.955,162.964,532.26
0.2532,0.955,163.574,532.26
0.25328,0.955,163.574,532.26
0.25336,0.955,164.185,532.26
0.25344,0.955,164.185,533.481
0.25352,0.955,164.795,532.26
0.2536,0.955,164.795,533.481
0.25367,0.955,164.795,532.26
0.25375,0.955,165.405,532.26
0.25383,0.955,165.405,532.26
0.25391,0.955,165.405,532.26
0.25399,0.955,166.016,532.26
0.25406,0.955,165.405,532.26
0.25414,0.955,166.016,532.26
0.25422,0.955,166.016,532.26
0.2543,0.955,165.405,533.481
0.25438,0.955,165.405,533.481
0.25445,0.955,165.405,533.481
0.25453,0.955,165.405,533.481
0.25461,0.955,165.405,532.26
0.25469,0.955,164.795,532.26
0.25477,0.955,164.185,533.481
0.25485,0.955,164.185,532.26
0.25492,0.955,163.574,533.481
0.255,0.955,162.964,533.481
0.25508,0.955,162.964,533.481
0.25516,0.955,162.354,533.481
0.25524,0.955,161.743,532.26
0.25531,0.955,161.743,533.481
0.25539,0.955,161.133,532.26
0.25547,0.955,160.523,533.481
0.25555,0.955,161.133,533.481
0.25563,0.955,161.133,532.26
0.2557,0.955,161.133,532.26
0.25578,0.955,161.133,532.26
0.25586,0.955,161.133,532.26
0.25594,0.955,161.133,532.26
0.25602,0.955,161.743,532.26
0.2561,0.955,161.743,532.26
0.25617,0.955,162.354,532.26
0.25625,0.955,162.354,532.26
0.25633,0.955,162.964,533.481
0.25641,0.955,162.964,532.26
0.25649,0.955,163.574,533.481
0.25656,0.955,163.574,533.481
0.25664,0.956,163.574,532.26
0.25672,0.956,164.185,532.26
0.2568,0.956,164.185,532.26
0.25688,0.956,164.795,532.26
0.25695,0.956,164.795,532.26
0.25703,0.956,164.795,532.26
0.25711,0.956,165.405,532.26
0.25719,0.956,165.405,532.26
0.25727,0.956,165.405,532.26
0.25735,0.956,165.405,532.26
0.25742,0.956,166.016,532.26
0.2575,0.956,166.016,532.26
0.25758,0.956,166.016,532.26
0.25766,0.956,165.405,532.26
0.25774,0.956,165.405,532.26
0.25781,0.956,165.405,532.26
0.25789,0.956,165.405,532.26
0.25797,0.956,164.795,532.26
0.25805,0.956,164.795,532.26
0.25813,0.956,164.185,532.26
0.2582,0.956,163.574,532.26
0.25828,0.956,163.574,532.26
0.25836,0.956,162.964,532.26
0.25844,0.956,162.354,532.26
0.25852,0.956,162.354,533.481
0.2586,0.956,161.743,532.26
0.25867,0.956,161.133,532.26
0.25875,0.956,160.523,532.26
0.25883,0.956,161.133,532.26
0.25891,0.956,161.133,532.26
0.25899,0.956,160.523,532.26
0.25906,0.956,160.523,532.26
0.25914,0.956,161.133,532.26
0.25922,0.956,161.133,532.26
0.2593,0.956,161.133,532.26
0.25938,0.956,161.133,532.26
0.25945,0.956,161.743,532.26
0.25953,0.956,161.743,532.26
0.25961,0.956,162.354,532.26
0.25969,0.956,162.354,532.26
0.25977,0.956,162.964,532.26
0.25985,0.956,162.964,532.26
0.25992,0.956,163.574,532.26
0.26,0.956,163.574,532.26
0.26008,0.956,164.185,532.26
0.26016,0.956,164.185,532.26
0.26024,0.956,164.795,532.26
0.26031,0.956,164.795,532.26
0.26039,0.956,164.795,532.26
0.26047,0.956,165.405,532.26
0.26055,0.956,165.405,532.26
0.26063,0.956,165.405,532.26
0.2607,0.956,165.405,532.26
0.26078,0.956,165.405,532.26
0.26086,0.956,165.405,532.26
0.26094,0.956,165.405,532.26
0.26102,0.956,165.405,532.26
0.2611,0.956,165.405,532.26
0.26117,0.956,165.405,532.26
0.26125,0.956,164.795,532.26
0.26133,0.956,164.795,532.26
0.26141,0.955,164.185,532.26
0.26149,0.955,164.185,532.26
0.26156,0.955,163.574,532.26
0.26164,0.955,162.964,532.26
0.26172,0.955,162.964,532.26
0.2618,0.956,162.354,532.26
0.26188,0.955,161.743,532.26
0.26195,0.955,161.743,532.26
0.26203,0.955,161.133,532.26
0.26211,0.955,161.133,532.26
0.26219,0.955,160.523,532.26
0.26227,0.955,160.523,532.26
0.26235,0.955,160.523,532.26
0.26242,0.955,160.523,532.26
0.2625,0.955,161.133,532.26
0.26258,0.955,161.133,532.26
0.26266,0.955,161.133,532.26
0.26274,0.955,161.133,532.26
0.26281,0.955,161.743,532.26
0.26289,0.955,161.743,532.26
0.26297,0.955,162.354,532.26
0.26305,0.955,162.354,532.26
0.26313,0.955,162.964,532.26
0.2632,0.955,162.964,532.26
0.26328,0.955,163.574,532.26
0.26336,0.955,163.574,532.26
0.26344,0.955,164.185,532.26
0.26352,0.955,164.185,532.26
0.2636,0.955,164.795,532.26
0.26367,0.955,164.795,532.26
0.26375,0.955,164.795,532.26
0.26383,0.955,165.405,532.26
0.26391,0.955,165.405,532.26
0.26399,0.955,165.405,532.26
0.26406,0.955,165.405,532.26
0.26414,0.955,165.405,532.26
0.26422,0.955,165.405,532.26
0.2643,0.955,165.405,532.26
0.26438,0.955,165.405,532.26
0.26445,0.955,165.405,532.26
0.26453,0.955,164.795,532.26
0.26461,0.955,164.795,532.26
0.26469,0.955,164.795,532.26
0.26477,0.955,164.185,532.26
0.26485,0.955,163.574,532.26
0.26492,0.955,163.574,532.26
0.265,0.955,162.964,532.26
0.26508,0.955,162.354,532.26
0.26516,0.955,162.354,532.26
0.26524,0.955,161.743,532.26
0.26531,0.955,161.133,532.26
0.26539,0.955,161.133,532.26
0.26547,0.955,161.133,532.26
0.26555,0.955,160.523,532.26
0.26563,0.955,160.523,532.26
0.2657,0.955,160.523,532.26
0.26578,0.955,161.133,532.26
0.26586,0.955,161.133,532.26
0.26594,0.955,161.133,532.26
0.26602,0.955,161.133,532.26
0.2661,0.955,161.743,532.26
0.26617,0.955,161.743,532.26
0.26625,0.955,162.354,532.26
0.26633,0.955,162.354,532.26
0.26641,0.955,162.964,532.26
0.26649,0.955,162.964,532.26
0.26656,0.955,163.574,532.26
0.26664,0.956,164.185,532.26
0.26672,0.956,164.185,532.26
0.2668,0.956,164.185,532.26
0.26688,0.956,164.795,532.26
0.26695,0.956,164.795,532.26
0.26703,0.956,164.795,532.26
0.26711,0.956,165.405,532.26
0.26719,0.956,165.405,532.26
0.26727,0.956,165.405,532.26
0.26735,0.956,165.405,532.26
0.26742,0.956,165.405,532.26
0.2675,0.956,166.016,532.26
0.26758,0.956,165.405,532.26
0.26766,0.956,166.016,532.26
0.26774,0.956,165.405,532.26
0.26781,0.956,165.405,532.26
0.26789,0.956,165.405,532.26
0.26797,0.956,164.795,532.26
0.26805,0.956,164.795,532.26
0.26813,0.956,164.185,532.26
0.2682,0.956,164.185,532.26
0.26828,0.956,163.574,532.26
0.26836,0.956,162.964,532.26
0.26844,0.956,162.964,533.481
0.26852,0.956,162.354,532.26
0.2686,0.956,161.743,532.26
0.26867,0.956,161.133,533.481
0.26875,0.956,161.133,532.26
0.26883,0.956,161.133,532.26
0.26891,0.956,160.523,532.26
0.26899,0.956,161.133,532.26
0.26906,0.956,161.133,532.26
0.26914,0.956,161.133,532.26
0.26922,0.956,161.133,533.481
0.2693,0.956,161.133,532.26
0.26938,0.956,161.743,532.26
0.26945,0.956,161.743,532.26
0.26953,0.956,162.354,532.26
0.26961,0.956,162.354,532.26
0.26969,0.956,162.964,532.26
0.26977,0.956,162.964,532.26
0.26985,0.956,163.574,532.26
0.26992,0.956,163.574,532.26
0.27,0.956,163.574,532.26
0.27008,0.956,164.185,532.26
0.27016,0.956,164.795,532.26
0.27024,0.956,164.795,532.26
0.27031,0.956,164.795,532.26
0.27039,0.956,165.405,532.26
0.27047,0.956,165.405,532.26
0.27055,0.956,165.405,532.26
0.27063,0.956,166.016,532.26
0.2707,0.956,166.016,532.26
0.27078,0.956,166.016,532.26
0.27086,0.956,166.016,533.481
0.27094,0.956,166.016,533.481
0.27102,0.956,165.405,532.26
0.2711,0.956,165.405,532.26
0.27117,0.956,165.405,533.481
0.27125,0.956,165.405,533.481
0.27133,0.956,164.795,533.481
0.27141,0.956,164.795,533.481
0.27149,0.955,164.185,533.481
0.27156,0.955,164.185,533.481
0.27164,0.955,163.574,532.26
0.27172,0.955,162.964,533.481
0.2718,0.956,162.354,533.481
0.27188,0.955,162.354,533.481
0.27195,0.955,161.743,532.26
0.27203,0.955,161.133,533.481
0.27211,0.955,161.133,533.481
0.27219,0.955,161.133,532.26
0.27227,0.955,161.133,533.481
0.27235,0.955,161.133,533.481
0.27242,0.955,161.133,532.26
0.2725,0.955,161.133,532.26
0.27258,0.955,161.133,533.481
0.27266,0.955,161.133,532.26
0.27274,0.955,161.743,532.26
0.27281,0.955,162.354,532.26
0.27289,0.955,162.354,533.481
0.27297,0.955,162.354,532.26
0.27305,0.955,162.964,533.481
0.27313,0.955,162.964,533.481
0.2732,0.955,163.574,532.26
0.27328,0.955,163.574,532.26
0.27336,0.955,164.185,532.26
0.27344,0.955,164.185,532.26
0.27352,0.955,164.795,532.26
0.2736,0.955,164.795,533.481
0.27367,0.955,164.795,533.481
0.27375,0.955,165.405,533.481
0.27383,0.955,165.405,533.481
0.27391,0.955,165.405,533.481
0.27399,0.955,166.016,533.481
0.27406,0.955,165.405,532.26
0.27414,0.955,166.016,532.26
0.27422,0.955,166.016,532.26
0.2743,0.955,166.016,533.481
0.27438,0.955,166.016,532.26
0.27445,0.955,165.405,533.481
0.27453,0.955,165.405,533.481
0.27461,0.955,165.405,533.481
0.27469,0.955,164.795,533.481
0.27477,0.955,164.795,533.481
0.27485,0.955,164.185,532.26
0.27492,0.955,163.574,532.26
0.275,0.955,163.574,533.481
0.27508,0.955,162.964,532.26
0.27516,0.955,162.354,533.481
0.27524,0.955,161.743,533.481
0.27531,0.955,161.743,533.481
0.27539,0.955,161.133,532.26
0.27547,0.955,161.133,532.26
0.27555,0.955,160.523,533.481
0.27563,0.955,161.133,532.26
0.2757,0.955,161.133,533.481
0.27578,0.955,161.133,532.26
0.27586,0.955,161.133,532.26
0.27594,0.955,161.133,532.26
0.27602,0.955,161.133,532.26
0.2761,0.955,161.133,532.26
0.27617,0.956,161.743,532.26
0.27625,0.956,161.743,533.481
0.27633,0.956,162.354,532.26
0.27641,0.956,162.964,532.26
0.27649,0.956,162.964,532.26
0.27656,0.956,162.964,533.481
0.27664,0.956,163.574,533.481
0.27672,0.956,163.574,532.26
0.2768,0.956,164.185,532.26
0.27688,0.956,164.795,532.26
0.27695,0.956,164.795,532.26
0.27703,0.956,164.795,532.26
0.27711,0.956,165.405,532.26
0.27719,0.956,164.795,533.481
0.27727,0.956,165.405,532.26
0.27735,0.956,165.405,532.26
0.27742,0.956,165.405,532.26
0.2775,0.956,165.405,532.26
0.27758,0.956,165.405,532.26
0.27766,0.956,165.405,532.26
0.27774,0.956,165.405,532.26
0.27781,0.956,165.405,532.26
0.27789,0.956,164.795,532.26
0.27797,0.956,164.795,532.26
0.27805,0.956,164.795,532.26
0.27813,0.956,164.185,532.26
0.2782,0.956,164.185,532.26
0.27828,0.956,163.574,532.26
0.27836,0.956,162.964,532.26
0.27844,0.956,162.354,532.26
0.27852,0.956,162.354,532.26
0.2786,0.956,161.743,532.26
0.27867,0.956,161.133,532.26
0.27875,0.956,161.133,532.26
0.27883,0.956,161.133,532.26
0.27891,0.956,160.523,532.26
0.27899,0.956,160.523,532.26
0.27906,0.956,160.523,532.26
0.27914,0.956,160.523,532.26
0.27922,0.956,161.133,532.26
0.2793,0.956,161.133,532.26
0.27938,0.956,161.743,532.26
0.27945,0.956,161.743,532.26
0.27953,0.956,161.743,532.26
0.27961,0.956,162.354,532.26
0.27969,0.956,162.354,532.26
0.27977,0.956,162.964,532.26
0.27985,0.956,162.964,532.26
0.27992,0.956,163.574,532.26
0.28,0.956,163.574,532.26
0.28008,0.956,164.185,532.26
0.28016,0.956,164.185,532.26
0.28024,0.956,164.795,532.26
0.28031,0.956,164.795,532.26
0.28039,0.956,165.405,532.26
0.28047,0.956,165.405,532.26
0.28055,0.956,165.405,532.26
0.28063,0.956,165.405,532.26
0.2807,0.956,165.405,532.26
0.28078,0.956,165.405,532.26
0.28086,0.956,165.405,532.26
0.28094,0.956,166.016,532.26
0.28102,0.956,165.405,532.26
0.2811,0.956,165.405,532.26
0.28117,0.956,165.405,532.26
0.28125,0.956,165.405,532.26
0.28133,0.956,164.795,532.26
0.28141,0.956,164.795,532.26
0.28149,0.956,164.185,532.26
0.28156,0.956,164.185,532.26
0.28164,0.956,163.574,532.26
0.28172,0.956,163.574,532.26
0.2818,0.956,162.964,532.26
