t,UAB(V),delta,UAB
1.358125,100.39,1.0039,0.99913
1.35875,100.39,1.0039,0.99913
1.359375,100.39,1.0039,0.99913
1.36,100.39,1.0039,0.99913
1.360625,100.39,1.0039,0.99913
1.36125,100.39,1.0039,0.99913
1.361875,100.39,1.0039,0.99913
1.3625,100.39,1.0039,0.99913
1.363125,100.4,1.004,0.99923
1.36375,100.4,1.004,0.99923
1.364375,100.41,1.0041,0.99933
1.365,100.41,1.0041,0.99933
1.365625,100.41,1.0041,0.99933
1.36625,100.42,1.0042,0.99943
1.366875,100.42,1.0042,0.99943
1.3675,100.42,1.0042,0.99943
1.368125,100.42,1.0042,0.99943
1.36875,100.42,1.0042,0.99943
1.369375,100.42,1.0042,0.99943
1.37,100.42,1.0042,0.99943
1.370625,100.42,1.0042,0.99943
1.37125,100.42,1.0042,0.99943
1.371875,100.42,1.0042,0.99943
1.3725,100.42,1.0042,0.99943
1.373125,100.42,1.0042,0.99943
1.37375,100.43,1.0043,0.99953
1.374375,100.43,1.0043,0.99953
1.375,100.43,1.0043,0.99953
1.375625,100.44,1.0044,0.99963
1.37625,100.44,1.0044,0.99963
1.376875,100.44,1.0044,0.99963
1.3775,100.44,1.0044,0.99963
1.378125,100.44,1.0044,0.99963
1.37875,100.44,1.0044,0.99963
1.379375,100.44,1.0044,0.99963
1.38,100.44,1.0044,0.99963
1.380625,100.44,1.0044,0.99963
1.38125,100.44,1.0044,0.99963
1.381875,100.44,1.0044,0.99963
1.3825,100.44,1.0044,0.99963
1.383125,100.44,1.0044,0.99963
1.38375,100.44,1.0044,0.99963
1.384375,100.45,1.0045,0.99973
1.385,100.45,1.0045,0.99973
1.385625,100.45,1.0045,0.99973
1.38625,100.45,1.0045,0.99973
1.386875,100.45,1.0045,0.99973
1.3875,100.45,1.0045,0.99973
1.388125,100.45,1.0045,0.99973
1.38875,100.45,1.0045,0.99973
1.389375,100.45,1.0045,0.99973
1.39,100.45,1.0045,0.99973
1.390625,100.45,1.0045,0.99973
1.39125,100.45,1.0045,0.99973
1.391875,100.45,1.0045,0.99973
1.3925,100.45,1.0045,0.99973
1.393125,100.45,1.0045,0.99973
1.39375,100.45,1.0045,0.99973
1.394375,100.46,1.0046,0.99983
1.395,100.46,1.0046,0.99983
1.395625,100.46,1.0046,0.99983
1.39625,100.46,1.0046,0.99983
1.396875,100.47,1.0047,0.99993
1.3975,100.47,1.0047,0.99993
1.398125,100.47,1.0047,0.99993
1.39875,100.47,1.0047,0.99993
1.399375,100.46,1.0046,0.99983
1.4,100.46,1.0046,0.99983
1.400625,100.46,1.0046,0.99983
1.40125,100.46,1.0046,0.99983
1.401875,100.46,1.0046,0.99983
1.4025,100.46,1.0046,0.99983
1.403125,100.46,1.0046,0.99983
1.40375,100.46,1.0046,0.99983
1.404375,100.47,1.0047,0.99993
1.405,100.47,1.0047,0.99993
1.405625,100.47,1.0047,0.99993
1.40625,100.48,1.0048,1.00003
1.406875,100.48,1.0048,1.00003
1.4075,100.48,1.0048,1.00003
1.408125,100.48,1.0048,1.00003
1.40875,100.48,1.0048,1.00003
1.409375,100.47,1.0047,0.99993
1.41,100.47,1.0047,0.99993
1.410625,100.47,1.0047,0.99993
1.41125,100.47,1.0047,0.99993
1.411875,100.47,1.0047,0.99993
1.4125,100.47,1.0047,0.99993
1.413125,100.47,1.0047,0.99993
1.41375,100.47,1.0047,0.99993
1.414375,100.48,1.0048,1.00003
1.415,100.48,1.0048,1.00003
1.415625,100.48,1.0048,1.00003
1.41625,100.48,1.0048,1.00003
1.416875,100.49,1.0049,1.00013
1.4175,100.49,1.0049,1.00013
1.418125,100.49,1.0049,1.00013
1.41875,100.49,1.0049,1.00013
1.419375,100.48,1.0048,1.00003
1.42,100.48,1.0048,1.00003
1.420625,100.48,1.0048,1.00003
1.42125,100.48,1.0048,1.00003
1.421875,100.47,1.0047,0.99993
1.4225,100.47,1.0047,0.99993
1.423125,100.47,1.0047,0.99993
1.42375,100.47,1.0047,0.99993
1.424375,100.46,1.0046,0.99983
1.425,100.47,1.0047,0.99993
1.425625,100.46,1.0046,0.99983
1.42625,100.47,1.0047,0.99993
1.426875,100.46,1.0046,0.99983
1.4275,100.46,1.0046,0.99983
1.428125,100.46,1.0046,0.99983
1.42875,100.47,1.0047,0.99993
1.429375,100.47,1.0047,0.99993
1.43,100.46,1.0046,0.99983
1.430625,100.46,1.0046,0.99983
1.43125,100.47,1.0047,0.99993
1.431875,100.47,1.0047,0.99993
1.4325,100.47,1.0047,0.99993
1.433125,100.48,1.0048,1.00003
1.43375,100.49,1.0049,1.00013
1.434375,100.49,1.0049,1.00013
1.435,100.5,1.005,1.00023
1.435625,100.5,1.005,1.00023
1.43625,100.51,1.0051,1.00033
1.436875,100.51,1.0051,1.00033
1.4375,100.51,1.0051,1.00033
1.438125,100.51,1.0051,1.00033
1.43875,100.51,1.0051,1.00033
1.439375,100.51,1.0051,1.00033
1.44,100.5,1.005,1.00023
1.440625,100.5,1.005,1.00023
1.44125,100.5,1.005,1.00023
1.441875,100.5,1.005,1.00023
1.4425,100.5,1.005,1.00023
1.443125,100.5,1.005,1.00023
1.44375,100.5,1.005,1.00023
1.444375,100.5,1.005,1.00023
1.445,100.5,1.005,1.00023
1.445625,100.51,1.0051,1.00033
1.44625,100.51,1.0051,1.00033
1.446875,100.51,1.0051,1.00033
1.4475,100.51,1.0051,1.00033
1.448125,100.51,1.0051,1.00033
1.44875,100.51,1.0051,1.00033
1.449375,100.51,1.0051,1.00033
1.45,100.5,1.005,1.00023
1.450625,100.5,1.005,1.00023
1.45125,100.5,1.005,1.00023
1.451875,100.49,1.0049,1.00013
1.4525,100.49,1.0049,1.00013
1.453125,100.49,1.0049,1.00013
1.45375,100.49,1.0049,1.00013
1.454375,100.49,1.0049,1.00013
1.455,100.49,1.0049,1.00013
1.455625,100.49,1.0049,1.00013
1.45625,100.49,1.0049,1.00013
1.456875,100.49,1.0049,1.00013
1.4575,100.49,1.0049,1.00013
1.458125,100.49,1.0049,1.00013
1.45875,100.49,1.0049,1.00013
1.459375,100.48,1.0048,1.00003
1.46,100.49,1.0049,1.00013
1.460625,100.49,1.0049,1.00013
1.46125,100.49,1.0049,1.00013
1.461875,100.49,1.0049,1.00013
1.4625,100.5,1.005,1.00023
1.463125,100.5,1.005,1.00023
1.46375,100.51,1.0051,1.00033
1.464375,100.52,1.0052,1.00043
1.465,100.53,1.0053,1.00053
1.465625,100.53,1.0053,1.00053
1.46625,100.53,1.0053,1.00053
1.466875,100.54,1.0054,1.00063
1.4675,100.54,1.0054,1.00063
1.468125,100.54,1.0054,1.00063
1.46875,100.54,1.0054,1.00063
1.469375,100.53,1.0053,1.00053
1.47,100.53,1.0053,1.00053
1.470625,100.53,1.0053,1.00053
1.47125,100.53,1.0053,1.00053
1.471875,100.53,1.0053,1.00053
1.4725,100.52,1.0052,1.00043
1.473125,100.52,1.0052,1.00043
1.47375,100.53,1.0053,1.00053
1.474375,100.53,1.0053,1.00053
1.475,100.53,1.0053,1.00053
1.475625,100.53,1.0053,1.00053
1.47625,100.54,1.0054,1.00063
1.476875,100.54,1.0054,1.00063
1.4775,100.54,1.0054,1.00063
1.478125,100.54,1.0054,1.00063
1.47875,100.54,1.0054,1.00063
1.479375,100.54,1.0054,1.00063
1.48,100.54,1.0054,1.00063
1.480625,100.53,1.0053,1.00053
1.48125,100.53,1.0053,1.00053
1.481875,100.53,1.0053,1.00053
1.4825,100.53,1.0053,1.00053
1.483125,100.53,1.0053,1.00053
1.48375,100.53,1.0053,1.00053
1.484375,100.54,1.0054,1.00063
1.485,100.54,1.0054,1.00063
1.485625,100.54,1.0054,1.00063
1.48625,100.54,1.0054,1.00063
1.486875,100.55,1.0055,1.00073
1.4875,100.55,1.0055,1.00073
1.488125,100.55,1.0055,1.00073
1.48875,100.55,1.0055,1.00073
1.489375,100.54,1.0054,1.00063
1.49,100.54,1.0054,1.00063
1.490625,100.54,1.0054,1.00063
1.49125,100.54,1.0054,1.00063
1.491875,100.54,1.0054,1.00063
1.4925,100.54,1.0054,1.00063
1.493125,100.54,1.0054,1.00063
1.49375,100.54,1.0054,1.00063
1.494375,100.54,1.0054,1.00063
1.495,100.54,1.0054,1.00063
1.495625,100.55,1.0055,1.00073
1.49625,100.55,1.0055,1.00073
1.496875,100.55,1.0055,1.00073
1.4975,100.55,1.0055,1.00073
1.498125,100.55,1.0055,1.00073
1.49875,100.55,1.0055,1.00073
1.499375,100.55,1.0055,1.00073
1.5,100.55,1.0055,1.00073
1.500625,100.55,1.0055,1.00073
1.50125,100.54,1.0054,1.00063
1.501875,100.54,1.0054,1.00063
1.5025,100.54,1.0054,1.00063
1.503125,100.54,1.0054,1.00063
1.50375,100.54,1.0054,1.00063
1.504375,100.54,1.0054,1.00063
1.505,100.54,1.0054,1.00063
1.505625,100.54,1.0054,1.00063
1.50625,100.55,1.0055,1.00073
1.506875,100.55,1.0055,1.00073
1.5075,100.55,1.0055,1.00073
1.508125,100.55,1.0055,1.00073
1.50875,100.55,1.0055,1.00073
1.509375,100.55,1.0055,1.00073
1.51,100.54,1.0054,1.00063
1.510625,100.54,1.0054,1.00063
1.51125,100.54,1.0054,1.00063
1.511875,100.54,1.0054,1.00063
1.5125,100.54,1.0054,1.00063
1.513125,100.54,1.0054,1.00063
1.51375,100.55,1.0055,1.00073
1.514375,100.55,1.0055,1.00073
1.515,100.55,1.0055,1.00073
1.515625,100.55,1.0055,1.00073
1.51625,100.56,1.0056,1.00083
1.516875,100.56,1.0056,1.00083
1.5175,100.56,1.0056,1.00083
1.518125,100.56,1.0056,1.00083
1.51875,100.56,1.0056,1.00083
1.519375,100.56,1.0056,1.00083
1.52,100.55,1.0055,1.00073
1.520625,100.55,1.0055,1.00073
1.52125,100.55,1.0055,1.00073
1.521875,100.55,1.0055,1.00073
1.5225,100.55,1.0055,1.00073
1.523125,100.55,1.0055,1.00073
1.52375,100.55,1.0055,1.00073
1.524375,100.55,1.0055,1.00073
1.525,100.55,1.0055,1.00073
1.525625,100.56,1.0056,1.00083
1.52625,100.56,1.0056,1.00083
1.526875,100.56,1.0056,1.00083
1.5275,100.56,1.0056,1.00083
1.528125,100.56,1.0056,1.00083
1.52875,100.56,1.0056,1.00083
1.529375,100.56,1.0056,1.00083
1.53,100.56,1.0056,1.00083
1.530625,100.55,1.0055,1.00073
1.53125,100.55,1.0055,1.00073
1.531875,100.55,1.0055,1.00073
1.5325,100.55,1.0055,1.00073
1.533125,100.55,1.0055,1.00073
1.53375,100.55,1.0055,1.00073
1.534375,100.56,1.0056,1.00083
1.535,100.56,1.0056,1.00083
1.535625,100.56,1.0056,1.00083
1.53625,100.56,1.0056,1.00083
1.536875,100.57,1.0057,1.00093
1.5375,100.57,1.0057,1.00093
1.538125,100.57,1.0057,1.00093
1.53875,100.56,1.0056,1.00083
1.539375,100.56,1.0056,1.00083
1.54,100.56,1.0056,1.00083
1.540625,100.56,1.0056,1.00083
1.54125,100.56,1.0056,1.00083
1.541875,100.55,1.0055,1.00073
1.5425,100.55,1.0055,1.00073
1.543125,100.55,1.0055,1.00073
1.54375,100.55,1.0055,1.00073
1.544375,100.56,1.0056,1.00083
1.545,100.56,1.0056,1.00083
1.545625,100.56,1.0056,1.00083
1.54625,100.56,1.0056,1.00083
1.546875,100.56,1.0056,1.00083
1.5475,100.56,1.0056,1.00083
1.548125,100.56,1.0056,1.00083
1.54875,100.56,1.0056,1.00083
1.549375,100.56,1.0056,1.00083
1.55,100.56,1.0056,1.00083
1.550625,100.56,1.0056,1.00083
1.55125,100.55,1.0055,1.00073
1.551875,100.55,1.0055,1.00073
1.5525,100.55,1.0055,1.00073
1.553125,100.55,1.0055,1.00073
1.55375,100.55,1.0055,1.00073
1.554375,100.55,1.0055,1.00073
1.555,100.55,1.0055,1.00073
1.555625,100.55,1.0055,1.00073
1.55625,100.56,1.0056,1.00083
1.556875,100.56,1.0056,1.00083
1.5575,100.56,1.0056,1.00083
1.558125,100.56,1.0056,1.00083
1.55875,100.56,1.0056,1.00083
1.559375,100.56,1.0056,1.00083
1.56,100.55,1.0055,1.00073
1.560625,100.55,1.0055,1.00073
1.56125,100.55,1.0055,1.00073
1.561875,100.55,1.0055,1.00073
1.5625,100.55,1.0055,1.00073
1.563125,100.56,1.0056,1.00083
1.56375,100.56,1.0056,1.00083
1.564375,100.56,1.0056,1.00083
1.565,100.56,1.0056,1.00083
1.565625,100.57,1.0057,1.00093
1.56625,100.57,1.0057,1.00093
1.566875,100.57,1.0057,1.00093
1.5675,100.57,1.0057,1.00093
1.568125,100.57,1.0057,1.00093
1.56875,100.57,1.0057,1.00093
1.569375,100.57,1.0057,1.00093
1.57,100.57,1.0057,1.00093
1.570625,100.56,1.0056,1.00083
1.57125,100.56,1.0056,1.00083
1.571875,100.56,1.0056,1.00083
1.5725,100.56,1.0056,1.00083
1.573125,100.56,1.0056,1.00083
1.57375,100.56,1.0056,1.00083
1.574375,100.56,1.0056,1.00083
1.575,100.56,1.0056,1.00083
1.575625,100.56,1.0056,1.00083
1.57625,100.57,1.0057,1.00093
1.576875,100.57,1.0057,1.00093
1.5775,100.57,1.0057,1.00093
1.578125,100.57,1.0057,1.00093
1.57875,100.57,1.0057,1.00093
1.579375,100.57,1.0057,1.00093
1.58,100.56,1.0056,1.00083
1.580625,100.56,1.0056,1.00083
1.58125,100.56,1.0056,1.00083
1.581875,100.55,1.0055,1.00073
1.5825,100.55,1.0055,1.00073
1.583125,100.55,1.0055,1.00073
1.58375,100.55,1.0055,1.00073
1.584375,100.55,1.0055,1.00073
1.585,100.56,1.0056,1.00083
1.585625,100.56,1.0056,1.00083
1.58625,100.56,1.0056,1.00083
1.586875,100.56,1.0056,1.00083
1.5875,100.56,1.0056,1.00083
1.588125,100.56,1.0056,1.00083
1.58875,100.56,1.0056,1.00083
1.589375,100.56,1.0056,1.00083
1.59,100.56,1.0056,1.00083
1.590625,100.55,1.0055,1.00073
1.59125,100.55,1.0055,1.00073
1.591875,100.55,1.0055,1.00073
1.5925,100.55,1.0055,1.00073
1.593125,100.55,1.0055,1.00073
1.59375,100.55,1.0055,1.00073
1.594375,100.55,1.0055,1.00073
1.595,100.55,1.0055,1.00073
1.595625,100.55,1.0055,1.00073
1.59625,100.56,1.0056,1.00083
1.596875,100.56,1.0056,1.00083
1.5975,100.56,1.0056,1.00083
1.598125,100.56,1.0056,1.00083
1.59875,100.56,1.0056,1.00083
1.599375,100.56,1.0056,1.00083
1.6,100.56,1.0056,1.00083
1.600625,100.55,1.0055,1.00073
1.60125,100.55,1.0055,1.00073
1.601875,100.55,1.0055,1.00073
1.6025,100.55,1.0055,1.00073
1.603125,100.55,1.0055,1.00073
1.60375,100.55,1.0055,1.00073
1.604375,100.55,1.0055,1.00073
1.605,100.55,1.0055,1.00073
1.605625,100.55,1.0055,1.00073
1.60625,100.56,1.0056,1.00083
1.606875,100.56,1.0056,1.00083
1.6075,100.56,1.0056,1.00083
1.608125,100.56,1.0056,1.00083
1.60875,100.56,1.0056,1.00083
1.609375,100.56,1.0056,1.00083
1.61,100.55,1.0055,1.00073
1.610625,100.55,1.0055,1.00073
1.61125,100.55,1.0055,1.00073
1.611875,100.54,1.0054,1.00063
1.6125,100.54,1.0054,1.00063
1.613125,100.54,1.0054,1.00063
1.61375,100.55,1.0055,1.00073
1.614375,100.55,1.0055,1.00073
1.615,100.55,1.0055,1.00073
1.615625,100.56,1.0056,1.00083
1.61625,100.56,1.0056,1.00083
1.616875,100.56,1.0056,1.00083
1.6175,100.56,1.0056,1.00083
1.618125,100.56,1.0056,1.00083
1.61875,100.56,1.0056,1.00083
1.619375,100.56,1.0056,1.00083
1.62,100.56,1.0056,1.00083
1.620625,100.55,1.0055,1.00073
1.62125,100.55,1.0055,1.00073
1.621875,100.55,1.0055,1.00073
1.6225,100.55,1.0055,1.00073
1.623125,100.55,1.0055,1.00073
1.62375,100.55,1.0055,1.00073
1.624375,100.56,1.0056,1.00083
1.625,100.56,1.0056,1.00083
1.625625,100.56,1.0056,1.00083
1.62625,100.56,1.0056,1.00083
1.626875,100.56,1.0056,1.00083
1.6275,100.56,1.0056,1.00083
1.628125,100.56,1.0056,1.00083
1.62875,100.56,1.0056,1.00083
1.629375,100.56,1.0056,1.00083
1.63,100.56,1.0056,1.00083
1.630625,100.55,1.0055,1.00073
1.63125,100.55,1.0055,1.00073
1.631875,100.55,1.0055,1.00073
1.6325,100.55,1.0055,1.00073
1.633125,100.55,1.0055,1.00073
1.63375,100.55,1.0055,1.00073
1.634375,100.55,1.0055,1.00073
1.635,100.55,1.0055,1.00073
1.635625,100.55,1.0055,1.00073
1.63625,100.56,1.0056,1.00083
1.636875,100.56,1.0056,1.00083
1.6375,100.56,1.0056,1.00083
1.638125,100.56,1.0056,1.00083
1.63875,100.56,1.0056,1.00083
1.639375,100.56,1.0056,1.00083
1.64,100.55,1.0055,1.00073
1.640625,100.55,1.0055,1.00073
1.64125,100.55,1.0055,1.00073
1.641875,100.55,1.0055,1.00073
1.6425,100.54,1.0054,1.00063
1.643125,100.54,1.0054,1.00063
1.64375,100.55,1.0055,1.00073
1.644375,100.55,1.0055,1.00073
1.645,100.55,1.0055,1.00073
1.645625,100.55,1.0055,1.00073
1.64625,100.55,1.0055,1.00073
1.646875,100.56,1.0056,1.00083
1.6475,100.56,1.0056,1.00083
1.648125,100.56,1.0056,1.00083
1.64875,100.56,1.0056,1.00083
1.649375,100.55,1.0055,1.00073
1.65,100.55,1.0055,1.00073
1.650625,100.55,1.0055,1.00073
1.65125,100.55,1.0055,1.00073
1.651875,100.55,1.0055,1.00073
1.6525,100.54,1.0054,1.00063
1.653125,100.54,1.0054,1.00063
1.65375,100.54,1.0054,1.00063
1.654375,100.54,1.0054,1.00063
1.655,100.55,1.0055,1.00073
1.655625,100.55,1.0055,1.00073
1.65625,100.55,1.0055,1.00073
1.656875,100.55,1.0055,1.00073
1.6575,100.55,1.0055,1.00073
1.658125,100.55,1.0055,1.00073
1.65875,100.55,1.0055,1.00073
1.659375,100.55,1.0055,1.00073
1.66,100.55,1.0055,1.00073
1.660625,100.55,1.0055,1.00073
1.66125,100.55,1.0055,1.00073
1.661875,100.55,1.0055,1.00073
1.6625,100.54,1.0054,1.00063
1.663125,100.54,1.0054,1.00063
1.66375,100.54,1.0054,1.00063
1.664375,100.54,1.0054,1.00063
1.665,100.55,1.0055,1.00073
1.665625,100.55,1.0055,1.00073
1.66625,100.55,1.0055,1.00073
1.666875,100.55,1.0055,1.00073
1.6675,100.55,1.0055,1.00073
1.668125,100.55,1.0055,1.00073
1.66875,100.55,1.0055,1.00073
1.669375,100.55,1.0055,1.00073
1.67,100.55,1.0055,1.00073
1.670625,100.55,1.0055,1.00073
1.67125,100.55,1.0055,1.00073
1.671875,100.54,1.0054,1.00063
1.6725,100.54,1.0054,1.00063
1.673125,100.54,1.0054,1.00063
1.67375,100.54,1.0054,1.00063
1.674375,100.54,1.0054,1.00063
1.675,100.55,1.0055,1.00073
1.675625,100.55,1.0055,1.00073
1.67625,100.55,1.0055,1.00073
1.676875,100.55,1.0055,1.00073
1.6775,100.55,1.0055,1.00073
1.678125,100.55,1.0055,1.00073
1.67875,100.55,1.0055,1.00073
1.679375,100.55,1.0055,1.00073
1.68,100.55,1.0055,1.00073
1.680625,100.54,1.0054,1.00063
1.68125,100.54,1.0054,1.00063
1.681875,100.54,1.0054,1.00063
1.6825,100.53,1.0053,1.00053
1.683125,100.54,1.0054,1.00063
1.68375,100.54,1.0054,1.00063
1.684375,100.54,1.0054,1.00063
1.685,100.54,1.0054,1.00063
1.685625,100.54,1.0054,1.00063
1.68625,100.55,1.0055,1.00073
1.686875,100.55,1.0055,1.00073
1.6875,100.55,1.0055,1.00073
1.688125,100.55,1.0055,1.00073
1.68875,100.55,1.0055,1.00073
1.689375,100.54,1.0054,1.00063
1.69,100.54,1.0054,1.00063
1.690625,100.54,1.0054,1.00063
1.69125,100.53,1.0053,1.00053
1.691875,100.53,1.0053,1.00053
1.6925,100.53,1.0053,1.00053
1.693125,100.53,1.0053,1.00053
1.69375,100.53,1.0053,1.00053
1.694375,100.53,1.0053,1.00053
1.695,100.53,1.0053,1.00053
1.695625,100.53,1.0053,1.00053
1.69625,100.54,1.0054,1.00063
1.696875,100.54,1.0054,1.00063
1.6975,100.54,1.0054,1.00063
1.698125,100.54,1.0054,1.00063
1.69875,100.54,1.0054,1.00063
1.699375,100.54,1.0054,1.00063
1.7,100.54,1.0054,1.00063
1.700625,100.53,1.0053,1.00053
1.70125,100.53,1.0053,1.00053
1.701875,100.53,1.0053,1.00053
1.7025,100.53,1.0053,1.00053
1.703125,100.52,1.0052,1.00043
1.70375,100.53,1.0053,1.00053
1.704375,100.53,1.0053,1.00053
1.705,100.53,1.0053,1.00053
1.705625,100.53,1.0053,1.00053
1.70625,100.54,1.0054,1.00063
1.706875,100.54,1.0054,1.00063
1.7075,100.54,1.0054,1.00063
1.708125,100.54,1.0054,1.00063
1.70875,100.54,1.0054,1.00063
1.709375,100.54,1.0054,1.00063
1.71,100.53,1.0053,1.00053
1.710625,100.53,1.0053,1.00053
1.71125,100.53,1.0053,1.00053
1.711875,100.53,1.0053,1.00053
1.7125,100.53,1.0053,1.00053
1.713125,100.53,1.0053,1.00053
1.71375,100.53,1.0053,1.00053
1.714375,100.53,1.0053,1.00053
1.715,100.53,1.0053,1.00053
1.715625,100.54,1.0054,1.00063
1.71625,100.54,1.0054,1.00063
1.716875,100.54,1.0054,1.00063
1.7175,100.54,1.0054,1.00063
1.718125,100.54,1.0054,1.00063
1.71875,100.54,1.0054,1.00063
1.719375,100.53,1.0053,1.00053
1.72,100.53,1.0053,1.00053
1.720625,100.53,1.0053,1.00053
1.72125,100.53,1.0053,1.00053
1.721875,100.53,1.0053,1.00053
1.7225,100.52,1.0052,1.00043
1.723125,100.52,1.0052,1.00043
1.72375,100.52,1.0052,1.00043
1.724375,100.53,1.0053,1.00053
1.725,100.53,1.0053,1.00053
1.725625,100.53,1.0053,1.00053
1.72625,100.53,1.0053,1.00053
1.726875,100.53,1.0053,1.00053
1.7275,100.54,1.0054,1.00063
1.728125,100.54,1.0054,1.00063
1.72875,100.53,1.0053,1.00053
1.729375,100.53,1.0053,1.00053
1.73,100.53,1.0053,1.00053
1.730625,100.53,1.0053,1.00053
1.73125,100.53,1.0053,1.00053
1.731875,100.52,1.0052,1.00043
1.7325,100.52,1.0052,1.00043
1.733125,100.52,1.0052,1.00043
1.73375,100.52,1.0052,1.00043
1.734375,100.52,1.0052,1.00043
1.735,100.53,1.0053,1.00053
1.735625,100.53,1.0053,1.00053
1.73625,100.53,1.0053,1.00053
1.736875,100.54,1.0054,1.00063
1.7375,100.54,1.0054,1.00063
1.738125,100.54,1.0054,1.00063
1.73875,100.54,1.0054,1.00063
1.739375,100.54,1.0054,1.00063
1.74,100.53,1.0053,1.00053
1.740625,100.53,1.0053,1.00053
1.74125,100.53,1.0053,1.00053
1.741875,100.53,1.0053,1.00053
1.7425,100.53,1.0053,1.00053
1.743125,100.53,1.0053,1.00053
1.74375,100.53,1.0053,1.00053
1.744375,100.53,1.0053,1.00053
1.745,100.53,1.0053,1.00053
1.745625,100.53,1.0053,1.00053
1.74625,100.53,1.0053,1.00053
1.746875,100.53,1.0053,1.00053
1.7475,100.53,1.0053,1.00053
1.748125,100.53,1.0053,1.00053
1.74875,100.53,1.0053,1.00053
1.749375,100.53,1.0053,1.00053
1.75,100.53,1.0053,1.00053
1.750625,100.53,1.0053,1.00053
1.75125,100.52,1.0052,1.00043
1.751875,100.52,1.0052,1.00043
1.7525,100.52,1.0052,1.00043
1.753125,100.52,1.0052,1.00043
1.75375,100.52,1.0052,1.00043
1.754375,100.52,1.0052,1.00043
1.755,100.52,1.0052,1.00043
1.755625,100.53,1.0053,1.00053
1.75625,100.53,1.0053,1.00053
1.756875,100.53,1.0053,1.00053
1.7575,100.53,1.0053,1.00053
1.758125,100.53,1.0053,1.00053
1.75875,100.53,1.0053,1.00053
1.759375,100.53,1.0053,1.00053
1.76,100.53,1.0053,1.00053
1.760625,100.52,1.0052,1.00043
1.76125,100.52,1.0052,1.00043
1.761875,100.52,1.0052,1.00043
1.7625,100.52,1.0052,1.00043
1.763125,100.52,1.0052,1.00043
1.76375,100.52,1.0052,1.00043
1.764375,100.52,1.0052,1.00043
1.765,100.52,1.0052,1.00043
1.765625,100.53,1.0053,1.00053
1.76625,100.53,1.0053,1.00053
1.766875,100.53,1.0053,1.00053
1.7675,100.53,1.0053,1.00053
1.768125,100.53,1.0053,1.00053
1.76875,100.53,1.0053,1.00053
1.769375,100.53,1.0053,1.00053
1.77,100.53,1.0053,1.00053
1.770625,100.52,1.0052,1.00043
1.77125,100.52,1.0052,1.00043
1.771875,100.52,1.0052,1.00043
1.7725,100.52,1.0052,1.00043
1.773125,100.52,1.0052,1.00043
1.77375,100.52,1.0052,1.00043
1.774375,100.52,1.0052,1.00043
1.775,100.53,1.0053,1.00053
1.775625,100.53,1.0053,1.00053
1.77625,100.53,1.0053,1.00053
1.776875,100.53,1.0053,1.00053
1.7775,100.53,1.0053,1.00053
1.778125,100.53,1.0053,1.00053
1.77875,100.53,1.0053,1.00053
1.779375,100.53,1.0053,1.00053
1.78,100.53,1.0053,1.00053
1.780625,100.53,1.0053,1.00053
1.78125,100.52,1.0052,1.00043
1.781875,100.52,1.0052,1.00043
1.7825,100.52,1.0052,1.00043
1.783125,100.52,1.0052,1.00043
1.78375,100.52,1.0052,1.00043
1.784375,100.52,1.0052,1.00043
1.785,100.53,1.0053,1.00053
1.785625,100.53,1.0053,1.00053
1.78625,100.53,1.0053,1.00053
1.786875,100.53,1.0053,1.00053
1.7875,100.53,1.0053,1.00053
1.788125,100.53,1.0053,1.00053
1.78875,100.53,1.0053,1.00053
1.789375,100.53,1.0053,1.00053
1.79,100.53,1.0053,1.00053
1.790625,100.53,1.0053,1.00053
1.79125,100.53,1.0053,1.00053
1.791875,100.53,1.0053,1.00053
1.7925,100.53,1.0053,1.00053
1.793125,100.53,1.0053,1.00053
