t,UAB
5.5,0.99985
5.505,0.99985
5.51,0.99985
5.515,0.99985
5.52,0.99985
5.525,0.99985
5.53,0.99985
5.535,0.99985
5.54,0.99995
5.545,0.99995
5.55,0.99995
5.555,0.99995
5.56,0.99995
5.565,0.99985
5.57,0.99985
5.575,0.99985
5.58,0.99975
5.585,0.99975
5.59,0.99975
5.595,0.99975
5.6,0.99975
5.605,0.99975
5.61,0.99975
5.615,0.99975
5.62,0.99975
5.625,0.99975
5.63,0.99985
5.635,0.99975
5.64,0.99995
5.645,0.99985
5.65,0.99985
5.655,0.99975
5.66,0.99975
5.665,0.99975
5.67,0.99975
5.675,0.99975
5.68,0.99975
5.685,0.99975
5.69,0.99975
5.695,0.99985
5.7,0.99985
5.705,0.99985
5.71,0.99985
5.715,0.99985
5.72,0.99995
5.725,0.99985
5.73,0.99995
5.735,0.99985
5.74,0.99985
5.745,0.99985
5.75,0.99975
5.755,0.99985
5.76,0.99975
5.765,0.99985
5.77,0.99985
5.775,0.99985
5.78,0.99985
5.785,0.99985
5.79,0.99995
5.795,0.99995
5.8,0.99995
5.805,0.99985
5.81,0.99985
5.815,0.99985
5.82,0.99985
5.825,0.99975
5.83,0.99975
5.835,0.99975
5.84,0.99975
5.845,0.99975
5.85,0.99985
5.855,0.99985
5.86,0.99995
5.865,0.99985
5.87,0.99995
5.875,0.99985
5.88,0.99985
5.885,0.99985
5.89,0.99985
5.895,0.99985
5.9,0.99975
5.905,0.99975
5.91,0.99975
5.915,0.99975
5.92,0.99975
5.925,0.99975
5.93,0.99975
5.935,0.99975
5.94,0.99985
5.945,0.99985
5.95,0.99995
5.955,0.99985
5.96,0.99995
5.965,0.99985
5.97,0.99985
5.975,0.99985
5.98,0.99975
5.985,0.99985
5.99,0.99975
5.995,0.99985
6,0.99985
6.005,0.99985
6.01,0.99985
6.015,0.99985
6.02,0.99995
6.025,0.99985
6.03,0.99995
6.035,0.99995
6.04,0.99995
6.045,0.99995
6.05,0.99985
6.055,0.99985
6.06,0.99975
6.065,0.99985
6.07,0.99975
6.075,0.99985
6.08,0.99985
6.085,0.99985
6.09,0.99995
6.095,0.99985
6.1,0.99995
6.105,0.99985
6.11,0.99995
6.115,0.99985
6.12,0.99985
6.125,0.99985
6.13,0.99975
6.135,0.99975
6.14,0.99975
6.145,0.99975
6.15,0.99975
6.155,0.99975
6.16,0.99985
6.165,0.99985
6.17,0.99995
6.175,0.99985
6.18,0.99995
6.185,0.99995
6.19,0.99995
6.195,0.99995
6.2,0.99985
6.205,0.99985
6.21,0.99975
6.215,0.99985
6.22,0.99985
6.225,0.99985
6.23,0.99985
6.235,0.99985
6.24,0.99995
6.245,0.99985
6.25,0.99995
6.255,0.99995
6.26,0.99995
6.265,0.99985
6.27,0.99985
6.275,0.99985
6.28,0.99985
6.285,0.99985
6.29,0.99975
6.295,0.99985
6.3,0.99985
6.305,0.99985
6.31,0.99985
6.315,0.99985
6.32,0.99995
6.325,0.99995
6.33,0.99995
6.335,0.99995
6.34,0.99995
6.345,0.99995
6.35,0.99995
6.355,0.99995
6.36,0.99985
6.365,0.99985
6.37,0.99975
6.375,0.99985
6.38,0.99985
6.385,0.99985
6.39,0.99995
6.395,0.99995
6.4,0.99995
6.405,0.99995
6.41,0.99995
6.415,0.99995
6.42,1.00005
6.425,0.99995
6.43,0.99995
6.435,0.99985
6.44,0.99985
6.445,0.99985
6.45,0.99975
6.455,0.99985
6.46,0.99985
6.465,0.99985
6.47,0.99995
6.475,0.99995
6.48,0.99995
6.485,0.99995
6.49,0.99995
6.495,0.99995
6.5,0.99995
6.505,0.99995
6.51,0.99995
6.515,0.99995
6.52,0.99985
6.525,0.99985
6.53,0.99985
6.535,0.99985
6.54,0.99985
6.545,0.99985
6.55,0.99995
6.555,0.99995
6.56,1.00005
6.565,0.99995
6.57,1.00005
6.575,0.99995
6.58,0.99995
6.585,0.99995
6.59,0.99985
6.595,0.99985
6.6,0.99985
6.605,0.99985
6.61,0.99985
6.615,0.99985
6.62,0.99985
6.625,0.99985
6.63,0.99995
6.635,0.99995
6.64,1.00005
6.645,0.99995
6.65,0.99995
6.655,0.99985
6.66,0.99985
6.665,0.99985
6.67,0.99975
6.675,0.99985
6.68,0.99975
6.685,0.99975
6.69,0.99975
6.695,0.99975
6.7,0.99985
6.705,0.99985
6.71,0.99995
6.715,0.99985
6.72,0.99995
6.725,0.99985
6.73,0.99995
6.735,0.99985
6.74,0.99985
6.745,0.99985
6.75,0.99975
6.755,0.99985
6.76,0.99985
6.765,0.99985
6.77,0.99985
6.775,0.99985
6.78,0.99995
6.785,0.99985
6.79,0.99995
6.795,0.99985
6.8,0.99995
6.805,0.99985
6.81,0.99985
6.815,0.99985
6.82,0.99975
6.825,0.99985
6.83,0.99975
6.835,0.99975
6.84,0.99975
6.845,0.99975
6.85,0.99985
6.855,0.99985
6.86,0.99995
6.865,0.99985
6.87,0.99995
6.875,0.99985
6.88,0.99985
6.885,0.99985
6.89,0.99985
6.895,0.99985
6.9,0.99975
6.905,0.99975
6.91,0.99975
6.915,0.99975
6.92,0.99975
6.925,0.99975
6.93,0.99985
6.935,0.99985
6.94,0.99995
6.945,0.99985
6.95,0.99995
6.955,0.99985
6.96,0.99985
6.965,0.99985
6.97,0.99975
6.975,0.99975
6.98,0.99975
6.985,0.99975
6.99,0.99975
6.995,0.99975
7,0.99985
7.005,0.99985
7.01,0.99995
7.015,0.99985
7.02,0.99995
7.025,0.99985
7.03,0.99985
7.035,0.99985
7.04,0.99975
7.045,0.99975
7.05,0.99975
7.055,0.99975
7.06,0.99975
7.065,0.99975
7.07,0.99975
7.075,0.99975
7.08,0.99985
